asset,n_total,threshold_4_over_n,n_influential,pct_influential,beta_full,beta_ex_influential,beta_shift,r2_full,r2_ex_influential
USDC,2192,0.0018248175182481751,164,7.481751824817518,0.9820664417973067,1.0426283763031314,0.0605619345058247,0.8740932929025758,0.931549520998974
USDT,2192,0.0018248175182481751,102,4.653284671532846,1.0144749435471747,1.0199868598975967,0.00551191635042203,0.9866528545738052,0.9944024872302668
