asset,interaction_coef,interaction_se,interaction_p,slope_pre,slope_post,slope_diff
USDC,0.17183641941646277,0.05823296558192223,0.0031690653819932565,0.9163864287810543,1.0882228481975171,0.17183641941646277
USDT,0.07582283396093281,0.06326556929380853,0.23072827053264078,1.0248568537730467,1.1006796877339795,0.07582283396093281
