spec_id,spec_name,n,n_countries,r2,headline_term,headline_beta,headline_se,headline_ci_low,headline_ci_high,headline_p,post_2022_beta,post_2022_se,post_2022_p,interaction_beta,interaction_se,interaction_ci_low,interaction_ci_high,interaction_p,cluster_count,notes
1,Pooled OLS,702,123,0.02981243058323857,financial_account_baseline,0.002747568648323116,0.0014946883954440188,-0.00018196677485712333,0.005677104071503355,0.06602974294978414,0.004766485586207453,0.013407246716824098,0.7222033475591114,,,,,,123,D-04 spec 1; D-27 post_2022 main effect retained
2,Country FE,702,123,0.013811412512450438,financial_account_baseline (absorbed),,,,,,-0.0029243501961965387,0.01258668194890468,0.8163590523488962,,,,,,123,D-04 spec 2; baseline absorbed by entity FE per D-27
3,Two-way FE + baseline x post_2022 (HEADLINE),702,123,0.018011634536402976,baseline_x_post_2022,-0.0005078815366137443,0.000688835145342834,-0.0018608464551626632,0.0008450833819351746,0.4612403322333194,,,,-0.0005078815366137443,0.000688835145342834,-0.0018608464551626632,0.0008450833819351746,0.4612403322333194,123,D-04 headline; D-29 sign-match: False
4,Two-way FE excl forward-filled 2025,592,123,0.017797540766634645,baseline_x_post_2022,-0.0005546332869992952,0.0007149066984511364,-0.001959513037595698,0.0008502464635971072,0.438257732075753,,,,-0.0005546332869992952,0.0007149066984511364,-0.001959513037595698,0.0008502464635971072,0.438257732075753,123,D-04 spec 4; forward-fill sensitivity
5,Two-way FE + baseline x post_2022 x I(baseline_year==2024),702,123,0.02782393110719128,baseline_x_post_2022_x_baseline_2024,-0.003059478929480607,0.0007182631377731684,-0.00447025495505537,-0.0016487029039058442,2.3973031189727934e-05,,,,-0.003059478929480607,0.0007182631377731684,-0.00447025495505537,-0.0016487029039058442,2.3973031189727934e-05,123,D-04 spec 5 (triple interaction); time-invariant lower-order terms absorbed by entity FE; D-29 no pre-registered sign.
6,Robustness: drop Among-lowest survivors,696,123,0.005148532009669915,baseline_x_post_2022,-5.780486612345164e-05,0.0007231144234061595,-0.00147813105038717,0.0013625213181402667,0.9363143227662758,,,,-5.780486612345164e-05,0.0007231144234061595,-0.00147813105038717,0.0013625213181402667,0.9363143227662758,123,D-24 robustness; dropped 6 surviving rows
7,Robustness: winsorised inflation,702,123,0.005076214465112527,baseline_x_post_2022,-0.00046117997505805555,0.0006973447635168238,-0.0018308589287973891,0.0009084989786812782,0.5086633728202816,,,,-0.00046117997505805555,0.0006973447635168238,-0.0018308589287973891,0.0009084989786812782,0.5086633728202816,123,D-25 robustness; inflation @ 1st/99th pct
8,Robustness: overall_score DV (2020-2021 pooled),238,120,0.06981425510980965,financial_account_baseline,0.0023399248785822358,0.0008795052862753011,0.0006161261932700556,0.0040637235638944155,0.007802444684314072,,,,,,,,,120,D-24 DV-robustness; post_2022 dropped (constant on subsample)
