asset,AdrActCnt,date,post_nov_2022
usdc_eth,25344,2021-07-07,0
usdt_trx,256797,2021-07-08,0
usdt_eth,89798,2021-07-08,0
dai,5928,2021-07-08,0
usdc_eth,27724,2021-07-08,0
usdt_trx,259460,2021-07-09,0
usdt_eth,90792,2021-07-09,0
usdc_eth,26427,2021-07-09,0
dai,7269,2021-07-09,0
usdt_eth,72465,2021-07-10,0
dai,4889,2021-07-10,0
usdc_eth,22824,2021-07-10,0
usdt_trx,232034,2021-07-10,0
dai,4822,2021-07-11,0
usdc_eth,21678,2021-07-11,0
usdt_eth,70157,2021-07-11,0
usdt_trx,213954,2021-07-11,0
usdt_trx,236273,2021-07-12,0
dai,5566,2021-07-12,0
usdt_eth,84323,2021-07-12,0
usdc_eth,26530,2021-07-12,0
usdt_trx,220709,2021-07-13,0
usdt_eth,75673,2021-07-13,0
dai,5424,2021-07-13,0
usdc_eth,28611,2021-07-13,0
usdc_eth,30599,2021-07-14,0
usdt_trx,222372,2021-07-14,0
dai,5549,2021-07-14,0
usdt_eth,80805,2021-07-14,0
usdt_eth,76250,2021-07-15,0
usdc_eth,27555,2021-07-15,0
dai,5156,2021-07-15,0
usdt_trx,228600,2021-07-15,0
usdt_eth,76043,2021-07-16,0
dai,4998,2021-07-16,0
usdt_trx,273517,2021-07-16,0
usdc_eth,28095,2021-07-16,0
dai,4966,2021-07-17,0
usdt_trx,203707,2021-07-17,0
usdc_eth,23221,2021-07-17,0
usdt_eth,64004,2021-07-17,0
usdt_eth,60039,2021-07-18,0
usdc_eth,19813,2021-07-18,0
dai,5196,2021-07-18,0
usdt_trx,210265,2021-07-18,0
usdt_eth,78127,2021-07-19,0
usdc_eth,28629,2021-07-19,0
dai,5993,2021-07-19,0
usdt_trx,229122,2021-07-19,0
dai,6897,2021-07-20,0
usdt_eth,80624,2021-07-20,0
usdc_eth,32942,2021-07-20,0
usdt_trx,228775,2021-07-20,0
usdt_eth,78582,2021-07-21,0
dai,8000,2021-07-21,0
usdt_trx,246654,2021-07-21,0
usdc_eth,30878,2021-07-21,0
usdt_trx,212056,2021-07-22,0
usdt_eth,69650,2021-07-22,0
usdc_eth,27301,2021-07-22,0
dai,5799,2021-07-22,0
usdt_trx,223457,2021-07-23,0
usdt_eth,70941,2021-07-23,0
dai,6284,2021-07-23,0
usdc_eth,26400,2021-07-23,0
dai,6692,2021-07-24,0
usdt_eth,67421,2021-07-24,0
usdt_trx,229898,2021-07-24,0
usdc_eth,24617,2021-07-24,0
usdc_eth,21041,2021-07-25,0
dai,4960,2021-07-25,0
usdt_eth,59747,2021-07-25,0
usdt_trx,292002,2021-07-25,0
usdc_eth,34164,2021-07-26,0
usdt_eth,83532,2021-07-26,0
dai,7386,2021-07-26,0
usdt_trx,294445,2021-07-26,0
usdc_eth,32943,2021-07-27,0
usdt_eth,82922,2021-07-27,0
dai,5537,2021-07-27,0
usdt_trx,266183,2021-07-27,0
usdt_trx,260116,2021-07-28,0
usdc_eth,30415,2021-07-28,0
dai,5276,2021-07-28,0
usdt_eth,76690,2021-07-28,0
usdt_trx,267234,2021-07-29,0
usdt_eth,84502,2021-07-29,0
dai,5801,2021-07-29,0
usdc_eth,28689,2021-07-29,0
usdt_trx,360078,2021-07-30,0
usdt_eth,84118,2021-07-30,0
dai,5750,2021-07-30,0
usdc_eth,29879,2021-07-30,0
usdc_eth,29191,2021-07-31,0
usdt_eth,69142,2021-07-31,0
dai,5662,2021-07-31,0
usdt_trx,267593,2021-07-31,0
usdt_eth,65852,2021-08-01,0
usdc_eth,24714,2021-08-01,0
usdt_trx,260290,2021-08-01,0
dai,5669,2021-08-01,0
usdt_trx,299676,2021-08-02,0
usdc_eth,30374,2021-08-02,0
dai,7082,2021-08-02,0
usdt_eth,96790,2021-08-02,0
usdc_eth,29660,2021-08-03,0
dai,5431,2021-08-03,0
usdt_eth,75900,2021-08-03,0
usdt_trx,417120,2021-08-03,0
usdt_trx,336758,2021-08-04,0
usdt_eth,79219,2021-08-04,0
dai,6574,2021-08-04,0
usdc_eth,31414,2021-08-04,0
usdt_eth,66023,2021-08-05,0
usdt_trx,313801,2021-08-05,0
usdc_eth,26511,2021-08-05,0
dai,5006,2021-08-05,0
usdt_eth,75639,2021-08-06,0
usdt_trx,362597,2021-08-06,0
usdc_eth,30209,2021-08-06,0
dai,5552,2021-08-06,0
dai,5276,2021-08-07,0
usdc_eth,27789,2021-08-07,0
usdt_eth,75020,2021-08-07,0
usdt_trx,331076,2021-08-07,0
usdc_eth,26935,2021-08-08,0
usdt_eth,61670,2021-08-08,0
usdt_trx,295418,2021-08-08,0
dai,5374,2021-08-08,0
dai,5645,2021-08-09,0
usdt_eth,72799,2021-08-09,0
usdc_eth,29627,2021-08-09,0
usdt_trx,351589,2021-08-09,0
dai,5835,2021-08-10,0
usdt_eth,76857,2021-08-10,0
usdc_eth,28963,2021-08-10,0
usdt_trx,338758,2021-08-10,0
usdt_trx,373844,2021-08-11,0
usdt_eth,80344,2021-08-11,0
usdc_eth,31397,2021-08-11,0
dai,6264,2021-08-11,0
dai,5716,2021-08-12,0
usdc_eth,34194,2021-08-12,0
usdt_eth,77622,2021-08-12,0
usdt_trx,357959,2021-08-12,0
dai,7299,2021-08-13,0
usdt_eth,77428,2021-08-13,0
usdt_trx,378103,2021-08-13,0
usdc_eth,29728,2021-08-13,0
usdt_eth,66925,2021-08-14,0
dai,7142,2021-08-14,0
usdt_trx,374165,2021-08-14,0
usdc_eth,26050,2021-08-14,0
dai,4760,2021-08-15,0
usdt_trx,383320,2021-08-15,0
usdt_eth,62163,2021-08-15,0
usdc_eth,24128,2021-08-15,0
usdt_eth,79249,2021-08-16,0
dai,5922,2021-08-16,0
usdc_eth,31245,2021-08-16,0
usdt_trx,389141,2021-08-16,0
usdc_eth,30448,2021-08-17,0
dai,5986,2021-08-17,0
usdt_trx,324037,2021-08-17,0
usdt_eth,79223,2021-08-17,0
usdc_eth,31050,2021-08-18,0
dai,5982,2021-08-18,0
usdt_eth,75879,2021-08-18,0
usdt_trx,307992,2021-08-18,0
usdc_eth,36110,2021-08-19,0
dai,6228,2021-08-19,0
usdt_eth,79937,2021-08-19,0
usdt_trx,316328,2021-08-19,0
dai,6147,2021-08-20,0
usdt_eth,84548,2021-08-20,0
usdc_eth,32631,2021-08-20,0
usdt_trx,376338,2021-08-20,0
usdt_trx,316624,2021-08-21,0
usdt_eth,68560,2021-08-21,0
usdc_eth,27014,2021-08-21,0
dai,5583,2021-08-21,0
usdt_eth,65313,2021-08-22,0
usdc_eth,27262,2021-08-22,0
usdt_trx,342757,2021-08-22,0
dai,5191,2021-08-22,0
dai,5427,2021-08-23,0
usdc_eth,30157,2021-08-23,0
usdt_eth,80062,2021-08-23,0
usdt_trx,374416,2021-08-23,0
usdt_eth,76912,2021-08-24,0
dai,4827,2021-08-24,0
usdc_eth,30124,2021-08-24,0
usdt_trx,348188,2021-08-24,0
dai,4548,2021-08-25,0
usdc_eth,27071,2021-08-25,0
usdt_eth,77999,2021-08-25,0
usdt_trx,344148,2021-08-25,0
usdt_eth,73025,2021-08-26,0
usdc_eth,26462,2021-08-26,0
dai,4538,2021-08-26,0
usdt_trx,319993,2021-08-26,0
dai,4187,2021-08-27,0
usdt_trx,354334,2021-08-27,0
usdc_eth,25121,2021-08-27,0
usdt_eth,69968,2021-08-27,0
usdc_eth,23713,2021-08-28,0
dai,4284,2021-08-28,0
usdt_trx,305361,2021-08-28,0
usdt_eth,60770,2021-08-28,0
usdc_eth,22521,2021-08-29,0
dai,3937,2021-08-29,0
usdt_trx,317933,2021-08-29,0
usdt_eth,56096,2021-08-29,0
dai,4461,2021-08-30,0
usdt_trx,344744,2021-08-30,0
usdt_eth,70921,2021-08-30,0
usdc_eth,30590,2021-08-30,0
usdt_trx,357095,2021-08-31,0
dai,4841,2021-08-31,0
usdc_eth,31343,2021-08-31,0
usdt_eth,74395,2021-08-31,0
usdc_eth,32522,2021-09-01,0
usdt_eth,80548,2021-09-01,0
dai,5119,2021-09-01,0
usdt_trx,357228,2021-09-01,0
usdt_trx,365637,2021-09-02,0
usdt_eth,85267,2021-09-02,0
dai,5160,2021-09-02,0
usdc_eth,36163,2021-09-02,0
usdt_eth,76842,2021-09-03,0
dai,4544,2021-09-03,0
usdt_trx,396245,2021-09-03,0
usdc_eth,30571,2021-09-03,0
dai,3837,2021-09-04,0
usdt_eth,64046,2021-09-04,0
usdt_trx,369994,2021-09-04,0
usdc_eth,25714,2021-09-04,0
usdc_eth,23768,2021-09-05,0
usdt_trx,365183,2021-09-05,0
usdt_eth,63267,2021-09-05,0
dai,3881,2021-09-05,0
usdt_trx,440255,2021-09-06,0
dai,4593,2021-09-06,0
usdt_eth,78229,2021-09-06,0
usdc_eth,30236,2021-09-06,0
usdc_eth,37864,2021-09-07,0
usdt_trx,456095,2021-09-07,0
usdt_eth,91866,2021-09-07,0
dai,5957,2021-09-07,0
usdc_eth,37559,2021-09-08,0
usdt_eth,83176,2021-09-08,0
usdt_trx,416008,2021-09-08,0
dai,5317,2021-09-08,0
usdc_eth,37265,2021-09-09,0
usdt_trx,372623,2021-09-09,0
dai,5126,2021-09-09,0
usdt_eth,78279,2021-09-09,0
dai,5700,2021-09-10,0
usdt_eth,81981,2021-09-10,0
usdt_trx,398161,2021-09-10,0
usdc_eth,40628,2021-09-10,0
dai,5956,2021-09-11,0
usdt_trx,326931,2021-09-11,0
usdt_eth,71240,2021-09-11,0
usdc_eth,33872,2021-09-11,0
usdt_trx,340538,2021-09-12,0
dai,5530,2021-09-12,0
usdc_eth,28879,2021-09-12,0
usdt_eth,59525,2021-09-12,0
usdt_eth,73396,2021-09-13,0
dai,5744,2021-09-13,0
usdt_trx,387517,2021-09-13,0
usdc_eth,34044,2021-09-13,0
usdt_trx,347675,2021-09-14,0
usdt_eth,75033,2021-09-14,0
dai,5878,2021-09-14,0
usdc_eth,33515,2021-09-14,0
usdt_eth,73060,2021-09-15,0
dai,5480,2021-09-15,0
usdc_eth,32530,2021-09-15,0
usdt_trx,356556,2021-09-15,0
usdt_eth,72034,2021-09-16,0
usdt_trx,397712,2021-09-16,0
dai,5373,2021-09-16,0
usdc_eth,32110,2021-09-16,0
usdt_trx,355088,2021-09-17,0
usdc_eth,30555,2021-09-17,0
dai,5222,2021-09-17,0
usdt_eth,86246,2021-09-17,0
dai,5295,2021-09-18,0
usdc_eth,26556,2021-09-18,0
usdt_eth,61449,2021-09-18,0
usdt_trx,309248,2021-09-18,0
usdc_eth,23947,2021-09-19,0
dai,5211,2021-09-19,0
usdt_eth,58686,2021-09-19,0
usdt_trx,296283,2021-09-19,0
usdc_eth,36273,2021-09-20,0
dai,6648,2021-09-20,0
usdt_eth,76159,2021-09-20,0
usdt_trx,406686,2021-09-20,0
usdc_eth,33214,2021-09-21,0
dai,6465,2021-09-21,0
usdt_trx,329394,2021-09-21,0
usdt_eth,72327,2021-09-21,0
dai,6858,2021-09-22,0
usdt_trx,345999,2021-09-22,0
usdt_eth,72255,2021-09-22,0
usdc_eth,32399,2021-09-22,0
usdt_eth,67465,2021-09-23,0
dai,6016,2021-09-23,0
usdc_eth,26925,2021-09-23,0
usdt_trx,332228,2021-09-23,0
usdt_trx,399740,2021-09-24,0
dai,5171,2021-09-24,0
usdc_eth,27513,2021-09-24,0
usdt_eth,72615,2021-09-24,0
dai,4767,2021-09-25,0
usdc_eth,22981,2021-09-25,0
usdt_trx,309565,2021-09-25,0
usdt_eth,54242,2021-09-25,0
usdt_eth,55813,2021-09-26,0
usdc_eth,20460,2021-09-26,0
usdt_trx,353086,2021-09-26,0
dai,4024,2021-09-26,0
usdt_trx,330722,2021-09-27,0
usdt_eth,65893,2021-09-27,0
usdc_eth,25927,2021-09-27,0
dai,4367,2021-09-27,0
usdt_trx,336786,2021-09-28,0
usdc_eth,28887,2021-09-28,0
usdt_eth,61820,2021-09-28,0
dai,4432,2021-09-28,0
usdc_eth,30576,2021-09-29,0
usdt_trx,319922,2021-09-29,0
usdt_eth,66264,2021-09-29,0
dai,4816,2021-09-29,0
usdt_eth,63057,2021-09-30,0
dai,4857,2021-09-30,0
usdt_trx,355442,2021-09-30,0
usdc_eth,28041,2021-09-30,0
usdc_eth,35593,2021-10-01,0
dai,5560,2021-10-01,0
usdt_trx,332459,2021-10-01,0
usdt_eth,69786,2021-10-01,0
usdc_eth,29062,2021-10-02,0
usdt_trx,318590,2021-10-02,0
usdt_eth,56134,2021-10-02,0
dai,5148,2021-10-02,0
usdt_eth,55270,2021-10-03,0
usdc_eth,23543,2021-10-03,0
usdt_trx,301566,2021-10-03,0
dai,4988,2021-10-03,0
usdt_trx,378831,2021-10-04,0
usdt_eth,61886,2021-10-04,0
dai,5331,2021-10-04,0
usdc_eth,30044,2021-10-04,0
usdt_trx,386298,2021-10-05,0
dai,5178,2021-10-05,0
usdc_eth,31922,2021-10-05,0
usdt_eth,71065,2021-10-05,0
usdt_trx,407679,2021-10-06,0
dai,4742,2021-10-06,0
usdc_eth,30387,2021-10-06,0
usdt_eth,69236,2021-10-06,0
usdt_eth,95345,2021-10-07,0
usdc_eth,30653,2021-10-07,0
usdt_trx,456095,2021-10-07,0
dai,4894,2021-10-07,0
usdc_eth,29734,2021-10-08,0
usdt_trx,422333,2021-10-08,0
usdt_eth,75913,2021-10-08,0
dai,4836,2021-10-08,0
usdt_trx,387120,2021-10-09,0
usdt_eth,65343,2021-10-09,0
dai,5480,2021-10-09,0
usdc_eth,29068,2021-10-09,0
usdt_trx,364560,2021-10-10,0
dai,4915,2021-10-10,0
usdc_eth,30443,2021-10-10,0
usdt_eth,61202,2021-10-10,0
usdt_trx,426688,2021-10-11,0
dai,5196,2021-10-11,0
usdc_eth,28920,2021-10-11,0
usdt_eth,91157,2021-10-11,0
usdt_trx,400888,2021-10-12,0
usdt_eth,72034,2021-10-12,0
dai,5579,2021-10-12,0
usdc_eth,30709,2021-10-12,0
usdt_eth,68444,2021-10-13,0
dai,4835,2021-10-13,0
usdc_eth,31144,2021-10-13,0
usdt_trx,410409,2021-10-13,0
usdc_eth,31229,2021-10-14,0
usdt_eth,70004,2021-10-14,0
dai,4907,2021-10-14,0
usdt_trx,422436,2021-10-14,0
usdt_trx,428606,2021-10-15,0
usdc_eth,33979,2021-10-15,0
usdt_eth,71622,2021-10-15,0
dai,6089,2021-10-15,0
dai,5053,2021-10-16,0
usdt_trx,383296,2021-10-16,0
usdc_eth,28807,2021-10-16,0
usdt_eth,60382,2021-10-16,0
usdt_trx,354200,2021-10-17,0
usdc_eth,29500,2021-10-17,0
dai,4845,2021-10-17,0
usdt_eth,55344,2021-10-17,0
dai,5583,2021-10-18,0
usdt_eth,71232,2021-10-18,0
usdt_trx,425506,2021-10-18,0
usdc_eth,35718,2021-10-18,0
usdt_eth,76318,2021-10-19,0
usdt_trx,437457,2021-10-19,0
usdc_eth,33864,2021-10-19,0
dai,5624,2021-10-19,0
usdc_eth,35871,2021-10-20,0
usdt_eth,77193,2021-10-20,0
usdt_trx,440860,2021-10-20,0
dai,6719,2021-10-20,0
usdt_eth,80537,2021-10-21,0
usdc_eth,33066,2021-10-21,0
dai,5906,2021-10-21,0
usdt_trx,447241,2021-10-21,0
usdt_trx,437374,2021-10-22,0
usdt_eth,77549,2021-10-22,0
usdc_eth,30712,2021-10-22,0
dai,5471,2021-10-22,0
usdt_trx,409272,2021-10-23,0
usdc_eth,26188,2021-10-23,0
dai,4942,2021-10-23,0
usdt_eth,59028,2021-10-23,0
usdt_trx,402049,2021-10-24,0
usdt_eth,66265,2021-10-24,0
usdc_eth,25446,2021-10-24,0
dai,4833,2021-10-24,0
usdc_eth,31925,2021-10-25,0
usdt_eth,75764,2021-10-25,0
usdt_trx,487166,2021-10-25,0
dai,5254,2021-10-25,0
dai,5456,2021-10-26,0
usdt_eth,82952,2021-10-26,0
usdt_trx,503044,2021-10-26,0
usdc_eth,30939,2021-10-26,0
usdc_eth,32437,2021-10-27,0
usdt_trx,550389,2021-10-27,0
usdt_eth,88974,2021-10-27,0
dai,5104,2021-10-27,0
usdc_eth,34665,2021-10-28,0
usdt_trx,562703,2021-10-28,0
usdt_eth,111646,2021-10-28,0
dai,5092,2021-10-28,0
usdc_eth,37187,2021-10-29,0
dai,5331,2021-10-29,0
usdt_trx,615678,2021-10-29,0
usdt_eth,113415,2021-10-29,0
usdc_eth,29620,2021-10-30,0
usdt_trx,560808,2021-10-30,0
usdt_eth,93706,2021-10-30,0
dai,4688,2021-10-30,0
usdt_eth,94065,2021-10-31,0
usdc_eth,26672,2021-10-31,0
usdt_trx,521402,2021-10-31,0
dai,4476,2021-10-31,0
usdc_eth,34223,2021-11-01,0
usdt_trx,531109,2021-11-01,0
usdt_eth,102761,2021-11-01,0
dai,5034,2021-11-01,0
usdt_eth,104196,2021-11-02,0
dai,5524,2021-11-02,0
usdc_eth,37957,2021-11-02,0
usdt_trx,606214,2021-11-02,0
usdt_trx,574553,2021-11-03,0
dai,5683,2021-11-03,0
usdt_eth,120977,2021-11-03,0
usdc_eth,36310,2021-11-03,0
usdt_trx,590240,2021-11-04,0
dai,6170,2021-11-04,0
usdt_eth,102155,2021-11-04,0
usdc_eth,36191,2021-11-04,0
dai,5586,2021-11-05,0
usdc_eth,32995,2021-11-05,0
usdt_eth,92494,2021-11-05,0
usdt_trx,605285,2021-11-05,0
usdt_eth,79627,2021-11-06,0
dai,5125,2021-11-06,0
usdt_trx,467103,2021-11-06,0
usdc_eth,34451,2021-11-06,0
dai,5322,2021-11-07,0
usdt_trx,470509,2021-11-07,0
usdc_eth,31113,2021-11-07,0
usdt_eth,79226,2021-11-07,0
usdt_trx,584701,2021-11-08,0
usdt_eth,97221,2021-11-08,0
usdc_eth,34621,2021-11-08,0
dai,5910,2021-11-08,0
dai,5141,2021-11-09,0
usdt_trx,591225,2021-11-09,0
usdt_eth,86263,2021-11-09,0
usdc_eth,34454,2021-11-09,0
dai,5656,2021-11-10,0
usdt_eth,93017,2021-11-10,0
usdc_eth,34770,2021-11-10,0
usdt_trx,576346,2021-11-10,0
usdt_trx,552760,2021-11-11,0
dai,5165,2021-11-11,0
usdc_eth,31978,2021-11-11,0
usdt_eth,86814,2021-11-11,0
usdc_eth,31433,2021-11-12,0
usdt_trx,578452,2021-11-12,0
dai,4898,2021-11-12,0
usdt_eth,87696,2021-11-12,0
usdc_eth,26932,2021-11-13,0
usdt_trx,476868,2021-11-13,0
dai,4554,2021-11-13,0
usdt_eth,79634,2021-11-13,0
dai,4895,2021-11-14,0
usdt_trx,466323,2021-11-14,0
usdc_eth,27347,2021-11-14,0
usdt_eth,74624,2021-11-14,0
usdc_eth,37731,2021-11-15,0
usdt_trx,833560,2021-11-15,0
dai,5050,2021-11-15,0
usdt_eth,77647,2021-11-15,0
usdt_eth,96541,2021-11-16,0
dai,6432,2021-11-16,0
usdc_eth,44063,2021-11-16,0
usdt_trx,642598,2021-11-16,0
usdc_eth,33442,2021-11-17,0
usdt_eth,82503,2021-11-17,0
usdt_trx,527373,2021-11-17,0
dai,5905,2021-11-17,0
usdc_eth,33922,2021-11-18,0
usdt_eth,83793,2021-11-18,0
usdt_trx,559795,2021-11-18,0
dai,5727,2021-11-18,0
dai,5968,2021-11-19,0
usdt_eth,81106,2021-11-19,0
usdt_trx,588338,2021-11-19,0
usdc_eth,31782,2021-11-19,0
usdc_eth,28100,2021-11-20,0
usdt_eth,66863,2021-11-20,0
usdt_trx,453841,2021-11-20,0
dai,5047,2021-11-20,0
dai,5359,2021-11-21,0
usdc_eth,28253,2021-11-21,0
usdt_trx,462328,2021-11-21,0
usdt_eth,81617,2021-11-21,0
dai,4747,2021-11-22,0
usdt_eth,74065,2021-11-22,0
usdt_trx,544197,2021-11-22,0
usdc_eth,29726,2021-11-22,0
usdt_trx,527692,2021-11-23,0
usdc_eth,31613,2021-11-23,0
usdt_eth,79388,2021-11-23,0
dai,5052,2021-11-23,0
usdt_eth,82973,2021-11-24,0
usdc_eth,32007,2021-11-24,0
dai,5532,2021-11-24,0
usdt_trx,580129,2021-11-24,0
usdt_trx,631228,2021-11-25,0
usdc_eth,29646,2021-11-25,0
dai,5283,2021-11-25,0
usdt_eth,82145,2021-11-25,0
usdt_trx,610120,2021-11-26,0
usdc_eth,39362,2021-11-26,0
usdt_eth,85941,2021-11-26,0
dai,6128,2021-11-26,0
usdt_trx,486523,2021-11-27,0
usdt_eth,63428,2021-11-27,0
dai,4917,2021-11-27,0
usdc_eth,27966,2021-11-27,0
usdt_eth,63050,2021-11-28,0
usdc_eth,24763,2021-11-28,0
dai,4800,2021-11-28,0
usdt_trx,446361,2021-11-28,0
dai,6067,2021-11-29,0
usdt_eth,73280,2021-11-29,0
usdt_trx,549505,2021-11-29,0
usdc_eth,29925,2021-11-29,0
dai,8818,2021-11-30,0
usdc_eth,32380,2021-11-30,0
usdt_eth,77209,2021-11-30,0
usdt_trx,640869,2021-11-30,0
dai,6379,2021-12-01,0
usdc_eth,35892,2021-12-01,0
usdt_eth,81231,2021-12-01,0
usdt_trx,639075,2021-12-01,0
usdt_trx,548086,2021-12-02,0
usdc_eth,35056,2021-12-02,0
dai,6292,2021-12-02,0
usdt_eth,79737,2021-12-02,0
dai,6080,2021-12-03,0
usdt_eth,76345,2021-12-03,0
usdc_eth,35341,2021-12-03,0
usdt_trx,741010,2021-12-03,0
usdt_eth,92092,2021-12-04,0
usdc_eth,42047,2021-12-04,0
usdt_trx,617262,2021-12-04,0
dai,7091,2021-12-04,0
usdt_eth,77165,2021-12-05,0
usdt_trx,473443,2021-12-05,0
usdc_eth,29899,2021-12-05,0
dai,5120,2021-12-05,0
usdt_trx,580985,2021-12-06,0
usdt_eth,88211,2021-12-06,0
dai,5829,2021-12-06,0
usdc_eth,39866,2021-12-06,0
usdt_trx,567392,2021-12-07,0
dai,5193,2021-12-07,0
usdt_eth,84444,2021-12-07,0
usdc_eth,34638,2021-12-07,0
usdt_trx,519844,2021-12-08,0
dai,5315,2021-12-08,0
usdt_eth,82730,2021-12-08,0
usdc_eth,35997,2021-12-08,0
usdt_trx,511874,2021-12-09,0
dai,5190,2021-12-09,0
usdc_eth,36065,2021-12-09,0
usdt_eth,79554,2021-12-09,0
usdt_trx,543383,2021-12-10,0
dai,5374,2021-12-10,0
usdt_eth,78861,2021-12-10,0
usdc_eth,34184,2021-12-10,0
usdc_eth,27033,2021-12-11,0
usdt_trx,421387,2021-12-11,0
dai,4925,2021-12-11,0
usdt_eth,67296,2021-12-11,0
usdt_eth,63076,2021-12-12,0
usdc_eth,23962,2021-12-12,0
usdt_trx,461825,2021-12-12,0
dai,5200,2021-12-12,0
usdt_trx,542100,2021-12-13,0
usdc_eth,31858,2021-12-13,0
usdt_eth,77218,2021-12-13,0
dai,6289,2021-12-13,0
usdc_eth,40095,2021-12-14,0
usdt_eth,79171,2021-12-14,0
usdt_trx,542445,2021-12-14,0
dai,6133,2021-12-14,0
usdc_eth,32004,2021-12-15,0
usdt_eth,81179,2021-12-15,0
usdt_trx,539902,2021-12-15,0
dai,5939,2021-12-15,0
usdt_eth,73049,2021-12-16,0
usdc_eth,31760,2021-12-16,0
dai,5551,2021-12-16,0
usdt_trx,478456,2021-12-16,0
dai,5535,2021-12-17,0
usdt_trx,477394,2021-12-17,0
usdc_eth,39895,2021-12-17,0
usdt_eth,70139,2021-12-17,0
usdc_eth,29251,2021-12-18,0
dai,4652,2021-12-18,0
usdt_eth,54171,2021-12-18,0
usdt_trx,426556,2021-12-18,0
usdt_eth,51008,2021-12-19,0
dai,4140,2021-12-19,0
usdc_eth,27448,2021-12-19,0
usdt_trx,402685,2021-12-19,0
dai,4664,2021-12-20,0
usdt_trx,538291,2021-12-20,0
usdc_eth,32369,2021-12-20,0
usdt_eth,66132,2021-12-20,0
usdc_eth,38252,2021-12-21,0
usdt_trx,517181,2021-12-21,0
dai,4864,2021-12-21,0
usdt_eth,61976,2021-12-21,0
usdt_eth,64967,2021-12-22,0
usdc_eth,32799,2021-12-22,0
usdt_trx,522154,2021-12-22,0
dai,4398,2021-12-22,0
dai,4238,2021-12-23,0
usdc_eth,30014,2021-12-23,0
usdt_trx,484564,2021-12-23,0
usdt_eth,66524,2021-12-23,0
usdc_eth,32054,2021-12-24,0
usdt_trx,791506,2021-12-24,0
dai,4654,2021-12-24,0
usdt_eth,62665,2021-12-24,0
usdc_eth,23041,2021-12-25,0
dai,3341,2021-12-25,0
usdt_trx,374989,2021-12-25,0
usdt_eth,48501,2021-12-25,0
usdt_eth,49939,2021-12-26,0
usdc_eth,24775,2021-12-26,0
usdt_trx,387397,2021-12-26,0
dai,4234,2021-12-26,0
dai,4394,2021-12-27,0
usdc_eth,30169,2021-12-27,0
usdt_trx,454768,2021-12-27,0
usdt_eth,64839,2021-12-27,0
usdc_eth,29088,2021-12-28,0
dai,5016,2021-12-28,0
usdt_trx,465892,2021-12-28,0
usdt_eth,68534,2021-12-28,0
usdt_trx,473143,2021-12-29,0
usdc_eth,30732,2021-12-29,0
dai,3807,2021-12-29,0
usdt_eth,67532,2021-12-29,0
usdc_eth,34013,2021-12-30,0
usdt_trx,507064,2021-12-30,0
dai,4376,2021-12-30,0
usdt_eth,72232,2021-12-30,0
usdt_eth,61761,2021-12-31,0
dai,4210,2021-12-31,0
usdc_eth,31136,2021-12-31,0
usdt_trx,426032,2021-12-31,0
usdc_eth,23130,2022-01-01,0
usdt_eth,47934,2022-01-01,0
dai,3426,2022-01-01,0
usdt_trx,341734,2022-01-01,0
usdc_eth,20941,2022-01-02,0
dai,3312,2022-01-02,0
usdt_trx,392341,2022-01-02,0
usdt_eth,48528,2022-01-02,0
usdt_eth,67233,2022-01-03,0
usdt_trx,442008,2022-01-03,0
usdc_eth,29067,2022-01-03,0
dai,4114,2022-01-03,0
usdt_trx,477430,2022-01-04,0
usdt_eth,68026,2022-01-04,0
dai,3754,2022-01-04,0
usdc_eth,29763,2022-01-04,0
usdt_eth,71868,2022-01-05,0
usdc_eth,32298,2022-01-05,0
usdt_trx,533209,2022-01-05,0
dai,4141,2022-01-05,0
usdc_eth,31749,2022-01-06,0
usdt_eth,66761,2022-01-06,0
dai,4911,2022-01-06,0
usdt_trx,476269,2022-01-06,0
dai,4770,2022-01-07,0
usdc_eth,30925,2022-01-07,0
usdt_trx,497139,2022-01-07,0
usdt_eth,63671,2022-01-07,0
usdc_eth,26327,2022-01-08,0
usdt_eth,54157,2022-01-08,0
dai,4261,2022-01-08,0
usdt_trx,418784,2022-01-08,0
dai,3132,2022-01-09,0
usdt_trx,400416,2022-01-09,0
usdc_eth,21073,2022-01-09,0
usdt_eth,43115,2022-01-09,0
usdt_eth,53708,2022-01-10,0
dai,3733,2022-01-10,0
usdc_eth,25811,2022-01-10,0
usdt_trx,486280,2022-01-10,0
usdc_eth,26656,2022-01-11,0
usdt_trx,470171,2022-01-11,0
dai,3630,2022-01-11,0
usdt_eth,58788,2022-01-11,0
usdt_eth,57818,2022-01-12,0
usdt_trx,493149,2022-01-12,0
dai,3705,2022-01-12,0
usdc_eth,26748,2022-01-12,0
usdt_trx,445054,2022-01-13,0
dai,3351,2022-01-13,0
usdc_eth,25327,2022-01-13,0
usdt_eth,54391,2022-01-13,0
usdt_eth,54028,2022-01-14,0
usdt_trx,446187,2022-01-14,0
usdc_eth,27155,2022-01-14,0
dai,3327,2022-01-14,0
dai,3148,2022-01-15,0
usdt_trx,445750,2022-01-15,0
usdc_eth,22588,2022-01-15,0
usdt_eth,43658,2022-01-15,0
usdt_eth,42297,2022-01-16,0
usdc_eth,19873,2022-01-16,0
usdt_trx,424366,2022-01-16,0
dai,3097,2022-01-16,0
dai,4332,2022-01-17,0
usdt_eth,51812,2022-01-17,0
usdc_eth,24843,2022-01-17,0
