asset,AdrActCnt,date,post_nov_2022
usdt_eth,69147,2022-11-23,0
dai,4497,2022-11-23,0
usdt_trx,910106,2022-11-23,0
usdt_trx,985283,2022-11-24,0
usdc_eth,42644,2022-11-24,0
dai,6466,2022-11-24,0
usdt_eth,85477,2022-11-24,0
dai,4558,2022-11-25,0
usdt_eth,89543,2022-11-25,0
usdt_trx,947711,2022-11-25,0
usdc_eth,30295,2022-11-25,0
dai,3648,2022-11-26,0
usdt_trx,937494,2022-11-26,0
usdc_eth,29763,2022-11-26,0
usdt_eth,57523,2022-11-26,0
usdt_trx,882653,2022-11-27,0
dai,3483,2022-11-27,0
usdc_eth,26128,2022-11-27,0
usdt_eth,49093,2022-11-27,0
usdt_trx,1051755,2022-11-28,0
dai,4536,2022-11-28,0
usdc_eth,35436,2022-11-28,0
usdt_eth,81773,2022-11-28,0
dai,4916,2022-11-29,0
usdt_trx,1230220,2022-11-29,0
usdt_eth,109560,2022-11-29,0
usdc_eth,34638,2022-11-29,0
usdt_trx,1063904,2022-11-30,0
dai,4556,2022-11-30,0
usdt_eth,88143,2022-11-30,0
usdc_eth,47021,2022-11-30,0
usdt_eth,84162,2022-12-01,1
usdt_trx,1148402,2022-12-01,1
dai,4685,2022-12-01,1
usdc_eth,42226,2022-12-01,1
dai,4428,2022-12-02,1
usdc_eth,37361,2022-12-02,1
usdt_eth,92201,2022-12-02,1
usdt_trx,1097358,2022-12-02,1
usdt_eth,62039,2022-12-03,1
usdc_eth,26578,2022-12-03,1
usdt_trx,1044211,2022-12-03,1
dai,3416,2022-12-03,1
dai,3288,2022-12-04,1
usdt_trx,1044634,2022-12-04,1
usdc_eth,26705,2022-12-04,1
usdt_eth,62872,2022-12-04,1
usdt_trx,1293658,2022-12-05,1
usdc_eth,39644,2022-12-05,1
usdt_eth,104686,2022-12-05,1
dai,4365,2022-12-05,1
usdt_trx,1129514,2022-12-06,1
usdt_eth,92733,2022-12-06,1
usdc_eth,36323,2022-12-06,1
dai,3682,2022-12-06,1
dai,4178,2022-12-07,1
usdc_eth,36872,2022-12-07,1
usdt_eth,83684,2022-12-07,1
usdt_trx,1050270,2022-12-07,1
usdc_eth,36879,2022-12-08,1
usdt_eth,79888,2022-12-08,1
dai,3681,2022-12-08,1
usdt_trx,1319712,2022-12-08,1
usdc_eth,34031,2022-12-09,1
dai,3088,2022-12-09,1
usdt_trx,1076741,2022-12-09,1
usdt_eth,248027,2022-12-09,1
usdc_eth,27226,2022-12-10,1
usdt_trx,2811617,2022-12-10,1
usdt_eth,236603,2022-12-10,1
dai,3099,2022-12-10,1
usdc_eth,29039,2022-12-11,1
usdt_trx,958133,2022-12-11,1
dai,3024,2022-12-11,1
usdt_eth,107894,2022-12-11,1
usdt_eth,129878,2022-12-12,1
usdc_eth,42180,2022-12-12,1
dai,4191,2022-12-12,1
usdt_trx,1305263,2022-12-12,1
usdc_eth,49965,2022-12-13,1
dai,5280,2022-12-13,1
usdt_trx,1093287,2022-12-13,1
usdt_eth,135114,2022-12-13,1
dai,4364,2022-12-14,1
usdt_eth,135225,2022-12-14,1
usdt_trx,1289397,2022-12-14,1
usdc_eth,43953,2022-12-14,1
usdc_eth,42293,2022-12-15,1
dai,4119,2022-12-15,1
usdt_trx,979194,2022-12-15,1
usdt_eth,119427,2022-12-15,1
usdt_eth,138158,2022-12-16,1
usdt_trx,1009312,2022-12-16,1
usdc_eth,48020,2022-12-16,1
dai,4907,2022-12-16,1
usdc_eth,41187,2022-12-17,1
dai,4019,2022-12-17,1
usdt_eth,94385,2022-12-17,1
usdt_trx,968705,2022-12-17,1
usdt_trx,857211,2022-12-18,1
dai,2953,2022-12-18,1
usdt_eth,87239,2022-12-18,1
usdc_eth,28598,2022-12-18,1
usdt_eth,95761,2022-12-19,1
usdc_eth,42547,2022-12-19,1
dai,3763,2022-12-19,1
usdt_trx,1076338,2022-12-19,1
usdt_eth,88831,2022-12-20,1
usdt_trx,1035457,2022-12-20,1
usdc_eth,38220,2022-12-20,1
dai,4364,2022-12-20,1
usdt_trx,1002832,2022-12-21,1
dai,5063,2022-12-21,1
usdc_eth,42372,2022-12-21,1
usdt_eth,98041,2022-12-21,1
usdc_eth,42137,2022-12-22,1
dai,4308,2022-12-22,1
usdt_eth,122802,2022-12-22,1
usdt_trx,940250,2022-12-22,1
usdt_trx,909448,2022-12-23,1
usdc_eth,39473,2022-12-23,1
dai,3989,2022-12-23,1
usdt_eth,108555,2022-12-23,1
usdt_trx,777002,2022-12-24,1
dai,4570,2022-12-24,1
usdc_eth,38049,2022-12-24,1
usdt_eth,64763,2022-12-24,1
usdt_eth,53321,2022-12-25,1
dai,4093,2022-12-25,1
usdc_eth,32511,2022-12-25,1
usdt_trx,731376,2022-12-25,1
dai,3788,2022-12-26,1
usdt_eth,98234,2022-12-26,1
usdc_eth,28792,2022-12-26,1
usdt_trx,888089,2022-12-26,1
usdc_eth,33495,2022-12-27,1
usdt_trx,941915,2022-12-27,1
dai,4048,2022-12-27,1
usdt_eth,130462,2022-12-27,1
usdt_trx,960558,2022-12-28,1
usdc_eth,35626,2022-12-28,1
dai,4149,2022-12-28,1
usdt_eth,78747,2022-12-28,1
dai,4240,2022-12-29,1
usdc_eth,39594,2022-12-29,1
usdt_eth,83193,2022-12-29,1
usdt_trx,962827,2022-12-29,1
dai,4391,2022-12-30,1
usdt_eth,101996,2022-12-30,1
usdc_eth,43689,2022-12-30,1
usdt_trx,912051,2022-12-30,1
usdc_eth,50911,2022-12-31,1
dai,3977,2022-12-31,1
usdt_eth,76514,2022-12-31,1
usdt_trx,832212,2022-12-31,1
usdt_trx,735109,2023-01-01,1
dai,3066,2023-01-01,1
usdc_eth,40472,2023-01-01,1
usdt_eth,53739,2023-01-01,1
usdt_eth,72121,2023-01-02,1
dai,3891,2023-01-02,1
usdc_eth,47201,2023-01-02,1
usdt_trx,836537,2023-01-02,1
usdc_eth,55422,2023-01-03,1
dai,4186,2023-01-03,1
usdt_eth,85329,2023-01-03,1
usdt_trx,890624,2023-01-03,1
dai,4061,2023-01-04,1
usdt_eth,111429,2023-01-04,1
usdt_trx,947320,2023-01-04,1
usdc_eth,42116,2023-01-04,1
usdt_trx,967071,2023-01-05,1
usdt_eth,97802,2023-01-05,1
dai,4033,2023-01-05,1
usdc_eth,43894,2023-01-05,1
usdc_eth,52894,2023-01-06,1
dai,5614,2023-01-06,1
usdt_eth,100152,2023-01-06,1
usdt_trx,965085,2023-01-06,1
dai,5783,2023-01-07,1
usdt_eth,80917,2023-01-07,1
usdc_eth,48539,2023-01-07,1
usdt_trx,846991,2023-01-07,1
dai,3763,2023-01-08,1
usdt_eth,72852,2023-01-08,1
usdt_trx,853710,2023-01-08,1
usdc_eth,33905,2023-01-08,1
dai,4582,2023-01-09,1
usdt_trx,1086560,2023-01-09,1
usdt_eth,117257,2023-01-09,1
usdc_eth,46065,2023-01-09,1
usdt_trx,991379,2023-01-10,1
dai,4692,2023-01-10,1
usdc_eth,48450,2023-01-10,1
usdt_eth,126499,2023-01-10,1
usdt_trx,935618,2023-01-11,1
usdt_eth,108994,2023-01-11,1
dai,4036,2023-01-11,1
usdc_eth,42742,2023-01-11,1
usdc_eth,56082,2023-01-12,1
usdt_trx,973312,2023-01-12,1
usdt_eth,127817,2023-01-12,1
dai,5263,2023-01-12,1
usdc_eth,45753,2023-01-13,1
usdt_trx,983041,2023-01-13,1
usdt_eth,107811,2023-01-13,1
dai,4377,2023-01-13,1
usdt_eth,90502,2023-01-14,1
usdc_eth,45359,2023-01-14,1
usdt_trx,864595,2023-01-14,1
dai,4815,2023-01-14,1
dai,3899,2023-01-15,1
usdt_trx,814024,2023-01-15,1
usdt_eth,99346,2023-01-15,1
usdc_eth,37941,2023-01-15,1
usdt_trx,1033433,2023-01-16,1
dai,4574,2023-01-16,1
usdc_eth,45294,2023-01-16,1
usdt_eth,126468,2023-01-16,1
usdt_trx,973156,2023-01-17,1
dai,4566,2023-01-17,1
usdc_eth,45580,2023-01-17,1
usdt_eth,113800,2023-01-17,1
usdt_trx,831372,2023-01-18,1
usdt_eth,116365,2023-01-18,1
usdc_eth,49445,2023-01-18,1
dai,5287,2023-01-18,1
usdt_eth,109219,2023-01-19,1
usdc_eth,47619,2023-01-19,1
dai,5235,2023-01-19,1
usdt_trx,858560,2023-01-19,1
usdt_trx,845128,2023-01-20,1
usdt_eth,96065,2023-01-20,1
dai,4262,2023-01-20,1
usdc_eth,46176,2023-01-20,1
usdt_trx,707388,2023-01-21,1
usdt_eth,96566,2023-01-21,1
dai,5390,2023-01-21,1
usdc_eth,46982,2023-01-21,1
usdc_eth,36039,2023-01-22,1
usdt_eth,82200,2023-01-22,1
dai,4501,2023-01-22,1
usdt_trx,683556,2023-01-22,1
usdc_eth,38518,2023-01-23,1
usdt_trx,836948,2023-01-23,1
usdt_eth,83117,2023-01-23,1
dai,4570,2023-01-23,1
dai,4378,2023-01-24,1
usdt_trx,803707,2023-01-24,1
usdt_eth,75346,2023-01-24,1
usdc_eth,35749,2023-01-24,1
dai,4704,2023-01-25,1
usdt_eth,107816,2023-01-25,1
usdt_trx,829884,2023-01-25,1
usdc_eth,41460,2023-01-25,1
usdt_trx,772912,2023-01-26,1
usdc_eth,48834,2023-01-26,1
usdt_eth,85522,2023-01-26,1
dai,5096,2023-01-26,1
usdt_trx,788841,2023-01-27,1
usdt_eth,97299,2023-01-27,1
usdc_eth,45424,2023-01-27,1
dai,4395,2023-01-27,1
usdt_trx,739348,2023-01-28,1
dai,4102,2023-01-28,1
usdt_eth,71251,2023-01-28,1
usdc_eth,30540,2023-01-28,1
usdt_trx,770130,2023-01-29,1
usdc_eth,28706,2023-01-29,1
usdt_eth,64020,2023-01-29,1
dai,4029,2023-01-29,1
usdc_eth,41307,2023-01-30,1
usdt_trx,876243,2023-01-30,1
usdt_eth,89410,2023-01-30,1
dai,5496,2023-01-30,1
usdt_trx,872847,2023-01-31,1
dai,5538,2023-01-31,1
usdc_eth,43384,2023-01-31,1
usdt_eth,97575,2023-01-31,1
usdc_eth,52196,2023-02-01,1
usdt_trx,875170,2023-02-01,1
dai,4790,2023-02-01,1
usdt_eth,119654,2023-02-01,1
usdt_trx,957330,2023-02-02,1
usdt_eth,118801,2023-02-02,1
dai,12402,2023-02-02,1
usdc_eth,57553,2023-02-02,1
dai,5155,2023-02-03,1
usdt_trx,906333,2023-02-03,1
usdc_eth,48133,2023-02-03,1
usdt_eth,103793,2023-02-03,1
dai,4248,2023-02-04,1
usdc_eth,44588,2023-02-04,1
usdt_eth,97294,2023-02-04,1
usdt_trx,849249,2023-02-04,1
usdt_eth,91401,2023-02-05,1
usdt_trx,774062,2023-02-05,1
usdc_eth,39972,2023-02-05,1
dai,4136,2023-02-05,1
usdt_eth,124470,2023-02-06,1
usdc_eth,50829,2023-02-06,1
usdt_trx,756408,2023-02-06,1
dai,4531,2023-02-06,1
dai,5241,2023-02-07,1
usdc_eth,61334,2023-02-07,1
usdt_eth,147704,2023-02-07,1
usdt_trx,751391,2023-02-07,1
usdt_trx,828270,2023-02-08,1
dai,4929,2023-02-08,1
usdt_eth,145403,2023-02-08,1
usdc_eth,58204,2023-02-08,1
usdc_eth,57155,2023-02-09,1
usdt_trx,833701,2023-02-09,1
dai,4997,2023-02-09,1
usdt_eth,138891,2023-02-09,1
usdt_trx,795631,2023-02-10,1
usdt_eth,143283,2023-02-10,1
dai,5311,2023-02-10,1
usdc_eth,61571,2023-02-10,1
usdt_trx,700596,2023-02-11,1
usdt_eth,109199,2023-02-11,1
dai,4296,2023-02-11,1
usdc_eth,44361,2023-02-11,1
usdc_eth,40188,2023-02-12,1
dai,4056,2023-02-12,1
usdt_eth,98315,2023-02-12,1
usdt_trx,606856,2023-02-12,1
usdc_eth,52891,2023-02-13,1
usdt_eth,142220,2023-02-13,1
dai,5123,2023-02-13,1
usdt_trx,745935,2023-02-13,1
usdt_trx,746440,2023-02-14,1
dai,4395,2023-02-14,1
usdc_eth,54577,2023-02-14,1
usdt_eth,149897,2023-02-14,1
dai,4758,2023-02-15,1
usdc_eth,49871,2023-02-15,1
usdt_trx,756590,2023-02-15,1
usdt_eth,120466,2023-02-15,1
usdt_eth,127080,2023-02-16,1
usdc_eth,52349,2023-02-16,1
usdt_trx,762723,2023-02-16,1
dai,4654,2023-02-16,1
usdt_trx,759435,2023-02-17,1
dai,4627,2023-02-17,1
usdt_eth,112113,2023-02-17,1
usdc_eth,44686,2023-02-17,1
usdt_trx,668960,2023-02-18,1
dai,3890,2023-02-18,1
usdt_eth,84236,2023-02-18,1
usdc_eth,34892,2023-02-18,1
dai,3282,2023-02-19,1
usdt_eth,65080,2023-02-19,1
usdc_eth,30011,2023-02-19,1
usdt_trx,645274,2023-02-19,1
usdt_trx,803304,2023-02-20,1
usdc_eth,37468,2023-02-20,1
usdt_eth,86183,2023-02-20,1
dai,3639,2023-02-20,1
dai,3782,2023-02-21,1
usdt_trx,772550,2023-02-21,1
usdc_eth,39596,2023-02-21,1
usdt_eth,97117,2023-02-21,1
usdc_eth,40517,2023-02-22,1
dai,3903,2023-02-22,1
usdt_trx,774243,2023-02-22,1
usdt_eth,102049,2023-02-22,1
usdt_eth,100146,2023-02-23,1
usdt_trx,773906,2023-02-23,1
dai,3884,2023-02-23,1
usdc_eth,38839,2023-02-23,1
usdt_trx,760867,2023-02-24,1
usdc_eth,35783,2023-02-24,1
usdt_eth,83228,2023-02-24,1
dai,3853,2023-02-24,1
usdt_eth,66433,2023-02-25,1
usdc_eth,27676,2023-02-25,1
usdt_trx,678669,2023-02-25,1
dai,3104,2023-02-25,1
dai,3236,2023-02-26,1
usdt_trx,641426,2023-02-26,1
usdt_eth,63031,2023-02-26,1
usdc_eth,26144,2023-02-26,1
dai,3734,2023-02-27,1
usdt_eth,85345,2023-02-27,1
usdc_eth,35775,2023-02-27,1
usdt_trx,784869,2023-02-27,1
usdc_eth,39983,2023-02-28,1
usdt_trx,792210,2023-02-28,1
dai,3955,2023-02-28,1
usdt_eth,93471,2023-02-28,1
usdt_eth,91060,2023-03-01,1
usdt_trx,840698,2023-03-01,1
dai,3950,2023-03-01,1
usdc_eth,41301,2023-03-01,1
usdt_trx,807686,2023-03-02,1
usdt_eth,90129,2023-03-02,1
usdc_eth,39927,2023-03-02,1
dai,3560,2023-03-02,1
usdc_eth,41714,2023-03-03,1
dai,4166,2023-03-03,1
usdt_trx,771327,2023-03-03,1
usdt_eth,97264,2023-03-03,1
dai,2743,2023-03-04,1
usdc_eth,26578,2023-03-04,1
usdt_trx,685825,2023-03-04,1
usdt_eth,66008,2023-03-04,1
dai,2587,2023-03-05,1
usdc_eth,25383,2023-03-05,1
usdt_trx,652131,2023-03-05,1
usdt_eth,59565,2023-03-05,1
usdt_trx,763620,2023-03-06,1
usdc_eth,34046,2023-03-06,1
usdt_eth,82313,2023-03-06,1
dai,3205,2023-03-06,1
dai,3300,2023-03-07,1
usdc_eth,36104,2023-03-07,1
usdt_eth,85381,2023-03-07,1
usdt_trx,804561,2023-03-07,1
usdt_trx,787423,2023-03-08,1
usdc_eth,34439,2023-03-08,1
dai,3434,2023-03-08,1
usdt_eth,82413,2023-03-08,1
usdt_trx,820127,2023-03-09,1
dai,4319,2023-03-09,1
usdt_eth,98289,2023-03-09,1
usdc_eth,41530,2023-03-09,1
dai,6217,2023-03-10,1
usdc_eth,65111,2023-03-10,1
usdt_eth,111025,2023-03-10,1
usdt_trx,842638,2023-03-10,1
usdt_trx,723594,2023-03-11,1
usdt_eth,102074,2023-03-11,1
usdc_eth,119313,2023-03-11,1
dai,14659,2023-03-11,1
usdt_trx,645321,2023-03-12,1
usdc_eth,45919,2023-03-12,1
usdt_eth,86730,2023-03-12,1
dai,7036,2023-03-12,1
usdt_trx,841399,2023-03-13,1
usdc_eth,50439,2023-03-13,1
usdt_eth,121698,2023-03-13,1
dai,8759,2023-03-13,1
dai,5584,2023-03-14,1
usdc_eth,39750,2023-03-14,1
usdt_eth,118619,2023-03-14,1
usdt_trx,839745,2023-03-14,1
usdc_eth,33031,2023-03-15,1
usdt_eth,104587,2023-03-15,1
dai,4502,2023-03-15,1
usdt_trx,843955,2023-03-15,1
usdt_eth,106696,2023-03-16,1
dai,4527,2023-03-16,1
usdt_trx,843872,2023-03-16,1
usdc_eth,35437,2023-03-16,1
usdt_eth,113989,2023-03-17,1
dai,4644,2023-03-17,1
usdt_trx,838571,2023-03-17,1
usdc_eth,31950,2023-03-17,1
dai,4035,2023-03-18,1
usdc_eth,26692,2023-03-18,1
usdt_eth,86605,2023-03-18,1
usdt_trx,717237,2023-03-18,1
usdc_eth,25798,2023-03-19,1
usdt_trx,670529,2023-03-19,1
usdt_eth,73189,2023-03-19,1
dai,3558,2023-03-19,1
dai,3982,2023-03-20,1
usdt_trx,871640,2023-03-20,1
usdt_eth,112690,2023-03-20,1
usdc_eth,32379,2023-03-20,1
dai,4471,2023-03-21,1
usdc_eth,33485,2023-03-21,1
usdt_trx,820110,2023-03-21,1
usdt_eth,100259,2023-03-21,1
usdt_trx,837478,2023-03-22,1
usdt_eth,99263,2023-03-22,1
usdc_eth,33347,2023-03-22,1
dai,4687,2023-03-22,1
usdt_eth,104407,2023-03-23,1
usdt_trx,874660,2023-03-23,1
usdc_eth,35373,2023-03-23,1
dai,4024,2023-03-23,1
usdt_trx,825606,2023-03-24,1
usdc_eth,32840,2023-03-24,1
usdt_eth,92371,2023-03-24,1
dai,4196,2023-03-24,1
usdt_eth,68839,2023-03-25,1
usdt_trx,718346,2023-03-25,1
usdc_eth,25486,2023-03-25,1
dai,3073,2023-03-25,1
usdt_eth,65678,2023-03-26,1
usdt_trx,679891,2023-03-26,1
usdc_eth,25068,2023-03-26,1
dai,3341,2023-03-26,1
usdt_trx,881247,2023-03-27,1
usdc_eth,35034,2023-03-27,1
usdt_eth,96023,2023-03-27,1
dai,4670,2023-03-27,1
usdt_eth,96937,2023-03-28,1
usdc_eth,38951,2023-03-28,1
dai,4695,2023-03-28,1
usdt_trx,940330,2023-03-28,1
usdt_trx,982325,2023-03-29,1
usdt_eth,97219,2023-03-29,1
dai,3730,2023-03-29,1
usdc_eth,32926,2023-03-29,1
usdt_eth,91883,2023-03-30,1
usdc_eth,30767,2023-03-30,1
dai,3322,2023-03-30,1
usdt_trx,875051,2023-03-30,1
usdt_trx,881806,2023-03-31,1
usdc_eth,37203,2023-03-31,1
usdt_eth,106342,2023-03-31,1
dai,3762,2023-03-31,1
usdt_trx,754779,2023-04-01,1
dai,3185,2023-04-01,1
usdc_eth,26822,2023-04-01,1
usdt_eth,73250,2023-04-01,1
usdt_eth,66802,2023-04-02,1
usdt_trx,748913,2023-04-02,1
dai,2868,2023-04-02,1
usdc_eth,24016,2023-04-02,1
usdt_eth,88973,2023-04-03,1
usdc_eth,32490,2023-04-03,1
usdt_trx,943982,2023-04-03,1
dai,3396,2023-04-03,1
dai,3164,2023-04-04,1
usdc_eth,29709,2023-04-04,1
usdt_eth,85652,2023-04-04,1
usdt_trx,965954,2023-04-04,1
dai,3080,2023-04-05,1
usdc_eth,29489,2023-04-05,1
usdt_eth,80674,2023-04-05,1
usdt_trx,932208,2023-04-05,1
dai,2909,2023-04-06,1
usdt_eth,78077,2023-04-06,1
usdt_trx,929680,2023-04-06,1
usdc_eth,30034,2023-04-06,1
usdt_eth,71958,2023-04-07,1
usdc_eth,29509,2023-04-07,1
dai,2606,2023-04-07,1
usdt_trx,909519,2023-04-07,1
usdc_eth,21572,2023-04-08,1
usdt_eth,56048,2023-04-08,1
usdt_trx,905762,2023-04-08,1
dai,2283,2023-04-08,1
usdt_eth,54852,2023-04-09,1
usdc_eth,19211,2023-04-09,1
usdt_trx,788134,2023-04-09,1
dai,2175,2023-04-09,1
usdc_eth,29724,2023-04-10,1
usdt_trx,1014661,2023-04-10,1
usdt_eth,78078,2023-04-10,1
dai,2886,2023-04-10,1
usdt_trx,1014213,2023-04-11,1
usdc_eth,35418,2023-04-11,1
dai,3096,2023-04-11,1
usdt_eth,85547,2023-04-11,1
dai,4353,2023-04-12,1
usdc_eth,29235,2023-04-12,1
usdt_eth,80775,2023-04-12,1
usdt_trx,1008537,2023-04-12,1
dai,3035,2023-04-13,1
usdt_eth,79945,2023-04-13,1
usdc_eth,26826,2023-04-13,1
usdt_trx,1016594,2023-04-13,1
usdc_eth,31925,2023-04-14,1
usdt_trx,1029323,2023-04-14,1
usdt_eth,86000,2023-04-14,1
dai,3464,2023-04-14,1
usdc_eth,21959,2023-04-15,1
usdt_eth,66886,2023-04-15,1
usdt_trx,829261,2023-04-15,1
dai,2454,2023-04-15,1
usdc_eth,20798,2023-04-16,1
usdt_eth,58180,2023-04-16,1
usdt_trx,734700,2023-04-16,1
dai,2299,2023-04-16,1
usdt_trx,1045311,2023-04-17,1
dai,3025,2023-04-17,1
usdt_eth,78137,2023-04-17,1
usdc_eth,27840,2023-04-17,1
usdt_trx,1028752,2023-04-18,1
usdt_eth,79059,2023-04-18,1
dai,2515,2023-04-18,1
usdc_eth,25453,2023-04-18,1
dai,2430,2023-04-19,1
usdc_eth,25863,2023-04-19,1
usdt_trx,1039796,2023-04-19,1
usdt_eth,77882,2023-04-19,1
usdt_trx,977034,2023-04-20,1
usdc_eth,26107,2023-04-20,1
dai,2568,2023-04-20,1
usdt_eth,81711,2023-04-20,1
usdt_eth,84910,2023-04-21,1
usdc_eth,33473,2023-04-21,1
dai,2811,2023-04-21,1
usdt_trx,924687,2023-04-21,1
usdt_eth,57668,2023-04-22,1
usdt_trx,709034,2023-04-22,1
dai,2080,2023-04-22,1
usdc_eth,20067,2023-04-22,1
usdt_trx,682981,2023-04-23,1
usdt_eth,52567,2023-04-23,1
usdc_eth,17174,2023-04-23,1
dai,1916,2023-04-23,1
usdt_eth,72950,2023-04-24,1
usdt_trx,900277,2023-04-24,1
dai,2286,2023-04-24,1
usdc_eth,23448,2023-04-24,1
dai,3080,2023-04-25,1
usdt_eth,75921,2023-04-25,1
usdt_trx,999076,2023-04-25,1
usdc_eth,24849,2023-04-25,1
usdt_trx,1032338,2023-04-26,1
usdt_eth,74906,2023-04-26,1
usdc_eth,26059,2023-04-26,1
dai,3362,2023-04-26,1
dai,3142,2023-04-27,1
usdc_eth,24961,2023-04-27,1
usdt_eth,72510,2023-04-27,1
usdt_trx,1012170,2023-04-27,1
dai,2838,2023-04-28,1
usdt_trx,1043099,2023-04-28,1
usdc_eth,24217,2023-04-28,1
usdt_eth,72363,2023-04-28,1
dai,2356,2023-04-29,1
usdc_eth,18088,2023-04-29,1
usdt_eth,54039,2023-04-29,1
usdt_trx,857795,2023-04-29,1
usdc_eth,18638,2023-04-30,1
usdt_eth,54219,2023-04-30,1
dai,2301,2023-04-30,1
usdt_trx,849043,2023-04-30,1
dai,2559,2023-05-01,1
usdt_trx,1047592,2023-05-01,1
usdc_eth,26332,2023-05-01,1
usdt_eth,71743,2023-05-01,1
dai,2500,2023-05-02,1
usdt_eth,80544,2023-05-02,1
usdt_trx,1061994,2023-05-02,1
usdc_eth,28440,2023-05-02,1
usdt_trx,1073715,2023-05-03,1
dai,2753,2023-05-03,1
usdt_eth,80459,2023-05-03,1
usdc_eth,26517,2023-05-03,1
usdt_eth,82414,2023-05-04,1
dai,2670,2023-05-04,1
usdt_trx,1062416,2023-05-04,1
usdc_eth,25608,2023-05-04,1
dai,2173,2023-05-05,1
usdt_trx,1094956,2023-05-05,1
usdt_eth,82050,2023-05-05,1
usdc_eth,23951,2023-05-05,1
usdt_trx,873004,2023-05-06,1
usdt_eth,61508,2023-05-06,1
dai,1843,2023-05-06,1
usdc_eth,19133,2023-05-06,1
usdt_trx,794370,2023-05-07,1
usdt_eth,55599,2023-05-07,1
dai,2125,2023-05-07,1
usdc_eth,16537,2023-05-07,1
dai,3004,2023-05-08,1
usdt_trx,984057,2023-05-08,1
usdt_eth,77047,2023-05-08,1
usdc_eth,25903,2023-05-08,1
dai,3409,2023-05-09,1
usdt_trx,955283,2023-05-09,1
usdc_eth,24064,2023-05-09,1
usdt_eth,76329,2023-05-09,1
usdt_trx,985434,2023-05-10,1
usdc_eth,22907,2023-05-10,1
dai,2335,2023-05-10,1
usdt_eth,75562,2023-05-10,1
usdt_eth,68113,2023-05-11,1
dai,2271,2023-05-11,1
usdt_trx,992786,2023-05-11,1
usdc_eth,21548,2023-05-11,1
usdt_trx,997368,2023-05-12,1
usdt_eth,80188,2023-05-12,1
dai,2937,2023-05-12,1
usdc_eth,25495,2023-05-12,1
usdt_eth,57190,2023-05-13,1
usdt_trx,852693,2023-05-13,1
dai,2220,2023-05-13,1
usdc_eth,19892,2023-05-13,1
usdt_eth,52006,2023-05-14,1
usdc_eth,16320,2023-05-14,1
dai,2140,2023-05-14,1
usdt_trx,823731,2023-05-14,1
dai,2595,2023-05-15,1
usdt_eth,69992,2023-05-15,1
usdt_trx,1064073,2023-05-15,1
usdc_eth,21512,2023-05-15,1
dai,4210,2023-05-16,1
usdt_eth,69195,2023-05-16,1
usdt_trx,1066585,2023-05-16,1
usdc_eth,23868,2023-05-16,1
dai,4061,2023-05-17,1
usdt_eth,68009,2023-05-17,1
usdt_trx,1037156,2023-05-17,1
usdc_eth,29369,2023-05-17,1
dai,3980,2023-05-18,1
usdt_trx,991075,2023-05-18,1
usdt_eth,70148,2023-05-18,1
usdc_eth,25171,2023-05-18,1
usdc_eth,24060,2023-05-19,1
dai,3009,2023-05-19,1
usdt_eth,73010,2023-05-19,1
usdt_trx,987713,2023-05-19,1
dai,2618,2023-05-20,1
usdc_eth,16848,2023-05-20,1
usdt_eth,53700,2023-05-20,1
usdt_trx,855357,2023-05-20,1
dai,3327,2023-05-21,1
usdt_eth,54460,2023-05-21,1
usdt_trx,764761,2023-05-21,1
usdc_eth,17006,2023-05-21,1
usdt_eth,69183,2023-05-22,1
usdc_eth,25670,2023-05-22,1
usdt_trx,870141,2023-05-22,1
dai,3681,2023-05-22,1
usdc_eth,24598,2023-05-23,1
dai,3181,2023-05-23,1
usdt_eth,67696,2023-05-23,1
usdt_trx,850204,2023-05-23,1
usdt_eth,71193,2023-05-24,1
usdc_eth,24616,2023-05-24,1
usdt_trx,856456,2023-05-24,1
dai,3368,2023-05-24,1
dai,3341,2023-05-25,1
usdt_eth,73722,2023-05-25,1
usdc_eth,22927,2023-05-25,1
usdt_trx,831786,2023-05-25,1
dai,2765,2023-05-26,1
usdt_eth,69802,2023-05-26,1
usdc_eth,21307,2023-05-26,1
usdt_trx,801712,2023-05-26,1
usdt_trx,793091,2023-05-27,1
dai,2349,2023-05-27,1
usdc_eth,16043,2023-05-27,1
usdt_eth,53422,2023-05-27,1
usdc_eth,15470,2023-05-28,1
dai,2292,2023-05-28,1
usdt_eth,48816,2023-05-28,1
usdt_trx,745644,2023-05-28,1
usdt_trx,935351,2023-05-29,1
usdc_eth,19146,2023-05-29,1
dai,2536,2023-05-29,1
usdt_eth,65058,2023-05-29,1
usdt_trx,943326,2023-05-30,1
usdc_eth,28303,2023-05-30,1
dai,2619,2023-05-30,1
usdt_eth,67428,2023-05-30,1
usdt_eth,74842,2023-05-31,1
usdt_trx,972695,2023-05-31,1
usdc_eth,24603,2023-05-31,1
dai,3046,2023-05-31,1
usdt_eth,73067,2023-06-01,1
usdc_eth,23678,2023-06-01,1
dai,2813,2023-06-01,1
usdt_trx,926005,2023-06-01,1
usdt_trx,919422,2023-06-02,1
dai,2793,2023-06-02,1
usdt_eth,72164,2023-06-02,1
usdc_eth,23437,2023-06-02,1
dai,2366,2023-06-03,1
usdt_trx,792641,2023-06-03,1
usdt_eth,56808,2023-06-03,1
usdc_eth,17783,2023-06-03,1
usdt_eth,58413,2023-06-04,1
usdt_trx,711030,2023-06-04,1
usdc_eth,16425,2023-06-04,1
