asset,date,active_addresses,transfer_count
USDT,2024-04-01,1109009,2178865
USDT,2024-04-02,1117963,2263594
USDT,2024-04-03,1101142,2167751
USDT,2024-04-04,1060013,2079790
USDT,2024-04-05,1068711,2110558
USDT,2024-04-06,902127,1790852
USDT,2024-04-07,888218,1758295
USDT,2024-04-08,1084694,2187897
USDT,2024-04-09,1077282,2190516
USDT,2024-04-10,1049360,2125619
USDT,2024-04-11,1035817,2094266
USDT,2024-04-12,1099460,2254191
USDT,2024-04-13,997666,2020774
USDT,2024-04-14,924526,1828776
USDT,2024-04-15,1095603,2249936
USDT,2024-04-16,1091142,2208885
USDT,2024-04-17,1063932,2150651
USDT,2024-04-18,1037377,2102258
USDT,2024-04-19,1049859,2131873
USDT,2024-04-20,919285,1818106
USDT,2024-04-21,860588,1692390
USDT,2024-04-22,1032698,2098731
USDT,2024-04-23,1050404,2124823
USDT,2024-04-24,1026446,2151766
USDT,2024-04-25,1001362,2093925
USDT,2024-04-26,972757,2024246
USDT,2024-04-27,859890,1787640
USDT,2024-04-28,838350,1708622
USDT,2024-04-29,1014282,2106136
USDT,2024-04-30,1061032,2206282
USDT,2024-05-01,1031949,2084471
USDT,2024-05-02,1013080,2066456
USDT,2024-05-03,999049,2063622
USDT,2024-05-04,880434,1780224
USDT,2024-05-05,848262,1696167
USDT,2024-05-06,1034716,2152106
USDT,2024-05-07,1037295,2167157
USDT,2024-05-08,1034600,2143813
USDT,2024-05-09,1002199,2059175
USDT,2024-05-10,1304875,2390362
USDT,2024-05-11,982844,1868525
USDT,2024-05-12,907988,1724421
USDT,2024-05-13,1108022,2159584
USDT,2024-05-14,1132597,2206073
USDT,2024-05-15,1188674,2383245
USDT,2024-05-16,1214469,2401042
USDT,2024-05-17,1225692,2386357
USDT,2024-05-18,1064112,2036298
USDT,2024-05-19,997752,1902765
USDT,2024-05-20,1190628,2371878
USDT,2024-05-21,1227955,2485627
USDT,2024-05-22,1147148,2311649
USDT,2024-05-23,1107113,2294026
USDT,2024-05-24,1086302,2252222
USDT,2024-05-25,932573,1940947
USDT,2024-05-26,883848,1839291
USDT,2024-05-27,1059451,2259672
USDT,2024-05-28,1071369,2242731
USDT,2024-05-29,1051719,2328192
USDT,2024-05-30,1078083,2314278
USDT,2024-05-31,1140910,2423419
USDT,2024-06-01,1042256,2177859
USDT,2024-06-02,932517,2007114
USDT,2024-06-03,1143723,2494649
USDT,2024-06-04,1106381,2313824
USDT,2024-06-05,1123840,2371349
USDT,2024-06-06,1097082,2352987
USDT,2024-06-07,1149688,2543208
USDT,2024-06-08,947572,2179837
USDT,2024-06-09,890258,1987930
USDT,2024-06-10,1104126,2310987
USDT,2024-06-11,1224072,2558858
USDT,2024-06-12,1160155,2434601
USDT,2024-06-13,1111989,2332282
USDT,2024-06-14,1146830,2422919
USDT,2024-06-15,1011551,2146631
USDT,2024-06-16,944210,1980965
USDT,2024-06-17,1154211,2447448
USDT,2024-06-18,1198655,2464099
USDT,2024-06-19,1086285,2249021
USDT,2024-06-20,1114823,2348516
USDT,2024-06-21,1085050,2287745
USDT,2024-06-22,921406,1920697
USDT,2024-06-23,872515,1805531
USDT,2024-06-24,1156972,2395722
USDT,2024-06-25,1137606,2382388
USDT,2024-06-26,1112916,2335978
USDT,2024-06-27,1070516,2265295
USDT,2024-06-28,1073331,2279818
USDT,2024-06-29,926836,1952998
USDT,2024-06-30,968847,1961924
USDT,2024-07-01,1224693,2507311
USDT,2024-07-02,1101625,2343604
USDT,2024-07-03,1122526,2358795
USDT,2024-07-04,1126420,2372122
USDT,2024-07-05,1191353,2540741
USDT,2024-07-06,927612,1973563
USDT,2024-07-07,889067,1846534
USDT,2024-07-08,1111278,2381884
USDT,2024-07-09,1067689,2259305
USDT,2024-07-10,1105388,2363378
USDT,2024-07-11,1094760,2314238
USDT,2024-07-12,1091620,2281964
USDT,2024-07-13,946751,2023103
USDT,2024-07-14,952519,1996280
USDT,2024-07-15,1153168,2440369
USDT,2024-07-16,1113538,2366841
USDT,2024-07-17,1085662,2353384
USDT,2024-07-18,1058324,2276421
USDT,2024-07-19,1065050,2313273
USDT,2024-07-20,926685,1978737
USDT,2024-07-21,895052,1900660
USDT,2024-07-22,1099825,2355115
USDT,2024-07-23,1060562,2229909
USDT,2024-07-24,1024947,2153392
USDT,2024-07-25,1070586,2281351
USDT,2024-07-26,1031750,2179119
USDT,2024-07-27,883216,1844930
USDT,2024-07-28,844197,1753772
USDT,2024-07-29,1099762,2341651
USDT,2024-07-30,1066074,2247943
USDT,2024-07-31,1116048,2365792
USDT,2024-08-01,1150432,2409536
USDT,2024-08-02,1126740,2348905
USDT,2024-08-03,958198,2014484
USDT,2024-08-04,951963,1934385
USDT,2024-08-05,1312587,2755468
USDT,2024-08-06,1140316,2368928
USDT,2024-08-07,1081259,2239128
USDT,2024-08-08,1092107,2271334
USDT,2024-08-09,1078808,2230660
USDT,2024-08-10,921219,1905253
USDT,2024-08-11,890943,1842706
USDT,2024-08-12,1104695,2360462
USDT,2024-08-13,1122052,2422405
USDT,2024-08-14,1096561,2281136
USDT,2024-08-15,1107852,2350469
USDT,2024-08-16,1061477,2226240
USDT,2024-08-17,921499,1908779
USDT,2024-08-18,909367,1851225
USDT,2024-08-19,1074412,2233596
USDT,2024-08-20,1094799,2271994
USDT,2024-08-21,1057801,2171298
USDT,2024-08-22,1032630,2098020
USDT,2024-08-23,1046654,2125926
USDT,2024-08-24,913348,1843301
USDT,2024-08-25,879892,1771285
USDT,2024-08-26,1184417,2358855
USDT,2024-08-27,1187872,2387772
USDT,2024-08-28,1140678,2294822
USDT,2024-08-29,1083784,2191634
USDT,2024-08-30,1090417,2212442
USDT,2024-08-31,950586,1914991
USDT,2024-09-01,926778,1877867
USDT,2024-09-02,1131322,2288484
USDT,2024-09-03,1151608,2323393
USDT,2024-09-04,1128335,2300870
USDT,2024-09-05,1133987,2321363
USDT,2024-09-06,1178137,2399478
USDT,2024-09-07,1004246,2009942
USDT,2024-09-08,980050,1947267
USDT,2024-09-09,1167247,2379797
USDT,2024-09-10,1146865,2350928
USDT,2024-09-11,1138927,2305920
USDT,2024-09-12,1159244,2351976
USDT,2024-09-13,1193020,2427109
USDT,2024-09-14,1062012,2120402
USDT,2024-09-15,1096435,2197688
USDT,2024-09-16,1184874,2452472
USDT,2024-09-17,1124394,2407987
USDT,2024-09-18,1183935,2539100
USDT,2024-09-19,1226508,2659636
USDT,2024-09-20,1209894,2523152
USDT,2024-09-21,992189,2073216
USDT,2024-09-22,950072,1948778
USDT,2024-09-23,1221253,2567426
USDT,2024-09-24,1217484,2570318
USDT,2024-09-25,1178507,2446889
USDT,2024-09-26,1221077,2535933
USDT,2024-09-27,1191988,2456620
USDT,2024-09-28,1005332,2060818
USDT,2024-09-29,982060,2012814
USDT,2024-09-30,1242776,2609304
USDT,2024-10-01,1215809,2549076
USDT,2024-10-02,1157034,2406118
USDT,2024-10-03,1141471,2375522
USDT,2024-10-04,1143897,2388863
USDT,2024-10-05,975134,2061115
USDT,2024-10-06,934988,1957307
USDT,2024-10-07,1170873,2493177
USDT,2024-10-08,1180639,2492952
USDT,2024-10-09,1147989,2427758
USDT,2024-10-10,1180357,2496757
USDT,2024-10-11,1127957,2372406
USDT,2024-10-12,952787,1994282
USDT,2024-10-13,912425,1890892
USDT,2024-10-14,1192203,2525284
USDT,2024-10-15,1240502,2651362
USDT,2024-10-16,1212697,2559971
USDT,2024-10-17,1135200,2412189
USDT,2024-10-18,1134158,2413994
USDT,2024-10-19,979156,2040641
USDT,2024-10-20,952048,1957918
USDT,2024-10-21,1161994,2440346
USDT,2024-10-22,1127974,2337879
USDT,2024-10-23,1147834,2412889
USDT,2024-10-24,1198957,3389633
USDT,2024-10-25,1230001,3170026
USDT,2024-10-26,1044182,2925823
USDT,2024-10-27,942917,1978309
USDT,2024-10-28,1189542,2480219
USDT,2024-10-29,1220104,2540931
USDT,2024-10-30,1161536,2465702
USDT,2024-10-31,1185942,2538729
USDT,2024-11-01,1231671,2577979
USDT,2024-11-02,1011535,2126167
USDT,2024-11-03,958711,2009988
USDT,2024-11-04,1197456,2523412
USDT,2024-11-05,1251391,2585138
USDT,2024-11-06,1280163,2690069
USDT,2024-11-07,1232508,2616215
USDT,2024-11-08,1241920,2567811
USDT,2024-11-09,1032818,2149144
USDT,2024-11-10,1053979,2202572
USDT,2024-11-11,1344596,2794679
USDT,2024-11-12,1352578,2814095
USDT,2024-11-13,1271946,2659343
USDT,2024-11-14,1263521,2641885
USDT,2024-11-15,1324641,2712725
USDT,2024-11-16,1084925,2243577
USDT,2024-11-17,992723,2035326
USDT,2024-11-18,1284367,2646788
USDT,2024-11-19,1267075,2637817
USDT,2024-11-20,1235099,2564763
USDT,2024-11-21,1255200,2584576
USDT,2024-11-22,1283320,2595298
USDT,2024-11-23,1086499,2245376
USDT,2024-11-24,1005560,2057412
USDT,2024-11-25,1314017,2690805
USDT,2024-11-26,1327187,2691073
USDT,2024-11-27,1251712,2537041
USDT,2024-11-28,1230297,2485895
USDT,2024-11-29,1358234,2667709
USDT,2024-11-30,1145702,2351276
USDT,2024-12-01,1090494,2224596
USDT,2024-12-02,1394409,2875388
USDT,2024-12-03,1373489,2861595
USDT,2024-12-04,1265491,2628617
USDT,2024-12-05,1283790,2663034
USDT,2024-12-06,1234347,2536832
USDT,2024-12-07,1011799,2072132
USDT,2024-12-08,979584,1955945
USDT,2024-12-09,1260679,2582638
USDT,2024-12-10,1303056,2668209
USDT,2024-12-11,1181387,2440574
USDT,2024-12-12,1149240,2397161
USDT,2024-12-13,1128599,2328118
USDT,2024-12-14,961193,1987641
USDT,2024-12-15,949847,1952517
USDT,2024-12-16,1220079,2545377
USDT,2024-12-17,1186338,2455952
USDT,2024-12-18,1164017,2437226
USDT,2024-12-19,1190124,2505247
USDT,2024-12-20,1231368,2561535
USDT,2024-12-21,990046,2066840
USDT,2024-12-22,910354,1908200
USDT,2024-12-23,1130472,2341650
USDT,2024-12-24,1085188,2223263
USDT,2024-12-25,974975,2009142
USDT,2024-12-26,1021364,2124348
USDT,2024-12-27,1060112,2197055
USDT,2024-12-28,930994,1887993
USDT,2024-12-29,890728,1796230
USDT,2024-12-30,1097327,2255293
USDT,2024-12-31,1020156,2062051
USDT,2025-01-01,834641,1709560
USDT,2025-01-02,1006163,2098167
USDT,2025-01-03,1053383,2159723
USDT,2025-01-04,902358,1880487
USDT,2025-01-05,876751,1813303
USDT,2025-01-06,1120175,2311650
USDT,2025-01-07,1092008,2283768
USDT,2025-01-08,1087134,2290915
USDT,2025-01-09,1076601,2251666
USDT,2025-01-10,1113180,2313442
USDT,2025-01-11,916126,1891118
USDT,2025-01-12,875677,1800747
USDT,2025-01-13,1128725,2388126
USDT,2025-01-14,1082201,2251274
USDT,2025-01-15,1174327,2430411
USDT,2025-01-16,1142658,2387909
USDT,2025-01-17,1109720,2305178
USDT,2025-01-18,1014151,2153955
USDT,2025-01-19,1124320,2286577
USDT,2025-01-20,1324748,2746172
USDT,2025-01-21,1161858,2416491
USDT,2025-01-22,1119354,2331677
USDT,2025-01-23,1095745,2282415
USDT,2025-01-24,1064868,2240214
USDT,2025-01-25,909034,1891653
USDT,2025-01-26,856345,1757525
USDT,2025-01-27,1091794,2299549
USDT,2025-01-28,949561,1883050
USDT,2025-01-29,876771,1756383
USDT,2025-01-30,910624,1818116
USDT,2025-01-31,973276,1972069
USDT,2025-02-01,857963,1800034
USDT,2025-02-02,886438,1872018
USDT,2025-02-03,1193913,2478903
USDT,2025-02-04,1064195,2254340
USDT,2025-02-05,1061090,2242358
USDT,2025-02-06,1044423,2218729
USDT,2025-02-07,1048456,2241809
USDT,2025-02-08,890194,1883463
USDT,2025-02-09,869555,1818557
USDT,2025-02-10,1141996,2387837
USDT,2025-02-11,1101951,2332939
USDT,2025-02-12,1075344,2256548
USDT,2025-02-13,1058410,2232733
USDT,2025-02-14,1075228,2275657
USDT,2025-02-15,934604,1974772
USDT,2025-02-16,887447,1850084
USDT,2025-02-17,1103243,2311148
USDT,2025-02-18,1108385,2334246
USDT,2025-02-19,1076454,2254974
USDT,2025-02-20,1162800,2429267
USDT,2025-02-21,1126530,2387251
USDT,2025-02-22,961244,2021507
USDT,2025-02-23,884706,1851012
USDT,2025-02-24,1172382,2458175
USDT,2025-02-25,1259207,2636547
USDT,2025-02-26,1175451,2443911
USDT,2025-02-27,1175594,2435834
USDT,2025-02-28,1280603,2684064
USDT,2025-03-01,1061525,2166877
USDT,2025-03-02,1005798,2096799
USDT,2025-03-03,1252414,2640183
USDT,2025-03-04,1245179,2638672
USDT,2025-03-05,1210857,2540133
USDT,2025-03-06,1194566,2508504
USDT,2025-03-07,1210349,2551736
USDT,2025-03-08,1005629,2096712
USDT,2025-03-09,970519,2033075
USDT,2025-03-10,1268784,2687590
USDT,2025-03-11,1263861,2631186
USDT,2025-03-12,1163064,2453932
USDT,2025-03-13,1149034,2414157
USDT,2025-03-14,1153333,2395305
USDT,2025-03-15,1009140,2089872
USDT,2025-03-16,976773,2015192
USDT,2025-03-17,1213650,2508796
USDT,2025-03-18,1214218,2518074
USDT,2025-03-19,1175450,2451257
USDT,2025-03-20,1181026,2457656
USDT,2025-03-21,1160315,2416300
USDT,2025-03-22,990064,2036121
USDT,2025-03-23,947003,1941380
USDT,2025-03-24,1205675,2495517
USDT,2025-03-25,1210852,2538528
USDT,2025-03-26,1191335,2477734
USDT,2025-03-27,1246305,2531745
USDT,2025-03-28,1228156,2543491
USDT,2025-03-29,1046239,2161124
USDT,2025-03-30,977104,1988430
USDT,2025-03-31,1252001,2572481
USDT,2025-04-01,1267899,2624759
USDT,2025-04-02,1235366,2601372
USDT,2025-04-03,1309413,2581060
USDT,2025-04-04,1189198,2480722
USDT,2025-04-05,1017732,2107770
USDT,2025-04-06,1053498,2136792
USDT,2025-04-07,1365535,2862108
USDT,2025-04-08,1288625,2670933
USDT,2025-04-09,1295301,2707698
USDT,2025-04-10,1281959,2701549
USDT,2025-04-11,1212233,2593956
USDT,2025-04-12,1009660,2136277
USDT,2025-04-13,971808,2021641
USDT,2025-04-14,1197335,2528467
USDT,2025-04-15,1285639,2687840
USDT,2025-04-16,1232819,2642220
USDT,2025-04-17,1199287,2486468
USDT,2025-04-18,1113062,2292867
USDT,2025-04-19,1028381,2039109
USDT,2025-04-20,959356,1976957
USDT,2025-04-21,1176527,2479639
USDT,2025-04-22,1185670,2526117
USDT,2025-04-23,1174308,2463577
USDT,2025-04-24,1215071,2400763
USDT,2025-04-25,1189567,2470282
USDT,2025-04-26,1023272,2086637
USDT,2025-04-27,980087,2009453
USDT,2025-04-28,1209550,2518146
USDT,2025-04-29,1222785,2520521
USDT,2025-04-30,1274006,2647634
USDT,2025-05-01,1175015,2416414
USDT,2025-05-02,1150889,2418029
USDT,2025-05-03,1008736,2141208
USDT,2025-05-04,972119,2044347
USDT,2025-05-05,1215217,2571320
USDT,2025-05-06,1267403,2641706
USDT,2025-05-07,1245897,2647401
USDT,2025-05-08,1270001,2659196
USDT,2025-05-09,1223473,2575407
USDT,2025-05-10,1062294,2238107
USDT,2025-05-11,1010703,2119997
USDT,2025-05-12,1265788,2688562
USDT,2025-05-13,864243,1678545
USDT,2025-05-14,1236233,2688621
USDT,2025-05-15,1319083,2814514
USDT,2025-05-16,1240216,2643958
USDT,2025-05-17,1084522,2292879
USDT,2025-05-18,1038113,2170713
USDT,2025-05-19,1250585,2662053
USDT,2025-05-20,1279284,2722014
USDT,2025-05-21,1252338,2652034
USDT,2025-05-22,1259986,2634896
USDT,2025-05-23,1245410,2635909
USDT,2025-05-24,1074494,2205326
USDT,2025-05-25,1042090,2158196
USDT,2025-05-26,1255118,2614559
USDT,2025-05-27,1253171,2634232
USDT,2025-05-28,1241311,2594540
USDT,2025-05-29,1223449,2598541
USDT,2025-05-30,1234608,2647120
USDT,2025-05-31,1114397,2296827
USDT,2025-06-01,1062707,2202947
USDT,2025-06-02,1258115,2636091
USDT,2025-06-03,1245594,2620495
USDT,2025-06-04,1238225,2608333
USDT,2025-06-05,1258128,2666073
USDT,2025-06-06,1198843,2538474
USDT,2025-06-07,1064616,2184615
USDT,2025-06-08,1033984,2104532
USDT,2025-06-09,1237638,2609314
USDT,2025-06-10,1304551,2766782
USDT,2025-06-11,1273258,2702248
USDT,2025-06-12,1236779,2635384
USDT,2025-06-13,1233096,2635923
USDT,2025-06-14,1055022,2212691
USDT,2025-06-15,1075211,2255577
USDT,2025-06-16,1266533,2736123
USDT,2025-06-17,1270956,2732322
USDT,2025-06-18,1340199,2754485
USDT,2025-06-19,1168459,2490604
USDT,2025-06-20,1185474,2555265
USDT,2025-06-21,1066736,2254228
USDT,2025-06-22,1030615,2188184
USDT,2025-06-23,1225790,2619779
USDT,2025-06-24,1207512,2574459
USDT,2025-06-25,1181541,2478399
USDT,2025-06-26,1173540,2491464
USDT,2025-06-27,1188424,2488559
USDT,2025-06-28,1011211,2107149
USDT,2025-06-29,985621,2026479
USDT,2025-06-30,1272975,2686006
USDT,2025-07-01,1350605,2788516
USDT,2025-07-02,1288484,2689484
USDT,2025-07-03,1246153,2623703
USDT,2025-07-04,1181089,2521050
USDT,2025-07-05,1024550,2158975
USDT,2025-07-06,978511,2035556
USDT,2025-07-07,1289238,2659803
USDT,2025-07-08,1214318,2569021
USDT,2025-07-09,1246276,2620472
USDT,2025-07-10,1293293,2687958
USDT,2025-07-11,1238667,2627547
USDT,2025-07-12,1077009,2217877
USDT,2025-07-13,1020262,2086675
USDT,2025-07-14,1248635,2633325
USDT,2025-07-15,1290276,2762484
USDT,2025-07-16,1273959,2706035
USDT,2025-07-17,1235846,2626807
USDT,2025-07-18,1216882,2614821
USDT,2025-07-19,1044509,2157034
USDT,2025-07-20,1026052,2133856
USDT,2025-07-21,1222720,2620659
USDT,2025-07-22,1224646,2634075
USDT,2025-07-23,1216661,2610088
USDT,2025-07-24,1212300,2589747
USDT,2025-07-25,1188755,2581403
USDT,2025-07-26,1024938,2154176
USDT,2025-07-27,997756,2089011
USDT,2025-07-28,1199370,2590831
USDT,2025-07-29,1187087,2576376
USDT,2025-07-30,1198339,2567060
USDT,2025-07-31,1239626,2660024
USDT,2025-08-01,1313364,2829948
USDT,2025-08-02,1074261,2325333
USDT,2025-08-03,1006642,2144805
USDT,2025-08-04,1244014,2666523
USDT,2025-08-05,1260107,2701565
USDT,2025-08-06,1230041,2634334
USDT,2025-08-07,1206098,2632026
USDT,2025-08-08,1225652,2677307
USDT,2025-08-09,1049042,2291094
USDT,2025-08-10,1035702,2205341
USDT,2025-08-11,1295919,2783047
USDT,2025-08-12,1269547,2726694
USDT,2025-08-13,1229643,2660774
USDT,2025-08-14,1285584,2773728
USDT,2025-08-15,1334963,2840463
USDT,2025-08-16,1086156,2364550
USDT,2025-08-17,1018813,2175552
USDT,2025-08-18,1272801,2773374
USDT,2025-08-19,1271864,2757633
USDT,2025-08-20,1294791,2780483
USDT,2025-08-21,1198719,2637548
USDT,2025-08-22,1221082,2668855
USDT,2025-08-23,1094021,2339065
USDT,2025-08-24,1021533,2216089
USDT,2025-08-25,1264945,2788005
USDT,2025-08-26,1263043,2744749
USDT,2025-08-27,1201711,2632772
USDT,2025-08-28,1236560,2691270
USDT,2025-08-29,1258885,2807415
USDT,2025-08-30,1069739,2325653
USDT,2025-08-31,1099215,2417107
USDT,2025-09-01,1346304,2951056
USDT,2025-09-02,1390525,2954083
USDT,2025-09-03,1332467,2869689
USDT,2025-09-04,1280802,2772064
USDT,2025-09-05,1319797,2866681
USDT,2025-09-06,1048312,2300569
USDT,2025-09-07,1010272,2194159
USDT,2025-09-08,1311735,2858988
USDT,2025-09-09,1346856,2913927
USDT,2025-09-10,1315510,2879233
USDT,2025-09-11,1269212,2806359
USDT,2025-09-12,1297495,2844470
USDT,2025-09-13,1192887,2516254
USDT,2025-09-14,1121864,2380086
USDT,2025-09-15,1358838,3005479
USDT,2025-09-16,1377882,2977484
USDT,2025-09-17,1354346,2979306
USDT,2025-09-18,1310074,2876437
USDT,2025-09-19,1320543,2844486
USDT,2025-09-20,1137498,2555763
USDT,2025-09-21,1073427,2301366
USDT,2025-09-22,1315142,2958608
USDT,2025-09-23,1314386,2866819
USDT,2025-09-24,1271010,2775914
USDT,2025-09-25,1344597,2981106
USDT,2025-09-26,1327847,2882469
USDT,2025-09-27,1077379,2403009
USDT,2025-09-28,1058774,2363934
USDT,2025-09-29,1299914,2888076
USDT,2025-09-30,1432230,3127017
USDT,2025-10-01,1462820,3099687
USDT,2025-10-02,1367484,2943835
USDT,2025-10-03,1361333,2896805
USDT,2025-10-04,1092930,2390508
USDT,2025-10-05,1074784,2374679
USDT,2025-10-06,1314791,2820194
USDT,2025-10-07,1356953,2937236
USDT,2025-10-08,1331448,2928262
USDT,2025-10-09,1369162,2995813
USDT,2025-10-10,1460485,3196910
USDT,2025-10-11,1264443,2756548
USDT,2025-10-12,1152864,2478557
USDT,2025-10-13,1335636,2971981
USDT,2025-10-14,1400459,3110525
USDT,2025-10-15,1452037,3191022
USDT,2025-10-16,1359010,3085631
USDT,2025-10-17,1420705,3095317
USDT,2025-10-18,1154542,2527165
USDT,2025-10-19,1080275,2371813
USDT,2025-10-20,1318330,2925848
USDT,2025-10-21,1347927,3056997
USDT,2025-10-22,1313281,2976406
USDT,2025-10-23,1321946,2959196
USDT,2025-10-24,1296033,2922872
USDT,2025-10-25,1092078,2439369
USDT,2025-10-26,1070744,2347022
USDT,2025-10-27,1345382,3042000
USDT,2025-10-28,1353291,3066213
USDT,2025-10-29,1339114,3022038
USDT,2025-10-30,1372595,3054685
USDT,2025-10-31,1386817,3065603
USDT,2025-11-01,1200262,2661362
USDT,2025-11-02,1115218,2445130
USDT,2025-11-03,1389123,3124010
USDT,2025-11-04,1435135,3198226
USDT,2025-11-05,1427920,3133673
USDT,2025-11-06,1367687,3015628
USDT,2025-11-07,1363666,3030662
USDT,2025-11-08,1252336,2564199
USDT,2025-11-09,1120989,2452129
USDT,2025-11-10,1408661,3105091
USDT,2025-11-11,1418281,3113574
USDT,2025-11-12,1345638,3008839
USDT,2025-11-13,1380673,3063626
USDT,2025-11-14,1440204,3167828
USDT,2025-11-15,1224830,2748393
USDT,2025-11-16,1164034,2624527
USDT,2025-11-17,1417558,3158203
USDT,2025-11-18,1392561,3024629
USDT,2025-11-19,1353865,3055520
USDT,2025-11-20,1383943,3123687
USDT,2025-11-21,1408054,3101057
USDT,2025-11-22,1164849,2533605
USDT,2025-11-23,1124014,2409576
USDT,2025-11-24,1354658,2920986
USDT,2025-11-25,1397319,3079817
USDT,2025-11-26,1374623,2999913
USDT,2025-11-27,1453331,3010744
USDT,2025-11-28,1447633,3076179
USDT,2025-11-29,1218452,2592016
USDT,2025-11-30,1194127,2546503
USDT,2025-12-01,1559580,3458668
USDT,2025-12-02,1513317,3315408
USDT,2025-12-03,1490138,3263323
USDT,2025-12-04,1413564,3168723
USDT,2025-12-05,1444686,3248386
USDT,2025-12-06,1219089,2704617
USDT,2025-12-07,1101071,2437682
USDT,2025-12-08,1395074,3054557
USDT,2025-12-09,1415078,3157626
USDT,2025-12-10,1397867,3177868
USDT,2025-12-11,1412012,3139914
USDT,2025-12-12,1350674,3053149
USDT,2025-12-13,1201072,2651345
USDT,2025-12-14,1173569,2600572
USDT,2025-12-15,1495500,3505087
USDT,2025-12-16,1482646,3413048
USDT,2025-12-17,1450654,3330105
USDT,2025-12-18,1358376,3221067
USDT,2025-12-19,1349105,3190112
USDT,2025-12-20,1225716,2960518
USDT,2025-12-21,1142828,2957933
USDT,2025-12-22,1455737,3347339
USDT,2025-12-23,1532905,3540622
USDT,2025-12-24,1428819,3453066
USDT,2025-12-25,1221111,3385608
USDT,2025-12-26,1393301,3748390
USDT,2025-12-27,1233160,3511814
USDT,2025-12-28,1199095,3000240
USDT,2025-12-29,1522908,3946813
USDT,2025-12-30,1566542,3722821
USDT,2025-12-31,1465896,3709694
