asset,date,active_addresses,transfer_count
USDT,2022-02-24,647803,1247733
USDT,2022-02-25,583163,1142602
USDT,2022-02-26,502863,1032463
USDT,2022-02-27,494668,999596
USDT,2022-02-28,609677,1189808
USDT,2022-03-01,593633,1151920
USDT,2022-03-02,579479,1136042
USDT,2022-03-03,572776,1114440
USDT,2022-03-04,556808,1089683
USDT,2022-03-05,539133,1032262
USDT,2022-03-06,543743,1010159
USDT,2022-03-07,600712,1135681
USDT,2022-03-08,618012,1120244
USDT,2022-03-09,579496,1110659
USDT,2022-03-10,535090,1050046
USDT,2022-03-11,506077,1001179
USDT,2022-03-12,465897,909636
USDT,2022-03-13,458459,896919
USDT,2022-03-14,572121,1087047
USDT,2022-03-15,537763,1037429
USDT,2022-03-16,567535,1090297
USDT,2022-03-17,547818,1068163
USDT,2022-03-18,538774,1057753
USDT,2022-03-19,519315,1006987
USDT,2022-03-20,487496,953054
USDT,2022-03-21,549545,1083796
USDT,2022-03-22,553983,1101889
USDT,2022-03-23,544796,1078351
USDT,2022-03-24,585150,1139980
USDT,2022-03-25,580878,1139958
USDT,2022-03-26,497542,994959
USDT,2022-03-27,501031,1020935
USDT,2022-03-28,621279,1254268
USDT,2022-03-29,633269,1244216
USDT,2022-03-30,650062,1261830
USDT,2022-03-31,669000,1319656
USDT,2022-04-01,633821,1237433
USDT,2022-04-02,557597,1127097
USDT,2022-04-03,533249,1076582
USDT,2022-04-04,633927,1259589
USDT,2022-04-05,635456,1239028
USDT,2022-04-06,643441,1288243
USDT,2022-04-07,606594,1241222
USDT,2022-04-08,600308,1205375
USDT,2022-04-09,564166,1146602
USDT,2022-04-10,536147,1109210
USDT,2022-04-11,658200,1349898
USDT,2022-04-12,616395,1272807
USDT,2022-04-13,600943,1256471
USDT,2022-04-14,581700,1194615
USDT,2022-04-15,652570,1308735
USDT,2022-04-16,540984,1129354
USDT,2022-04-17,509338,1073845
USDT,2022-04-18,623349,1339963
USDT,2022-04-19,691791,1392041
USDT,2022-04-20,818293,1567401
USDT,2022-04-21,692232,1454415
USDT,2022-04-22,669590,1382923
USDT,2022-04-23,553097,1185591
USDT,2022-04-24,539231,1171310
USDT,2022-04-25,681459,1453099
USDT,2022-04-26,668874,1430553
USDT,2022-04-27,664890,1409510
USDT,2022-04-28,671350,1450879
USDT,2022-04-29,702612,1513383
USDT,2022-04-30,641514,1414543
USDT,2022-05-01,608938,1318805
USDT,2022-05-02,640295,1368173
USDT,2022-05-03,626350,1323607
USDT,2022-05-04,660418,1410206
USDT,2022-05-05,751372,1588691
USDT,2022-05-06,719186,1476615
USDT,2022-05-07,710928,1408597
USDT,2022-05-08,617331,1285654
USDT,2022-05-09,843708,1737127
USDT,2022-05-10,815935,1722438
USDT,2022-05-11,925108,1947477
USDT,2022-05-12,1000842,2069533
USDT,2022-05-13,883119,1757829
USDT,2022-05-14,797855,1589616
USDT,2022-05-15,704678,1402625
USDT,2022-05-16,678440,1433446
USDT,2022-05-17,658687,1365732
USDT,2022-05-18,640785,1356084
USDT,2022-05-19,614696,1326320
USDT,2022-05-20,611338,1315989
USDT,2022-05-21,533464,1178928
USDT,2022-05-22,510999,1109548
USDT,2022-05-23,641350,1384073
USDT,2022-05-24,634911,1354666
USDT,2022-05-25,621103,1334812
USDT,2022-05-26,645437,1394053
USDT,2022-05-27,643159,1376772
USDT,2022-05-28,563461,1185551
USDT,2022-05-29,551163,1135210
USDT,2022-05-30,694698,1465117
USDT,2022-05-31,697078,1454902
USDT,2022-06-01,664520,1384040
USDT,2022-06-02,634094,1335729
USDT,2022-06-03,598728,1253279
USDT,2022-06-04,506554,1106652
USDT,2022-06-05,493883,1069214
USDT,2022-06-06,648853,1384946
USDT,2022-06-07,638624,1360752
USDT,2022-06-08,622032,1349220
USDT,2022-06-09,617339,1412150
USDT,2022-06-10,644877,1451800
USDT,2022-06-11,576041,1312328
USDT,2022-06-12,565417,1309014
USDT,2022-06-13,745551,1711500
USDT,2022-06-14,694511,1558256
USDT,2022-06-15,717666,1610360
USDT,2022-06-16,638702,1417919
USDT,2022-06-17,622244,1352261
USDT,2022-06-18,590622,1254504
USDT,2022-06-19,565434,1205984
USDT,2022-06-20,647189,1437263
USDT,2022-06-21,645354,1435273
USDT,2022-06-22,632298,1404373
USDT,2022-06-23,615197,1367970
USDT,2022-06-24,641032,1433345
USDT,2022-06-25,594258,1292983
USDT,2022-06-26,529954,1162651
USDT,2022-06-27,621179,1405641
USDT,2022-06-28,740019,1465941
USDT,2022-06-29,584990,1309584
USDT,2022-06-30,605484,1353497
USDT,2022-07-01,620256,1325174
USDT,2022-07-02,563229,1209819
USDT,2022-07-03,492275,1072653
USDT,2022-07-04,626730,1349095
USDT,2022-07-05,628712,1324047
USDT,2022-07-06,638299,1337663
USDT,2022-07-07,600180,1289537
USDT,2022-07-08,570548,1229620
USDT,2022-07-09,515018,1084014
USDT,2022-07-10,471568,1027994
USDT,2022-07-11,594750,1291300
USDT,2022-07-12,601914,1273738
USDT,2022-07-13,634770,1310957
USDT,2022-07-14,601768,1251493
USDT,2022-07-15,613729,1284915
USDT,2022-07-16,546446,1161370
USDT,2022-07-17,509387,1095742
USDT,2022-07-18,648871,1401361
USDT,2022-07-19,659753,1400248
USDT,2022-07-20,642997,1359756
USDT,2022-07-21,644606,1333104
USDT,2022-07-22,646406,1326412
USDT,2022-07-23,598601,1236118
USDT,2022-07-24,550981,1158594
USDT,2022-07-25,672009,1434678
USDT,2022-07-26,718243,1463484
USDT,2022-07-27,683205,1395350
USDT,2022-07-28,640926,1344253
USDT,2022-07-29,656661,1322310
USDT,2022-07-30,581526,1174990
USDT,2022-07-31,580513,1164160
USDT,2022-08-01,687511,1383320
USDT,2022-08-02,714722,1391254
USDT,2022-08-03,718698,1400220
USDT,2022-08-04,664280,1296287
USDT,2022-08-05,690900,1365133
USDT,2022-08-06,596616,1194877
USDT,2022-08-07,565585,1112649
USDT,2022-08-08,677135,1367487
USDT,2022-08-09,660067,1353430
USDT,2022-08-10,672955,1405572
USDT,2022-08-11,661332,1364765
USDT,2022-08-12,645979,1354333
USDT,2022-08-13,576355,1212329
USDT,2022-08-14,572343,1191136
USDT,2022-08-15,666372,1387715
USDT,2022-08-16,626951,1300658
USDT,2022-08-17,738084,1457097
USDT,2022-08-18,631288,1361591
USDT,2022-08-19,663583,1396052
USDT,2022-08-20,561587,1162737
USDT,2022-08-21,520171,1081334
USDT,2022-08-22,645903,1356507
USDT,2022-08-23,624628,1311719
USDT,2022-08-24,628752,1305705
USDT,2022-08-25,629342,1326538
USDT,2022-08-26,637060,1340176
USDT,2022-08-27,575388,1215669
USDT,2022-08-28,524527,1098170
USDT,2022-08-29,633670,1352924
USDT,2022-08-30,650454,1367387
USDT,2022-08-31,655999,1385769
USDT,2022-09-01,666695,1365164
USDT,2022-09-02,664889,1344820
USDT,2022-09-03,579401,1178604
USDT,2022-09-04,533908,1104065
USDT,2022-09-05,676225,1387577
USDT,2022-09-06,685418,1433446
USDT,2022-09-07,654085,1376413
USDT,2022-09-08,646958,1352260
USDT,2022-09-09,659528,1353153
USDT,2022-09-10,530832,1096058
USDT,2022-09-11,510508,1066031
USDT,2022-09-12,633699,1290007
USDT,2022-09-13,677301,1359843
USDT,2022-09-14,665840,1336541
USDT,2022-09-15,661096,1345282
USDT,2022-09-16,783397,1501350
USDT,2022-09-17,554787,1164198
USDT,2022-09-18,552307,1146337
USDT,2022-09-19,686884,1407698
USDT,2022-09-20,694777,1384246
USDT,2022-09-21,684360,1383608
USDT,2022-09-22,654414,1335993
USDT,2022-09-23,668266,1366720
USDT,2022-09-24,567057,1175818
USDT,2022-09-25,518888,1084585
USDT,2022-09-26,739860,1439889
USDT,2022-09-27,1282465,2006129
USDT,2022-09-28,848648,1511988
USDT,2022-09-29,704987,1374915
USDT,2022-09-30,763156,1435440
USDT,2022-10-01,614427,1203994
USDT,2022-10-02,552397,1120500
USDT,2022-10-03,652308,1333726
USDT,2022-10-04,678369,1401596
USDT,2022-10-05,674625,1340771
USDT,2022-10-06,666265,1381376
USDT,2022-10-07,668226,1404103
USDT,2022-10-08,648518,1391084
USDT,2022-10-09,567397,1275308
USDT,2022-10-10,704876,1597444
USDT,2022-10-11,721219,1630118
USDT,2022-10-12,696262,1608223
USDT,2022-10-13,751217,1729424
USDT,2022-10-14,753624,1741970
USDT,2022-10-15,658468,1559117
USDT,2022-10-16,618291,1460336
USDT,2022-10-17,748068,1800612
USDT,2022-10-18,770698,1804662
USDT,2022-10-19,749859,1750966
USDT,2022-10-20,829540,1815994
USDT,2022-10-21,832380,2067257
USDT,2022-10-22,703945,1573890
USDT,2022-10-23,681499,1571173
USDT,2022-10-24,808819,1915695
USDT,2022-10-25,800542,1875396
USDT,2022-10-26,848017,1983607
USDT,2022-10-27,830268,1969123
USDT,2022-10-28,818756,1952806
USDT,2022-10-29,733893,1770264
USDT,2022-10-30,703137,1664052
USDT,2022-10-31,846224,2064074
USDT,2022-11-01,842711,2006158
USDT,2022-11-02,821665,1928929
USDT,2022-11-03,887501,2013404
USDT,2022-11-04,824568,1880658
USDT,2022-11-05,798858,1791370
USDT,2022-11-06,741477,1757322
USDT,2022-11-07,900345,2127416
USDT,2022-11-08,1010622,2224568
USDT,2022-11-09,1071797,2361880
USDT,2022-11-10,1050388,2328015
USDT,2022-11-11,955402,2069094
USDT,2022-11-12,850315,1795656
USDT,2022-11-13,904682,1793150
USDT,2022-11-14,997741,2087275
USDT,2022-11-15,1146574,2270456
USDT,2022-11-16,1215010,2413145
USDT,2022-11-17,1218029,2561984
USDT,2022-11-18,1006081,2075916
USDT,2022-11-19,1044862,2082398
USDT,2022-11-20,927558,1953036
USDT,2022-11-21,1036454,2118855
USDT,2022-11-22,977189,2035518
USDT,2022-11-23,979253,1901135
USDT,2022-11-24,1070760,1892672
USDT,2022-11-25,1037254,1714284
USDT,2022-11-26,995017,1298063
USDT,2022-11-27,931746,1201668
USDT,2022-11-28,1133528,1488466
USDT,2022-11-29,1339780,1675629
USDT,2022-11-30,1152047,1461036
USDT,2022-12-01,1232564,1497029
USDT,2022-12-02,1189559,1442486
USDT,2022-12-03,1106250,1216547
USDT,2022-12-04,1107506,1102005
USDT,2022-12-05,1398344,1553915
USDT,2022-12-06,1222247,1406466
USDT,2022-12-07,1133954,1315568
USDT,2022-12-08,1399600,1754391
USDT,2022-12-09,1324768,1741247
USDT,2022-12-10,3048220,3477466
USDT,2022-12-11,1066027,1356740
USDT,2022-12-12,1435141,1941459
USDT,2022-12-13,1228401,1741563
USDT,2022-12-14,1424622,1953444
USDT,2022-12-15,1098621,1586983
USDT,2022-12-16,1147470,1600866
USDT,2022-12-17,1063090,1455920
USDT,2022-12-18,944450,1130209
USDT,2022-12-19,1172099,1616517
USDT,2022-12-20,1124288,1600151
USDT,2022-12-21,1100873,1531646
USDT,2022-12-22,1063052,1499233
USDT,2022-12-23,1018003,1476806
USDT,2022-12-24,841765,1191535
USDT,2022-12-25,784697,1077160
USDT,2022-12-26,986323,1393916
USDT,2022-12-27,1072377,1413579
USDT,2022-12-28,1039305,1424940
USDT,2022-12-29,1046020,1400579
USDT,2022-12-30,1014047,1421214
USDT,2022-12-31,908726,1243677
USDT,2023-01-01,788848,1081925
USDT,2023-01-02,908658,1384234
USDT,2023-01-03,975953,1486956
USDT,2023-01-04,1058749,1613345
USDT,2023-01-05,1064873,1619439
USDT,2023-01-06,1065237,1691568
USDT,2023-01-07,927908,1469071
USDT,2023-01-08,926562,1517827
USDT,2023-01-09,1203817,2070171
USDT,2023-01-10,1117878,1875352
USDT,2023-01-11,1044612,1774051
USDT,2023-01-12,1101129,1934795
USDT,2023-01-13,1090852,1994534
USDT,2023-01-14,955097,1839335
USDT,2023-01-15,913370,1899939
USDT,2023-01-16,1159901,2384986
USDT,2023-01-17,1086956,2181068
USDT,2023-01-18,947737,2043519
USDT,2023-01-19,967779,1927398
USDT,2023-01-20,941193,1714735
USDT,2023-01-21,803954,1346470
USDT,2023-01-22,765756,1218659
USDT,2023-01-23,920065,1521731
USDT,2023-01-24,879053,1501865
USDT,2023-01-25,937700,1553845
USDT,2023-01-26,858434,1591224
USDT,2023-01-27,886140,1637957
USDT,2023-01-28,810599,1474539
USDT,2023-01-29,834150,1619455
USDT,2023-01-30,965653,1985976
USDT,2023-01-31,970422,2050518
USDT,2023-02-01,994824,2004978
USDT,2023-02-02,1076131,2190141
USDT,2023-02-03,1010126,2025063
USDT,2023-02-04,946543,1852181
USDT,2023-02-05,865463,1652539
USDT,2023-02-06,880878,1762278
USDT,2023-02-07,899095,1749692
USDT,2023-02-08,973673,1863573
USDT,2023-02-09,972592,1795426
USDT,2023-02-10,938914,1677092
USDT,2023-02-11,809795,1563446
USDT,2023-02-12,705171,1352165
USDT,2023-02-13,888155,1760480
USDT,2023-02-14,896337,1731907
USDT,2023-02-15,877056,1748501
USDT,2023-02-16,889803,1805726
USDT,2023-02-17,871548,1794034
USDT,2023-02-18,753196,1572791
USDT,2023-02-19,710354,1506860
USDT,2023-02-20,889487,1892896
USDT,2023-02-21,869667,1848963
USDT,2023-02-22,876292,1789515
USDT,2023-02-23,874052,1801145
USDT,2023-02-24,844095,1747732
USDT,2023-02-25,745102,1509843
USDT,2023-02-26,704457,1452570
USDT,2023-02-27,870214,1807774
USDT,2023-02-28,885681,1802686
USDT,2023-03-01,931758,1834877
USDT,2023-03-02,897815,1730519
USDT,2023-03-03,868591,1733305
USDT,2023-03-04,751833,1482681
USDT,2023-03-05,711696,1397848
USDT,2023-03-06,845933,1751638
USDT,2023-03-07,889942,1786435
USDT,2023-03-08,869836,1742764
USDT,2023-03-09,918416,1825665
USDT,2023-03-10,953663,1926564
USDT,2023-03-11,825668,1708640
USDT,2023-03-12,732051,1451216
USDT,2023-03-13,963097,1955310
USDT,2023-03-14,958364,1885038
USDT,2023-03-15,948542,1831740
USDT,2023-03-16,950568,1787217
USDT,2023-03-17,952560,1863019
USDT,2023-03-18,803842,1605097
USDT,2023-03-19,743718,1490072
USDT,2023-03-20,984330,1957233
USDT,2023-03-21,920369,1842349
USDT,2023-03-22,936741,1866299
USDT,2023-03-23,979067,1925651
USDT,2023-03-24,917977,1834139
USDT,2023-03-25,787185,1593389
USDT,2023-03-26,745569,1511728
USDT,2023-03-27,977270,2003632
USDT,2023-03-28,1037267,2034314
USDT,2023-03-29,1079544,2010806
USDT,2023-03-30,966934,1950786
USDT,2023-03-31,988148,1972739
USDT,2023-04-01,828029,1671363
USDT,2023-04-02,815715,1652491
USDT,2023-04-03,1032955,2121164
USDT,2023-04-04,1051606,2068885
USDT,2023-04-05,1012882,2005075
USDT,2023-04-06,1007757,2010978
USDT,2023-04-07,981477,1930241
USDT,2023-04-08,961810,1765326
USDT,2023-04-09,842986,1643809
USDT,2023-04-10,1092739,2170909
USDT,2023-04-11,1099760,2130577
USDT,2023-04-12,1089312,2076346
USDT,2023-04-13,1096539,2052868
USDT,2023-04-14,1115323,2046290
USDT,2023-04-15,896147,1656183
USDT,2023-04-16,792880,1508289
USDT,2023-04-17,1123448,2219567
USDT,2023-04-18,1107811,2062922
USDT,2023-04-19,1117678,2184508
USDT,2023-04-20,1058745,2079084
USDT,2023-04-21,1009597,1953676
USDT,2023-04-22,766702,1515697
USDT,2023-04-23,735548,1464462
USDT,2023-04-24,973227,1980848
USDT,2023-04-25,1074997,2133445
USDT,2023-04-26,1107244,2132722
USDT,2023-04-27,1084680,2058794
USDT,2023-04-28,1115462,2098689
USDT,2023-04-29,911834,1739057
USDT,2023-04-30,903262,1652047
USDT,2023-05-01,1119335,2070082
USDT,2023-05-02,1142538,2119398
USDT,2023-05-03,1154174,2149221
USDT,2023-05-04,1144830,2121538
USDT,2023-05-05,1177006,2234292
USDT,2023-05-06,934512,1856169
USDT,2023-05-07,849969,1719541
USDT,2023-05-08,1061104,2158923
USDT,2023-05-09,1031612,2031968
USDT,2023-05-10,1060996,2080018
USDT,2023-05-11,1060899,2076839
USDT,2023-05-12,1077556,2088405
USDT,2023-05-13,909883,1760666
USDT,2023-05-14,875737,1714468
USDT,2023-05-15,1134065,2193784
USDT,2023-05-16,1135780,2185307
USDT,2023-05-17,1105165,2132253
USDT,2023-05-18,1061223,2075418
USDT,2023-05-19,1060723,2031854
USDT,2023-05-20,909057,1743133
USDT,2023-05-21,819221,1558050
USDT,2023-05-22,939324,1814783
USDT,2023-05-23,917900,1815514
USDT,2023-05-24,927649,1909219
USDT,2023-05-25,905508,1819963
USDT,2023-05-26,871514,1799563
USDT,2023-05-27,846513,1663406
USDT,2023-05-28,794460,1569948
USDT,2023-05-29,1000409,2031814
USDT,2023-05-30,1010754,2076466
USDT,2023-05-31,1047537,2132066
USDT,2023-06-01,999072,2109625
USDT,2023-06-02,991586,2121454
USDT,2023-06-03,849449,1873868
USDT,2023-06-04,769443,1467830
USDT,2023-06-05,1070804,1911794
USDT,2023-06-06,1074104,1884607
USDT,2023-06-07,1056819,2082474
USDT,2023-06-08,1160957,2000220
USDT,2023-06-09,1083602,1856869
USDT,2023-06-10,1174956,1929393
USDT,2023-06-11,1056325,1630098
USDT,2023-06-12,1176483,1945516
USDT,2023-06-13,1177654,1949437
USDT,2023-06-14,1079572,1853550
USDT,2023-06-15,1239891,2077650
USDT,2023-06-16,996389,1818840
USDT,2023-06-17,763842,1443382
USDT,2023-06-18,687291,1327103
USDT,2023-06-19,849323,1668742
USDT,2023-06-20,873691,1816251
USDT,2023-06-21,873541,1801528
USDT,2023-06-22,796730,1570315
USDT,2023-06-23,818419,1588292
USDT,2023-06-24,737121,1335554
USDT,2023-06-25,690870,1324867
USDT,2023-06-26,875414,1694064
USDT,2023-06-27,863885,1653758
USDT,2023-06-28,862653,1657543
USDT,2023-06-29,845605,1608150
USDT,2023-06-30,934636,1803566
USDT,2023-07-01,753844,1404659
USDT,2023-07-02,704834,1326566
USDT,2023-07-03,919437,1784183
USDT,2023-07-04,904093,1732502
USDT,2023-07-05,905652,1724123
USDT,2023-07-06,901952,1703246
USDT,2023-07-07,912552,1713426
USDT,2023-07-08,759726,1402432
USDT,2023-07-09,718625,1368717
USDT,2023-07-10,957212,1836245
USDT,2023-07-11,901324,1738273
USDT,2023-07-12,891624,1711404
USDT,2023-07-13,899497,1734842
USDT,2023-07-14,952633,1863547
USDT,2023-07-15,868709,1613062
USDT,2023-07-16,904590,1598071
USDT,2023-07-17,931092,1867321
USDT,2023-07-18,952387,1918515
USDT,2023-07-19,899023,1821349
USDT,2023-07-20,894338,1824043
USDT,2023-07-21,943299,1875194
USDT,2023-07-22,724840,1480755
USDT,2023-07-23,668319,1356014
USDT,2023-07-24,958639,1866419
USDT,2023-07-25,940872,1861757
USDT,2023-07-26,951521,1873095
USDT,2023-07-27,889842,1803089
USDT,2023-07-28,862254,1751142
USDT,2023-07-29,729259,1467072
USDT,2023-07-30,720664,1445754
USDT,2023-07-31,999169,2027368
USDT,2023-08-01,1039177,2055387
USDT,2023-08-02,1010087,2004684
USDT,2023-08-03,982402,1949860
USDT,2023-08-04,992290,1945968
USDT,2023-08-05,751001,1504187
USDT,2023-08-06,707979,1468512
USDT,2023-08-07,1092024,2110604
USDT,2023-08-08,1035937,2013624
USDT,2023-08-09,941091,1937486
USDT,2023-08-10,952496,1931270
USDT,2023-08-11,878560,1782095
USDT,2023-08-12,742271,1513875
USDT,2023-08-13,694976,1441280
USDT,2023-08-14,914516,1932612
USDT,2023-08-15,923932,1940639
USDT,2023-08-16,898199,1918378
USDT,2023-08-17,913322,1935610
USDT,2023-08-18,907096,1923477
USDT,2023-08-19,745596,1578342
USDT,2023-08-20,710761,1442851
USDT,2023-08-21,884584,1838169
USDT,2023-08-22,859188,1832600
USDT,2023-08-23,857561,1855068
USDT,2023-08-24,838441,1832528
USDT,2023-08-25,847983,1873804
USDT,2023-08-26,722527,1533417
USDT,2023-08-27,712830,1491421
USDT,2023-08-28,880222,1928238
USDT,2023-08-29,913791,2071789
USDT,2023-08-30,914114,2008542
USDT,2023-08-31,910588,2067848
USDT,2023-09-01,932654,2071818
USDT,2023-09-02,786938,1756650
USDT,2023-09-03,740837,1656270
USDT,2023-09-04,904949,1992312
USDT,2023-09-05,944053,2098573
USDT,2023-09-06,890045,2037459
USDT,2023-09-07,890162,2044308
USDT,2023-09-08,886785,2025826
USDT,2023-09-09,749211,1769094
USDT,2023-09-10,722420,1640165
USDT,2023-09-11,915255,2097133
USDT,2023-09-12,882465,2006815
USDT,2023-09-13,867950,2036619
USDT,2023-09-14,881166,2127178
USDT,2023-09-15,915413,2087742
USDT,2023-09-16,786781,1728368
USDT,2023-09-17,771778,1680881
USDT,2023-09-18,986810,2107259
USDT,2023-09-19,1034802,2094592
USDT,2023-09-20,1002883,2077278
USDT,2023-09-21,1037138,2141162
USDT,2023-09-22,976384,1988111
USDT,2023-09-23,828066,1725923
USDT,2023-09-24,797769,1720654
USDT,2023-09-25,1001775,2172465
USDT,2023-09-26,1022370,2201355
USDT,2023-09-27,999174,2101688
USDT,2023-09-28,1131744,2272854
USDT,2023-09-29,922107,1986197
USDT,2023-09-30,879325,1929229
USDT,2023-10-01,833442,1838301
USDT,2023-10-02,990110,2090093
USDT,2023-10-03,954740,2000904
USDT,2023-10-04,971145,1990110
USDT,2023-10-05,970026,2001450
USDT,2023-10-06,1025970,2043903
USDT,2023-10-07,905452,1839076
USDT,2023-10-08,845132,1730116
USDT,2023-10-09,1010463,2111579
USDT,2023-10-10,987206,2057906
USDT,2023-10-11,975773,2043918
USDT,2023-10-12,963046,2034619
USDT,2023-10-13,975011,2066236
USDT,2023-10-14,830985,1762727
USDT,2023-10-15,811886,1766503
USDT,2023-10-16,1006938,2187793
USDT,2023-10-17,980678,2116375
USDT,2023-10-18,956877,2022341
USDT,2023-10-19,971484,2005658
USDT,2023-10-20,1009798,2086454
USDT,2023-10-21,858262,1820504
USDT,2023-10-22,848456,1741915
USDT,2023-10-23,1004378,2142136
USDT,2023-10-24,1068102,2209944
USDT,2023-10-25,1100503,2157025
USDT,2023-10-26,1020935,2099485
USDT,2023-10-27,1057173,2079938
USDT,2023-10-28,939481,1851156
USDT,2023-10-29,953511,1809007
USDT,2023-10-30,1102954,2227074
USDT,2023-10-31,1153452,2329212
USDT,2023-11-01,1192391,2360832
USDT,2023-11-02,1099238,2223128
USDT,2023-11-03,1164394,2267238
USDT,2023-11-04,924501,1883987
USDT,2023-11-05,923249,1768123
USDT,2023-11-06,964249,1942391
USDT,2023-11-07,981964,1986988
USDT,2023-11-08,965847,1928249
USDT,2023-11-09,1008917,2038519
USDT,2023-11-10,997839,2020934
USDT,2023-11-11,909227,1756826
USDT,2023-11-12,824387,1596716
USDT,2023-11-13,1029586,1958388
USDT,2023-11-14,1017795,1935944
USDT,2023-11-15,1042896,2050075
USDT,2023-11-16,1002899,1999414
USDT,2023-11-17,986154,1936548
USDT,2023-11-18,858184,1645638
USDT,2023-11-19,888007,1640653
USDT,2023-11-20,1133343,2150362
USDT,2023-11-21,1127640,2177082
USDT,2023-11-22,1078302,2038242
USDT,2023-11-23,971119,1847038
USDT,2023-11-24,948579,1824263
USDT,2023-11-25,824214,1603001
USDT,2023-11-26,776764,1518643
USDT,2023-11-27,973406,1908905
USDT,2023-11-28,955757,1893604
USDT,2023-11-29,992703,1887934
USDT,2023-11-30,989742,1928029
USDT,2023-12-01,1014461,1983949
USDT,2023-12-02,847620,1652068
USDT,2023-12-03,816328,1592500
USDT,2023-12-04,1041870,2086019
USDT,2023-12-05,1030803,2061385
USDT,2023-12-06,1002251,2006810
USDT,2023-12-07,1038122,1997784
USDT,2023-12-08,1017160,1986479
USDT,2023-12-09,882043,1714148
USDT,2023-12-10,829726,1604436
USDT,2023-12-11,1030345,2026446
USDT,2023-12-12,996454,1947036
USDT,2023-12-13,981461,1911121
USDT,2023-12-14,1002469,1963631
USDT,2023-12-15,1025498,2020743
USDT,2023-12-16,845728,1668121
USDT,2023-12-17,806789,1575095
USDT,2023-12-18,1108028,2033832
USDT,2023-12-19,1018395,1948849
USDT,2023-12-20,1030369,1970219
USDT,2023-12-21,959499,1870258
USDT,2023-12-22,964726,1877666
USDT,2023-12-23,862801,1651034
USDT,2023-12-24,818524,1570852
USDT,2023-12-25,900203,1753652
USDT,2023-12-26,947450,1847459
USDT,2023-12-27,958383,1882122
USDT,2023-12-28,997220,1923189
USDT,2023-12-29,1006254,1917677
USDT,2023-12-30,816473,1587020
USDT,2023-12-31,755605,1444931
USDT,2024-01-01,763762,1458114
USDT,2024-01-02,922049,1786824
USDT,2024-01-03,987546,1914090
USDT,2024-01-04,937578,1815805
USDT,2024-01-05,932499,1799982
USDT,2024-01-06,811904,1574316
USDT,2024-01-07,762545,1481557
USDT,2024-01-08,975474,1916609
USDT,2024-01-09,979553,1908814
USDT,2024-01-10,1005331,1967418
USDT,2024-01-11,1032889,2012187
USDT,2024-01-12,980174,1928979
USDT,2024-01-13,820212,1615290
USDT,2024-01-14,775221,1523492
USDT,2024-01-15,986907,1981837
USDT,2024-01-16,950294,1893587
USDT,2024-01-17,941340,1855830
USDT,2024-01-18,959252,1863304
USDT,2024-01-19,992926,1895051
USDT,2024-01-20,845065,1605279
USDT,2024-01-21,811373,1529514
USDT,2024-01-22,992309,1909531
USDT,2024-01-23,970440,1890717
USDT,2024-01-24,932127,1822718
USDT,2024-01-25,917221,1801489
USDT,2024-01-26,912402,1796073
USDT,2024-01-27,820823,1575916
USDT,2024-01-28,781024,1485001
USDT,2024-01-29,931973,1865670
USDT,2024-01-30,948014,1874617
USDT,2024-01-31,986818,1969324
USDT,2024-02-01,995024,1900070
USDT,2024-02-02,960694,1837085
USDT,2024-02-03,833623,1579096
USDT,2024-02-04,779782,1492902
USDT,2024-02-05,975112,1886326
USDT,2024-02-06,937083,1798613
USDT,2024-02-07,911442,1754484
USDT,2024-02-08,884993,1705133
USDT,2024-02-09,868346,1602272
USDT,2024-02-10,710596,1313598
USDT,2024-02-11,686408,1264480
USDT,2024-02-12,841914,1607253
USDT,2024-02-13,874896,1671811
USDT,2024-02-14,894819,1731059
USDT,2024-02-15,928896,1822408
USDT,2024-02-16,916243,1813051
USDT,2024-02-17,816267,1610154
USDT,2024-02-18,809743,1595122
USDT,2024-02-19,982703,1985374
USDT,2024-02-20,993664,2038343
USDT,2024-02-21,972059,1886729
USDT,2024-02-22,968169,1887694
USDT,2024-02-23,931274,1811244
USDT,2024-02-24,823911,1575525
USDT,2024-02-25,819819,1575989
USDT,2024-02-26,1020278,1989734
USDT,2024-02-27,1077945,2050064
USDT,2024-02-28,1148624,2210918
USDT,2024-02-29,1156468,2232861
USDT,2024-03-01,1140853,2216350
USDT,2024-03-02,1031834,1968737
USDT,2024-03-03,969195,1822223
USDT,2024-03-04,1162767,2252180
USDT,2024-03-05,1270273,2438726
USDT,2024-03-06,1143142,2237370
USDT,2024-03-07,1116783,2197250
USDT,2024-03-08,1092720,2131525
USDT,2024-03-09,996612,1913438
USDT,2024-03-10,952466,1837307
USDT,2024-03-11,1143812,2247824
USDT,2024-03-12,1114515,2192532
USDT,2024-03-13,1113213,2178317
USDT,2024-03-14,1111960,2189531
USDT,2024-03-15,1157164,2272330
USDT,2024-03-16,1007194,1967507
USDT,2024-03-17,966238,1858399
USDT,2024-03-18,1106987,2186796
USDT,2024-03-19,1135450,2278479
USDT,2024-03-20,1114249,2213275
USDT,2024-03-21,1082185,2146522
USDT,2024-03-22,1059065,2157811
USDT,2024-03-23,924385,1860049
USDT,2024-03-24,882600,1776423
USDT,2024-03-25,1086691,2259336
USDT,2024-03-26,1129990,2238857
USDT,2024-03-27,1095899,2165475
USDT,2024-03-28,1064688,2102769
USDT,2024-03-29,1013991,1979595
USDT,2024-03-30,906883,1767190
USDT,2024-03-31,906920,1744428
