country_iso3,country_name,year,adoption_percentile,rank,rank_note,overall_score,centralized_service_value_received_rank,defi_value_received_rank,institutional_centralized_service_value_received_rank,number_of_onchain_deposits_rank,onchain_retail_value_received_rank,onchain_value_received_rank,p2p_exchange_trade_volume_rank,retail_centralized_service_value_received_rank,retail_defi_value_received_rank,gdp_per_capita_usd,inflation_cpi_annual_pct,financial_account_baseline,baseline_year,remittances_received_pct_gdp,post_2022,is_forward_filled
CHE,Switzerland,2023,0.5974025974025974,63.0,,,71.0,36.0,,,,,90.0,85.0,36.0,100623.549627296,2.13540088016377,98.412309687795,2024.0,0.390234902671994,1,False
CHE,Switzerland,2024,0.64,55.0,,,67.0,47.0,,,,,,81.0,47.0,103998.186685604,1.06234041976595,98.412309687795,2024.0,0.388206889473597,1,False
CHE,Switzerland,2025,0.5581395348837209,58.0,,,64.0,43.0,51.0,,,,,84.0,,103998.186685604,1.06234041976595,98.412309687795,2024.0,0.388206889473597,1,True
CHL,Chile,2020,0.7642857142857142,34.0,,0.147,,,,64.0,47.0,45.0,29.0,,,13114.815470545,3.04549084804326,85.0691778196127,2024.0,0.0260576739589634,0,False
CHL,Chile,2021,0.7012987012987013,47.0,,0.06,,,,,55.0,54.0,43.0,,,16206.8325493421,4.52456838259144,85.0691778196127,2024.0,0.0210845500963785,0,False
CHL,Chile,2022,0.6206896551724138,56.0,,,58.0,37.0,,,,,53.0,58.0,40.0,15405.6165774073,11.643866711056,85.0691778196127,2024.0,0.0282751450622328,0,False
CHL,Chile,2023,0.564935064935065,68.0,,,66.0,69.0,,,,,76.0,65.0,69.0,17067.0364799154,7.58168251407962,85.0691778196127,2024.0,0.0289306042743538,1,False
CHL,Chile,2024,0.6599999999999999,52.0,,,55.0,60.0,,,,,,55.0,58.0,16709.8893972307,4.29763891572524,85.0691778196127,2024.0,0.0303210305442313,1,False
CHL,Chile,2025,0.5891472868217054,54.0,,,58.0,59.0,59.0,,,,,58.0,,16709.8893972307,4.29763891572524,85.0691778196127,2024.0,0.0303210305442313,1,True
CHN,China,2020,0.9785714285714284,4.0,,0.672,,,,95.0,1.0,1.0,53.0,,,10627.4637989619,2.41942189457782,89.3830319754266,2024.0,0.125871762145022,0,False
CHN,China,2021,0.922077922077922,13.0,,0.16,,,,,1.0,1.0,155.0,,,12887.4357242941,0.981015135544882,89.3830319754266,2024.0,0.123504401314794,0,False
CHN,China,2022,0.9379310344827586,10.0,,,2.0,6.0,,,,,144.0,2.0,4.0,12970.6056414327,1.97357555739051,89.3830319754266,2024.0,0.142457651070649,0,False
CHN,China,2023,0.935064935064935,11.0,,,10.0,23.0,,,,,13.0,5.0,23.0,12951.1782397043,0.234836828893051,89.3830319754266,2024.0,0.161377801607252,1,False
CHN,China,2024,0.8733333333333333,20.0,,,20.0,24.0,,,,,,18.0,22.0,13303.1481543868,0.218128938439177,89.3830319754266,2024.0,0.16757857471,1,False
CHN,China,2025,0.7364341085271318,35.0,,,31.0,62.0,35.0,,,,,25.0,,13303.1481543868,0.218128938439177,89.3830319754266,2024.0,0.16757857471,1,True
CIV,Cote d'Ivoire,2020,0.3357142857142857,94.0,,0.036,,,,123.0,52.0,79.0,95.0,,,2179.72934832935,2.41252617189053,57.5676269730853,2024.0,0.522225685301873,0,False
CIV,Cote d'Ivoire,2021,0.6558441558441559,54.0,,0.05,,,,,50.0,50.0,73.0,,,2455.98127641148,4.15919657911798,57.5676269730853,2024.0,0.604706878049211,0,False
CIV,Cote d'Ivoire,2022,0.6137931034482759,57.0,,,76.0,78.0,,,,,23.0,76.0,64.0,2333.37128301259,5.23352856100843,57.5676269730853,2024.0,1.46910313622564,0,False
CIV,Cote d'Ivoire,2023,0.5844155844155844,65.0,,,85.0,78.0,,,,,46.0,73.0,78.0,2591.9659048119,4.36972254867474,57.5676269730853,2024.0,1.62303459294911,1,False
CIV,Cote d'Ivoire,2024,0.2866666666666666,108.0,,,98.0,114.0,,,,,,92.0,110.0,2727.8935220697,3.45053028131019,57.5676269730853,2024.0,2.03272330773983,1,False
CIV,Cote d'Ivoire,2025,0.2713178294573644,95.0,,,98.0,90.0,96.0,,,,,98.0,,2727.8935220697,3.45053028131019,57.5676269730853,2024.0,2.03272330773983,1,True
CMR,Cameroon,2020,0.6142857142857143,55.0,,0.085,,,,106.0,39.0,76.0,45.0,,,1555.60370660749,2.43760882182236,60.8737908565624,2024.0,0.819403311730562,0,False
CMR,Cameroon,2021,0.8311688311688312,27.0,,0.09,,,,,60.0,86.0,5.0,,,1672.32657340872,2.27185762503637,60.8737908565624,2024.0,0.955517885808094,0,False
CMR,Cameroon,2022,0.496551724137931,74.0,,,102.0,79.0,,,,,12.0,102.0,102.0,1604.87726954895,6.24767713343861,60.8737908565624,2024.0,1.26876259890659,0,False
CMR,Cameroon,2023,0.7337662337662338,42.0,,,70.0,51.0,,,,,7.0,71.0,51.0,1720.47510154506,7.38281384280984,60.8737908565624,2024.0,1.61132543192255,1,False
CMR,Cameroon,2024,0.2133333333333333,119.0,,,95.0,139.0,,,,,,86.0,125.0,1830.00833684727,4.53331349711606,60.8737908565624,2024.0,1.29492646677846,1,False
CMR,Cameroon,2025,0.4108527131782945,77.0,,,33.0,107.0,25.0,,,,,107.0,,1830.00833684727,4.53331349711606,60.8737908565624,2024.0,1.29492646677846,1,True
COD,"Congo, Dem. Rep.",2020,0.25,106.0,,0.02,,,,140.0,50.0,46.0,123.0,,,486.425572682256,,39.2140115142227,2024.0,2.56157002626062,0,False
COD,"Congo, Dem. Rep.",2021,0.7987012987012987,32.0,,0.08,,,,,31.0,69.0,31.0,,,595.743074403567,,39.2140115142227,2024.0,2.28193902407841,0,False
COD,"Congo, Dem. Rep.",2022,0.4620689655172414,79.0,,,80.0,46.0,,,,,98.0,80.0,28.0,687.738587554685,,39.2140115142227,2024.0,4.63187810938395,0,False
COD,"Congo, Dem. Rep.",2023,0.1623376623376623,130.0,,,96.0,145.0,,,,,10.0,75.0,145.0,660.21205238997,,39.2140115142227,2024.0,4.722354634934,1,False
COD,"Congo, Dem. Rep.",2024,0.6866666666666666,48.0,,,90.0,28.0,,,,,,87.0,27.0,649.383338556725,,39.2140115142227,2024.0,2.81943987261584,1,False
COG,"Congo, Rep.",2022,0.1448275862068965,125.0,,,120.0,146.0,,,,,108.0,120.0,142.0,2620.83804267402,3.04344334698478,55.5760387811851,2024.0,0.277926360104092,0,False
COG,"Congo, Rep.",2024,0.0133333333333333,149.0,,,147.0,151.0,,,,,,142.0,144.0,2482.2489948456,3.09143630919166,55.5760387811851,2024.0,0.279898466738253,1,False
COL,Colombia,2020,0.9428571428571428,9.0,,0.444,,,,61.0,18.0,25.0,4.0,,,5339.68711357943,2.52663500084706,57.0594856281374,2024.0,2.56133478402854,0,False
COL,Colombia,2021,0.935064935064935,11.0,,0.19,,,,,23.0,27.0,12.0,,,6222.62164397614,3.49505757399448,57.0594856281374,2024.0,2.70254419060708,0,False
COL,Colombia,2022,0.903448275862069,15.0,,,23.0,27.0,,,,,10.0,23.0,29.0,6680.44506854481,10.1772313546166,57.0594856281374,2024.0,2.7354220776326,0,False
COL,Colombia,2023,0.7987012987012987,32.0,,,24.0,46.0,,,,,16.0,24.0,46.0,7000.83660501046,11.7359044948689,57.0594856281374,2024.0,2.76052929017364,1,False
COL,Colombia,2024,0.7666666666666666,36.0,,,23.0,45.0,,,,,,22.0,54.0,7919.20886825345,6.60908593728228,57.0594856281374,2024.0,2.83493751117081,1,False
COL,Colombia,2025,0.7829457364341086,29.0,,,28.0,36.0,30.0,,,,,26.0,,7919.20886825345,6.60908593728228,57.0594856281374,2024.0,2.83493751117081,1,True
CPV,Cabo Verde,2020,0.0,,Among lowest,0.0,,,,147.0,149.0,151.0,,,,3539.22661248299,0.605795808395385,,,12.8536888281673,0,False
CPV,Cabo Verde,2021,0.0389610389610389,149.0,,0.0,,,,,147.0,145.0,136.0,,,3971.44409203423,1.86215297494647,,,15.3280846738368,0,False
CPV,Cabo Verde,2023,0.0064935064935064,154.0,,,153.0,154.0,,,,,140.0,153.0,154.0,4794.90121917259,3.72437517668748,,,12.6322620942964,1,False
CRI,Costa Rica,2020,0.4428571428571428,79.0,,0.052,,,,74.0,100.0,113.0,49.0,,,12394.0493969492,0.724911478131376,71.3527070793642,2024.0,0.841063564336656,0,False
CRI,Costa Rica,2021,0.5194805194805194,75.0,,0.04,,,,,106.0,85.0,36.0,,,12838.1185358931,1.72647755109241,71.3527070793642,2024.0,0.914599844344358,0,False
CRI,Costa Rica,2022,0.5586206896551724,65.0,,,86.0,84.0,,,,,16.0,86.0,80.0,13625.9008491328,8.27477490232654,71.3527070793642,2024.0,0.895844948118842,0,False
CRI,Costa Rica,2023,0.409090909090909,92.0,,,84.0,86.0,,,,,103.0,100.0,86.0,16942.0268119375,0.525193508693455,71.3527070793642,2024.0,0.765456761111265,1,False
CRI,Costa Rica,2024,0.4066666666666666,90.0,,,94.0,83.0,,,,,,91.0,82.0,18587.1532203482,-0.412853001047069,71.3527070793642,2024.0,0.760139316219948,1,False
CRI,Costa Rica,2025,0.3410852713178295,86.0,,,97.0,83.0,98.0,,,,,92.0,,18587.1532203482,-0.412853001047069,71.3527070793642,2024.0,0.760139316219948,1,True
CYP,Cyprus,2020,0.5071428571428571,70.0,,0.067,,,,16.0,122.0,108.0,40.0,,,28130.341796875,-0.638422797978959,96.1259312935907,2024.0,2.22125223156192,0,False
CYP,Cyprus,2021,0.2857142857142857,111.0,,0.02,,,,,119.0,114.0,63.0,,,32937.83984375,2.44608867175474,96.1259312935907,2024.0,2.06471293636738,0,False
CYP,Cyprus,2022,0.2482758620689655,110.0,,,118.0,103.0,,,,,40.0,118.0,104.0,33231.04296875,8.39548297993334,96.1259312935907,2024.0,1.67385436424024,0,False
CYP,Cyprus,2023,0.2077922077922077,123.0,,,118.0,110.0,,,,,145.0,121.0,110.0,36623.69140625,3.54134188751663,96.1259312935907,2024.0,1.8055958166083,1,False
CYP,Cyprus,2024,0.2933333333333333,107.0,,,117.0,101.0,,,,,,112.0,99.0,38674.29296875,1.80023018624815,96.1259312935907,2024.0,1.79895977387556,1,False
CYP,Cyprus,2025,0.1937984496124031,105.0,,,110.0,91.0,110.0,,,,,111.0,,38674.29296875,1.80023018624815,96.1259312935907,2024.0,1.79895977387556,1,True
CZE,Czechia,2020,0.6714285714285715,47.0,,0.114,,,,12.0,40.0,30.0,96.0,,,23472.8915454417,3.16129528497801,92.2832885462025,2024.0,1.66692379663162,0,False
CZE,Czechia,2021,0.6168831168831168,60.0,,0.05,,,,,44.0,44.0,106.0,,,27696.4619527544,3.83984491500146,92.2832885462025,2024.0,1.5076553829427,0,False
CZE,Czechia,2022,0.5793103448275863,62.0,,,52.0,44.0,,,,,89.0,52.0,48.0,28282.2236715857,15.1001651468371,92.2832885462025,2024.0,1.37578324481376,0,False
CZE,Czechia,2023,0.6038961038961039,62.0,,,59.0,44.0,,,,,93.0,60.0,44.0,31761.5944102491,10.6612601372426,92.2832885462025,2024.0,1.23917377978351,1,False
CZE,Czechia,2024,0.6666666666666667,51.0,,,52.0,55.0,,,,,,65.0,59.0,31823.3078290564,2.43531202435314,92.2832885462025,2024.0,1.22408277522885,1,False
CZE,Czechia,2025,0.5271317829457365,62.0,,,67.0,56.0,62.0,,,,,71.0,,31823.3078290564,2.43531202435314,92.2832885462025,2024.0,1.22408277522885,1,True
DEU,Germany,2020,0.7714285714285715,33.0,,0.147,,,,63.0,24.0,21.0,79.0,,,47394.8734504469,0.144877925813982,98.2983235670699,2024.0,0.477487831020722,0,False
DEU,Germany,2021,0.6883116883116883,49.0,,0.06,,,,,24.0,20.0,143.0,,,52349.2459994422,3.06666666666673,98.2983235670699,2024.0,0.465094604231552,0,False
DEU,Germany,2022,0.8620689655172413,21.0,,,22.0,15.0,,,,,114.0,22.0,10.0,50506.5179638543,6.87257438551097,98.2983235670699,2024.0,0.466478241668682,0,False
DEU,Germany,2023,0.8376623376623377,26.0,,,23.0,25.0,,,,,60.0,26.0,25.0,54776.7668235491,5.94643667725823,98.2983235670699,2024.0,0.460768626602933,1,False
DEU,Germany,2024,0.8666666666666667,21.0,,,21.0,23.0,,,,,,30.0,21.0,56103.7323182554,2.2564981433876,98.2983235670699,2024.0,0.452984461006563,1,False
DEU,Germany,2025,0.8449612403100775,21.0,,,22.0,18.0,18.0,,,,,31.0,,56103.7323182554,2.2564981433876,98.2983235670699,2024.0,0.452984461006563,1,True
DNK,Denmark,2020,0.4,85.0,,0.042,,,,37.0,98.0,96.0,91.0,,,60985.4885601514,0.420711974110115,98.6505141065248,2024.0,0.374595136346265,0,False
DNK,Denmark,2021,0.2987012987012987,109.0,,0.02,,,,,99.0,89.0,119.0,,,69340.7334922138,1.8530454398968,98.6505141065248,2024.0,0.347904946462732,0,False
DNK,Denmark,2022,0.2068965517241379,116.0,,,116.0,69.0,,,,,72.0,116.0,100.0,67781.0940939514,7.6965669988926,98.6505141065248,2024.0,0.349819211771776,0,False
DNK,Denmark,2023,0.2792207792207792,112.0,,,104.0,106.0,,,,,138.0,105.0,106.0,68043.5466971243,3.30517811237606,98.6505141065248,2024.0,0.375706236320771,1,False
DNK,Denmark,2024,0.3199999999999999,103.0,,,106.0,87.0,,,,,,114.0,95.0,71026.4832271897,1.37220049768918,98.6505141065248,2024.0,0.357925352388462,1,False
DNK,Denmark,2025,0.3565891472868217,84.0,,,96.0,70.0,91.0,,,,,106.0,,71026.4832271897,1.37220049768918,98.6505141065248,2024.0,0.357925352388462,1,True
DOM,Dominican Republic,2020,0.5928571428571429,58.0,,0.083,,,,82.0,73.0,88.0,30.0,,,7135.22273255899,3.78103179915517,64.777963876998,2024.0,10.6071966446228,0,False
DOM,Dominican Republic,2021,0.6753246753246753,51.0,,0.05,,,,,76.0,81.0,25.0,,,8527.0754858205,8.24300347981809,64.777963876998,2024.0,11.3260079151082,0,False
DOM,Dominican Republic,2022,0.7103448275862069,43.0,,,64.0,87.0,,,,,13.0,64.0,74.0,10104.2449349081,8.81109209279587,64.777963876998,2024.0,9.05734336867233,0,False
DOM,Dominican Republic,2023,0.5454545454545454,71.0,,,63.0,96.0,,,,,45.0,58.0,96.0,10630.431743829,4.78561281021135,64.777963876998,2024.0,8.81581566434817,1,False
DOM,Dominican Republic,2024,0.3866666666666667,93.0,,,68.0,113.0,,,,,,71.0,102.0,10875.6618443092,3.30223338951227,64.777963876998,2024.0,9.04956290595841,1,False
DOM,Dominican Republic,2025,0.3255813953488372,88.0,,,84.0,93.0,86.0,,,,,81.0,,10875.6618443092,3.30223338951227,64.777963876998,2024.0,9.04956290595841,1,True
DZA,Algeria,2020,0.0,,Among lowest,0.0,,,,98.0,41.0,34.0,,,,3743.5419522929,2.41513094083414,35.2901069097173,2024.0,1.03085687360381,0,False
DZA,Algeria,2021,0.7142857142857143,45.0,,0.06,,,,,36.0,48.0,77.0,,,4160.55926736925,7.22606307415477,35.2901069097173,2024.0,0.962189288322084,0,False
DZA,Algeria,2022,0.6965517241379311,45.0,,,34.0,50.0,,,,,100.0,34.0,43.0,4960.30334332888,9.26551551551553,35.2901069097173,2024.0,0.755694605229352,0,False
DZA,Algeria,2023,0.7012987012987013,47.0,,,36.0,84.0,,,,,43.0,31.0,84.0,5370.477235078,9.32217375928322,35.2901069097173,2024.0,0.753275484255268,1,False
DZA,Algeria,2024,0.72,43.0,,,34.0,46.0,,,,,,29.0,53.0,5752.99076651465,4.04611455313434,35.2901069097173,2024.0,0.667941907847866,1,False
DZA,Algeria,2025,0.6434108527131783,47.0,,,49.0,53.0,56.0,,,,,42.0,,5752.99076651465,4.04611455313434,35.2901069097173,2024.0,0.667941907847866,1,True
ECU,Ecuador,2020,0.7857142857142857,31.0,,0.157,,,,92.0,53.0,67.0,5.0,,,5463.64515348598,-0.338872392562139,64.5052103870577,2024.0,3.48790451754192,0,False
ECU,Ecuador,2021,0.7792207792207793,35.0,,0.07,,,,,59.0,59.0,21.0,,,6061.32350181711,0.133251386096389,64.5052103870577,2024.0,4.07490158068369,0,False
ECU,Ecuador,2022,0.8827586206896552,18.0,,,37.0,45.0,,,,,6.0,37.0,56.0,6515.58528418336,3.46616972213077,64.5052103870577,2024.0,4.08839477102189,0,False
ECU,Ecuador,2023,0.7272727272727273,43.0,,,47.0,57.0,,,,,22.0,45.0,57.0,6737.84748379638,2.21568764237058,64.5052103870577,2024.0,4.50067266318947,1,False
ECU,Ecuador,2024,0.56,67.0,,,49.0,75.0,,,,,,45.0,109.0,6874.705739766,1.54732515615369,64.5052103870577,2024.0,5.24908721771676,1,False
ECU,Ecuador,2025,0.6744186046511628,43.0,,,43.0,61.0,48.0,,,,,38.0,,6874.705739766,1.54732515615369,64.5052103870577,2024.0,5.24908721771676,1,True
EGY,"Egypt, Arab Rep.",2020,0.55,64.0,,0.074,,,,116.0,37.0,40.0,83.0,,,3511.11381026379,5.04493288977539,43.1134368034247,2024.0,7.71274724506713,0,False
EGY,"Egypt, Arab Rep.",2021,0.6233766233766234,59.0,,0.05,,,,,43.0,49.0,97.0,,,3827.35415374308,5.21404940513043,43.1134368034247,2024.0,7.4144321712116,0,False
EGY,"Egypt, Arab Rep.",2022,0.8413793103448276,24.0,,,15.0,57.0,,,,,110.0,15.0,47.0,4233.30783744856,13.8956609775178,43.1134368034247,2024.0,5.94293350334715,0,False
EGY,"Egypt, Arab Rep.",2023,0.7792207792207793,35.0,,,29.0,50.0,,,,,24.0,29.0,50.0,3456.78968456253,33.8847763115546,43.1134368034247,2024.0,4.93326942206534,1,False
EGY,"Egypt, Arab Rep.",2024,0.7133333333333334,44.0,,,32.0,52.0,,,,,,32.0,60.0,3338.47371395895,28.2705899322083,43.1134368034247,2024.0,7.59757023635599,1,False
EGY,"Egypt, Arab Rep.",2025,0.8062015503875969,26.0,,,26.0,34.0,29.0,,,,,19.0,,3338.47371395895,28.2705899322083,43.1134368034247,2024.0,7.59757023635599,1,True
ESP,Spain,2020,0.7428571428571429,37.0,,0.138,,,,56.0,33.0,29.0,66.0,,,27233.9426461608,-0.322753017299739,98.3807416463989,2024.0,0.237512743208444,0,False
ESP,Spain,2021,0.6948051948051948,48.0,,0.06,,,,,27.0,25.0,125.0,,,30799.4775937775,3.0931351197642,98.3807416463989,2024.0,0.270293557786333,0,False
ESP,Spain,2022,0.7724137931034483,34.0,,,27.0,24.0,,,,,99.0,27.0,26.0,30319.4987196616,8.39057634118627,98.3807416463989,2024.0,0.292566709394882,0,False
ESP,Spain,2023,0.8636363636363636,22.0,,,28.0,13.0,,,,,63.0,32.0,13.0,33493.2225409111,3.53236133492433,98.3807416463989,2024.0,0.339088077031013,1,False
ESP,Spain,2024,0.84,25.0,,,29.0,20.0,,,,,,36.0,18.0,35326.7683069278,2.77417826534772,98.3807416463989,2024.0,0.366748486679136,1,False
ESP,Spain,2025,0.7674418604651163,31.0,,,35.0,23.0,31.0,,,,,39.0,,35326.7683069278,2.77417826534772,98.3807416463989,2024.0,0.366748486679136,1,True
EST,Estonia,2020,0.7142857142857143,41.0,,0.13,,,,2.0,92.0,94.0,20.0,,,23933.9939421065,-0.44453109767983,98.9011091256392,2024.0,1.59281791364911,0,False
EST,Estonia,2021,0.5064935064935066,77.0,,0.03,,,,,92.0,100.0,46.0,,,27951.1659277744,4.65316673847473,98.9011091256392,2024.0,1.58570663884137,0,False
EST,Estonia,2022,0.4413793103448276,82.0,,,95.0,60.0,,,,,38.0,95.0,75.0,28340.3826549406,19.3982634080616,98.9011091256392,2024.0,1.22967848244244,0,False
EST,Estonia,2023,0.3116883116883117,107.0,,,102.0,83.0,,,,,139.0,92.0,83.0,30264.0064885057,9.15922507983982,98.9011091256392,2024.0,1.17495352017049,1,False
EST,Estonia,2024,0.4133333333333333,89.0,,,96.0,78.0,,,,,,82.0,91.0,31428.3547816104,3.52056053296586,98.9011091256392,2024.0,1.15061249841648,1,False
EST,Estonia,2025,0.2635658914728682,96.0,,,102.0,82.0,101.0,,,,,108.0,,31428.3547816104,3.52056053296586,98.9011091256392,2024.0,1.15061249841648,1,True
ETH,Ethiopia,2020,0.1357142857142856,122.0,,0.009,,,,150.0,64.0,63.0,131.0,,,829.790982547947,20.3563468559061,48.8302767819942,2024.0,0.409506869491143,0,False
ETH,Ethiopia,2021,0.2792207792207792,112.0,,0.02,,,,,104.0,115.0,84.0,,,893.00983544905,26.8395221557722,48.8302767819942,2024.0,0.410418210792818,0,False
ETH,Ethiopia,2022,0.5655172413793104,64.0,,,62.0,66.0,,,,,67.0,62.0,46.0,982.103161506992,33.8898797100898,48.8302767819942,2024.0,0.414325120259501,0,False
ETH,Ethiopia,2023,0.7727272727272727,36.0,,,39.0,71.0,,,,,8.0,38.0,71.0,1055.81091592527,30.2188278135278,48.8302767819942,2024.0,0.396956017595771,1,False
ETH,Ethiopia,2024,0.8333333333333334,26.0,,,30.0,26.0,,,,,,24.0,32.0,1133.88279681719,21.0377460577711,48.8302767819942,2024.0,4.76671083897354,1,False
ETH,Ethiopia,2025,0.9147286821705426,12.0,,,19.0,7.0,20.0,,,,,16.0,,1133.88279681719,21.0377460577711,48.8302767819942,2024.0,4.76671083897354,1,True
FIN,Finland,2020,0.6071428571428572,56.0,,0.085,,,,26.0,88.0,78.0,57.0,,,48828.6846862799,0.290554555653239,99.842681813058,2024.0,0.22152961877425,0,False
FIN,Finland,2021,0.4415584415584416,87.0,,0.03,,,,,72.0,68.0,101.0,,,53099.1351400148,2.19457432340007,99.842681813058,2024.0,0.226819392667527,0,False
FIN,Finland,2022,0.4,88.0,,,78.0,65.0,,,,,97.0,78.0,79.0,50440.560224974,7.12350773301402,99.842681813058,2024.0,0.23606130716,0,False
FIN,Finland,2023,0.3636363636363636,99.0,,,97.0,80.0,,,,,123.0,97.0,80.0,52834.2916752703,6.25064322154763,99.842681813058,2024.0,0.253629995298074,1,False
FIN,Finland,2024,0.4533333333333333,83.0,,,91.0,59.0,,,,,,102.0,80.0,53149.7671934051,1.56568906231616,99.842681813058,2024.0,0.250727316304901,1,False
FIN,Finland,2025,0.5038759689922481,65.0,,,76.0,42.0,72.0,,,,,85.0,,53149.7671934051,1.56568906231616,99.842681813058,2024.0,0.250727316304901,1,True
FJI,Fiji,2020,0.0,,Among lowest,0.0,,,,146.0,151.0,150.0,,,,4620.6457238014,-2.59524325887372,,,7.50181245102766,0,False
FJI,Fiji,2021,0.0584415584415584,146.0,,0.0,,,,,150.0,153.0,65.0,,,4536.73312110335,0.155855722131516,,,9.46494841417655,0,False
FJI,Fiji,2022,0.0413793103448275,140.0,,,143.0,143.0,,,,,58.0,143.0,145.0,5414.12092119088,4.32011856243056,,,9.2173590355123,0,False
FJI,Fiji,2023,0.0194805194805194,152.0,,,142.0,152.0,,,,,137.0,139.0,152.0,5926.20586394763,2.34408296633042,,,8.75258114713507,1,False
FJI,Fiji,2024,0.0533333333333333,143.0,,,142.0,136.0,,,,,,151.0,137.0,6425.74151715712,4.51138256524155,,,7.10765055577566,1,False
FRA,France,2020,0.8571428571428572,21.0,,0.208,,,,49.0,25.0,18.0,55.0,,,39169.8606000707,0.476498852725066,99.1902372350206,2024.0,1.13234775294505,0,False
FRA,France,2021,0.7857142857142857,34.0,,0.08,,,,,18.0,17.0,123.0,,,43725.0999521245,1.64233141038385,99.1902372350206,2024.0,1.10053030062383,0,False
FRA,France,2022,0.7862068965517242,32.0,,,26.0,16.0,,,,,101.0,26.0,20.0,40988.6396406579,5.22236748369735,99.1902372350206,2024.0,1.17052155739918,0,False
FRA,France,2023,0.8571428571428572,23.0,,,26.0,21.0,,,,,55.0,28.0,21.0,44700.1384177544,4.87835726508441,99.1902372350206,2024.0,1.20083883326395,1,False
FRA,France,2024,0.86,22.0,,,26.0,21.0,,,,,,33.0,19.0,46103.0840855884,1.99904942291463,99.1902372350206,2024.0,1.22689654507268,1,False
FRA,France,2025,0.8372093023255813,22.0,,,24.0,19.0,22.0,,,,,30.0,,46103.0840855884,1.99904942291463,99.1902372350206,2024.0,1.22689654507268,1,True
GAB,Gabon,2020,0.0285714285714285,137.0,,0.003,,,,138.0,144.0,144.0,119.0,,,6605.80346077565,1.35276110675333,68.1812562934141,2024.0,,0,False
GAB,Gabon,2021,0.0324675324675324,150.0,,0.0,,,,,149.0,149.0,116.0,,,8181.40914134656,1.0869074651941,68.1812562934141,2024.0,,0,False
GAB,Gabon,2022,0.0551724137931034,138.0,,,136.0,133.0,,,,,106.0,136.0,136.0,8409.2074145028,4.23124798274579,68.1812562934141,2024.0,,0,False
GAB,Gabon,2023,0.0324675324675324,150.0,,,151.0,148.0,,,,,120.0,150.0,148.0,7802.82433276138,3.62901534185376,68.1812562934141,2024.0,,1,False
GBR,United Kingdom,2020,0.9071428571428573,14.0,,0.333,,,,42.0,19.0,15.0,17.0,,,40812.6794663879,0.989486703772491,99.2843092777584,2024.0,0.119239810240544,0,False
GBR,United Kingdom,2021,0.8701298701298701,21.0,,0.13,,,,,15.0,12.0,94.0,,,47691.3768799404,2.51837109614213,99.2843092777584,2024.0,0.108356162342484,0,False
GBR,United Kingdom,2022,0.8896551724137931,17.0,,,14.0,12.0,,,,,71.0,14.0,11.0,47057.043229179,7.92204883147902,99.2843092777584,2024.0,0.124639359449125,0,False
GBR,United Kingdom,2023,0.9155844155844156,14.0,,,15.0,8.0,,,,,38.0,20.0,8.0,49944.4702124201,6.79396706793963,99.2843092777584,2024.0,0.13115224032166,1,False
GBR,United Kingdom,2024,0.9266666666666666,12.0,,,12.0,9.0,,,,,,21.0,8.0,53246.3676145108,3.2715729463592,99.2843092777584,2024.0,0.131152727493427,1,False
GBR,United Kingdom,2025,0.9224806201550388,11.0,,,12.0,12.0,9.0,,,,,27.0,,53246.3676145108,3.2715729463592,99.2843092777584,2024.0,0.131152727493427,1,True
GEO,Georgia,2020,0.7928571428571428,30.0,,0.17,,,,18.0,58.0,50.0,21.0,,,4300.85701291207,5.2024648897534,78.8236410959339,2024.0,13.1764161481873,0,False
GEO,Georgia,2021,0.6428571428571428,56.0,,0.05,,,,,66.0,79.0,38.0,,,5083.60695484577,9.56691433824769,78.8236410959339,2024.0,14.0238156359641,0,False
GEO,Georgia,2022,0.7517241379310344,37.0,,,47.0,53.0,,,,,33.0,47.0,52.0,6729.84659930283,11.8981654203198,78.8236410959339,2024.0,15.4242760609985,0,False
GEO,Georgia,2023,0.6688311688311688,52.0,,,51.0,39.0,,,,,91.0,50.0,39.0,8283.66960652261,2.48776056578715,78.8236410959339,2024.0,13.6504078223071,1,False
GEO,Georgia,2024,0.6466666666666667,54.0,,,74.0,53.0,,,,,,64.0,55.0,9241.49122313713,1.10971758022096,78.8236410959339,2024.0,11.8704808635887,1,False
GEO,Georgia,2025,0.5658914728682171,57.0,,,70.0,46.0,73.0,,,,,60.0,,9241.49122313713,1.10971758022096,78.8236410959339,2024.0,11.8704808635887,1,True
GHA,Ghana,2020,0.8142857142857143,27.0,,0.18,,,,87.0,23.0,44.0,19.0,,,2195.45481659987,9.88728956269944,81.2430252454858,2024.0,6.13064485540951,0,False
GHA,Ghana,2021,0.8961038961038961,17.0,,0.14,,,,,37.0,32.0,10.0,,,2445.18662529344,9.9710886750444,81.2430252454858,2024.0,2.45987576586277,0,False
GHA,Ghana,2022,0.6689655172413793,49.0,,,66.0,68.0,,,,,14.0,66.0,58.0,2229.89122647803,31.2558951049016,81.2430252454858,2024.0,2.87894180193646,0,False
GHA,Ghana,2023,0.8181818181818181,29.0,,,31.0,74.0,,,,,4.0,30.0,74.0,2383.90410483418,38.1069656296501,81.2430252454858,2024.0,3.04707983222618,1,False
GHA,Ghana,2024,0.7,46.0,,,33.0,67.0,,,,,,35.0,57.0,2390.77237652715,22.8483281157842,81.2430252454858,2024.0,3.67815124775026,1,False
