country_iso3,country_name,year,adoption_percentile,rank,rank_note,overall_score,centralized_service_value_received_rank,defi_value_received_rank,institutional_centralized_service_value_received_rank,number_of_onchain_deposits_rank,onchain_retail_value_received_rank,onchain_value_received_rank,p2p_exchange_trade_volume_rank,retail_centralized_service_value_received_rank,retail_defi_value_received_rank,gdp_per_capita_usd,inflation_cpi_annual_pct,financial_account_baseline,baseline_year,remittances_received_pct_gdp,post_2022,is_forward_filled
GHA,Ghana,2025,0.6976744186046512,40.0,,,40.0,44.0,40.0,,,,,34.0,,2390.77237652715,22.8483281157842,81.2430252454858,2024.0,3.67815124775026,1,True
GIN,Guinea,2023,0.3181818181818182,106.0,,,131.0,73.0,,,,,78.0,129.0,73.0,1555.49375806861,7.80497591927973,36.0480250155865,2024.0,2.21728188238975,1,False
GIN,Guinea,2024,0.0733333333333333,140.0,,,135.0,144.0,,,,,,131.0,140.0,1694.95375862193,8.12313914948596,36.0480250155865,2024.0,2.46482438123278,1,False
GRC,Greece,2020,0.6,57.0,,0.084,,,,48.0,68.0,65.0,62.0,,,17886.733165236,-1.24798355581405,88.5519759112244,2024.0,0.31948810676227,0,False
GRC,Greece,2021,0.4155844155844156,91.0,,0.03,,,,,63.0,61.0,121.0,,,20654.7001960815,1.22382501019854,88.5519759112244,2024.0,0.315553946217487,0,False
GRC,Greece,2022,0.4206896551724137,85.0,,,68.0,59.0,,,,,117.0,68.0,53.0,20886.5243087629,9.64525981280632,88.5519759112244,2024.0,0.275508376333916,0,False
GRC,Greece,2023,0.512987012987013,76.0,,,69.0,61.0,,,,,104.0,72.0,61.0,23343.7103964562,3.46480128513405,88.5519759112244,2024.0,0.223070437548297,1,False
GRC,Greece,2024,0.6,61.0,,,69.0,65.0,,,,,,76.0,65.0,24626.1481858973,2.74149045788606,88.5519759112244,2024.0,0.219111411118225,1,False
GRC,Greece,2025,0.4651162790697675,70.0,,,74.0,65.0,76.0,,,,,70.0,,24626.1481858973,2.74149045788606,88.5519759112244,2024.0,0.219111411118225,1,True
GTM,Guatemala,2020,0.3571428571428571,91.0,,0.039,,,,131.0,81.0,74.0,72.0,,,4477.61785000665,3.21444062197345,38.2819483827324,2024.0,14.6751379764358,0,False
GTM,Guatemala,2021,0.4675324675324676,83.0,,0.03,,,,,85.0,94.0,64.0,,,4912.62240414681,4.26105127422813,38.2819483827324,2024.0,17.8213863093606,0,False
GTM,Guatemala,2022,0.5310344827586206,69.0,,,65.0,111.0,,,,,57.0,65.0,107.0,5358.70156997677,6.88512823344287,38.2819483827324,2024.0,19.0341676606447,0,False
GTM,Guatemala,2023,0.3311688311688312,104.0,,,87.0,100.0,,,,,126.0,76.0,100.0,5758.32760847852,6.20657592272126,38.2819483827324,2024.0,19.1445837880762,1,False
GTM,Guatemala,2024,0.2066666666666666,120.0,,,99.0,134.0,,,,,,95.0,132.0,6150.02571438505,2.86992752918294,38.2819483827324,2024.0,19.1206727962629,1,False
GTM,Guatemala,2025,0.4573643410852713,71.0,,,82.0,51.0,84.0,,,,,76.0,,6150.02571438505,2.86992752918294,38.2819483827324,2024.0,19.1206727962629,1,True
GUY,Guyana,2020,0.0,141.0,,0.0,,,,152.0,152.0,153.0,134.0,,,6775.70939096303,0.99333702283873,,,8.06151198098608,0,False
GUY,Guyana,2021,0.0129870129870129,153.0,,0.0,,,,,155.0,156.0,108.0,,,9860.87014834386,5.03285574626702,,,6.88301292281138,0,False
GUY,Guyana,2022,0.0275862068965517,142.0,,,142.0,142.0,,,,,126.0,142.0,143.0,17913.4928066879,6.11505550109935,,,3.66298141565721,0,False
GUY,Guyana,2023,0.0,155.0,,,154.0,153.0,,,,,154.0,154.0,153.0,20473.7002190617,2.82110335099641,,,3.22475315141245,1,False
HND,Honduras,2020,0.1785714285714286,116.0,,0.013,,,,130.0,123.0,125.0,100.0,,,2307.61494319511,3.46841177951184,42.4429707366343,2024.0,23.9319582167015,0,False
HND,Honduras,2021,0.6298701298701299,58.0,,0.05,,,,,96.0,24.0,78.0,,,2735.14751503977,4.48087963413445,42.4429707366343,2024.0,25.5945914762165,0,False
HND,Honduras,2022,0.3862068965517241,90.0,,,84.0,4.0,,,,,73.0,84.0,54.0,3003.28996826399,9.08963911525025,42.4429707366343,2024.0,27.0011044721289,0,False
HND,Honduras,2023,0.3246753246753247,105.0,,,99.0,109.0,,,,,97.0,90.0,109.0,3227.45762509776,6.66325180347457,42.4429707366343,2024.0,26.1039039273527,1,False
HND,Honduras,2024,0.24,115.0,,,87.0,131.0,,,,,,107.0,123.0,3426.43483328923,4.60621098127107,42.4429707366343,2024.0,25.6991309025944,1,False
HND,Honduras,2025,0.2093023255813954,103.0,,,106.0,101.0,108.0,,,,,94.0,,3426.43483328923,4.60621098127107,42.4429707366343,2024.0,25.6991309025944,1,True
HRV,Croatia,2020,0.4571428571428572,77.0,,0.054,,,,28.0,80.0,72.0,94.0,,,14807.5608543265,0.154811374562106,92.6404988027313,2024.0,7.23744781675256,0,False
HRV,Croatia,2021,0.4545454545454546,85.0,,0.03,,,,,67.0,77.0,96.0,,,17788.7865816658,2.55450699642041,92.6404988027313,2024.0,7.22270488573907,0,False
HRV,Croatia,2022,0.296551724137931,103.0,,,91.0,80.0,,,,,93.0,91.0,84.0,18465.5414420364,10.7805806758686,92.6404988027313,2024.0,7.52367920790561,0,False
HRV,Croatia,2023,0.3441558441558441,102.0,,,91.0,95.0,,,,,109.0,93.0,95.0,22184.2279304842,7.9412817758683,92.6404988027313,2024.0,7.09611874772375,1,False
HRV,Croatia,2024,0.4,91.0,,,85.0,90.0,,,,,,96.0,84.0,24050.4397933135,2.97200477643618,92.6404988027313,2024.0,7.21050944903008,1,False
HRV,Croatia,2025,0.3488372093023255,85.0,,,90.0,85.0,90.0,,,,,91.0,,24050.4397933135,2.97200477643618,92.6404988027313,2024.0,7.21050944903008,1,True
HTI,Haiti,2020,0.0928571428571428,128.0,,0.006,,,,148.0,125.0,130.0,121.0,,,1290.32538667383,22.7963113642528,,,22.4512536627714,0,False
HTI,Haiti,2021,0.2272727272727273,120.0,,0.01,,,,,121.0,122.0,74.0,,,1841.33189337222,16.8415240198785,,,19.0714280484253,0,False
HTI,Haiti,2022,0.096551724137931,132.0,,,110.0,128.0,,,,,145.0,110.0,133.0,1760.62635668777,33.98393194707,,,18.7510455649753,0,False
HTI,Haiti,2023,0.4415584415584416,87.0,,,103.0,101.0,,,,,42.0,113.0,101.0,1705.75808460999,36.8135162780854,,,18.9075125418803,1,False
HTI,Haiti,2024,0.1466666666666666,129.0,,,83.0,147.0,,,,,,68.0,141.0,2142.62330526788,26.9490564091987,,,16.2978802161959,1,False
HUN,Hungary,2020,0.3857142857142857,87.0,,0.041,,,,51.0,75.0,62.0,113.0,,,16386.9308821258,3.32674385766738,86.9605630769545,2024.0,2.47049834371569,0,False
HUN,Hungary,2021,0.3441558441558441,102.0,,0.02,,,,,78.0,72.0,128.0,,,19030.628130329,5.11096534382855,86.9605630769545,2024.0,2.05117225294059,0,False
HUN,Hungary,2022,0.3793103448275862,91.0,,,79.0,81.0,,,,,112.0,79.0,73.0,18428.028825614,14.6081439492433,86.9605630769545,2024.0,2.2424521145243,0,False
HUN,Hungary,2023,0.5324675324675325,73.0,,,79.0,47.0,,,,,96.0,77.0,47.0,22230.6277875187,17.1249659678737,86.9605630769545,2024.0,2.40983965445182,1,False
HUN,Hungary,2024,0.6066666666666667,60.0,,,65.0,64.0,,,,,,73.0,66.0,23292.3263882478,3.70370370370369,86.9605630769545,2024.0,2.46145540911402,1,False
HUN,Hungary,2025,0.4961240310077519,66.0,,,73.0,60.0,75.0,,,,,68.0,,23292.3263882478,3.70370370370369,86.9605630769545,2024.0,2.46145540911402,1,True
IDN,Indonesia,2020,0.7785714285714286,32.0,,0.151,,,,75.0,12.0,11.0,103.0,,,3853.70288774146,1.91983527270793,56.3278493718021,2024.0,0.91127727787002,0,False
IDN,Indonesia,2021,0.8441558441558441,25.0,,0.1,,,,,14.0,16.0,111.0,,,4287.17313995098,1.56007882983334,56.3278493718021,2024.0,0.792444188150129,0,False
IDN,Indonesia,2022,0.8689655172413793,20.0,,,16.0,18.0,,,,,129.0,16.0,13.0,4730.83484836107,4.20946463714784,56.3278493718021,2024.0,0.99228904198387,0,False
IDN,Indonesia,2023,0.961038961038961,7.0,,,13.0,5.0,,,,,14.0,13.0,5.0,4876.30774512252,3.66938654859761,56.3278493718021,2024.0,1.05507286323115,1,False
IDN,Indonesia,2024,0.9866666666666668,3.0,,,6.0,1.0,,,,,,6.0,1.0,4925.43048751861,2.18151273615189,56.3278493718021,2024.0,1.14863323387459,1,False
IDN,Indonesia,2025,0.9534883720930232,7.0,,,7.0,4.0,7.0,,,,,9.0,,4925.43048751861,2.18151273615189,56.3278493718021,2024.0,1.14863323387459,1,True
IND,India,2020,0.9285714285714286,11.0,,0.395,,,,129.0,3.0,3.0,32.0,,,1907.04251637669,6.62343677628535,89.0248224502547,2024.0,3.10855277353444,0,False
IND,India,2021,0.9935064935064936,2.0,,0.37,,,,,3.0,2.0,72.0,,,2239.61384367482,5.13140747176369,89.0248224502547,2024.0,2.82183503869842,0,False
IND,India,2022,0.9793103448275862,4.0,,,1.0,1.0,,,,,82.0,1.0,1.0,2347.44829434623,6.69903414079852,89.0248224502547,2024.0,3.32391537862222,0,False
IND,India,2023,1.0,1.0,,,1.0,1.0,,,,,5.0,1.0,1.0,2530.12031278204,5.64914318907925,89.0248224502547,2024.0,3.28504639847322,1,False
IND,India,2024,1.0,1.0,,,1.0,3.0,,,,,,1.0,2.0,2694.73780859961,4.95303550973656,89.0248224502547,2024.0,3.52118550357421,1,False
IND,India,2025,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,2694.73780859961,4.95303550973656,89.0248224502547,2024.0,3.52118550357421,1,True
IRL,Ireland,2020,0.5142857142857142,69.0,,0.071,,,,23.0,108.0,101.0,48.0,,,86514.0706108754,-0.326183651280033,98.2929182250875,2024.0,0.06331314263944,0,False
IRL,Ireland,2021,0.2402597402597402,118.0,,0.01,,,,,108.0,98.0,132.0,,,103783.446284479,2.34034113447044,98.2929182250875,2024.0,0.0339096176869685,0,False
IRL,Ireland,2022,0.1517241379310344,124.0,,,117.0,67.0,,,,,120.0,117.0,95.0,105190.685952731,7.82945736434105,98.2929182250875,2024.0,0.0969814080083862,0,False
IRL,Ireland,2023,0.2597402597402597,115.0,,,115.0,94.0,,,,,131.0,125.0,94.0,106818.917130804,6.29942487419125,98.2929182250875,2024.0,0.100626960522158,1,False
IRL,Ireland,2024,0.3266666666666666,102.0,,,102.0,86.0,,,,,,118.0,98.0,112894.953240805,2.11344999577317,98.2929182250875,2024.0,0.107757774289943,1,False
IRL,Ireland,2025,0.3023255813953488,91.0,,,99.0,79.0,95.0,,,,,105.0,,112894.953240805,2.11344999577317,98.2929182250875,2024.0,0.107757774289943,1,True
IRN,"Iran, Islamic Rep.",2020,0.6357142857142857,52.0,,0.092,,,,102.0,28.0,20.0,92.0,,,3202.50003502169,30.5941390387295,91.0610044635676,2024.0,,0,False
IRN,"Iran, Islamic Rep.",2021,0.6493506493506493,55.0,,0.05,,,,,19.0,33.0,141.0,,,4605.14881318992,43.3890162681514,91.0610044635676,2024.0,,0,False
IRN,"Iran, Islamic Rep.",2023,0.8246753246753247,28.0,,,33.0,31.0,,,,,57.0,14.0,31.0,5049.29931642754,44.5791857572797,91.0610044635676,2024.0,,1,False
IRN,"Iran, Islamic Rep.",2024,0.14,130.0,,,148.0,109.0,,,,,,144.0,111.0,5190.16959024821,32.455871402917,91.0610044635676,2024.0,,1,False
IRQ,Iraq,2020,0.0714285714285714,131.0,,0.005,,,,144.0,117.0,92.0,138.0,,,4295.18945121228,0.574162679425795,30.1610517779513,2024.0,0.356221273355833,0,False
IRQ,Iraq,2021,0.2207792207792207,121.0,,0.01,,,,,98.0,84.0,150.0,,,4868.49431080783,6.04186489058044,30.1610517779513,2024.0,0.400349187063478,0,False
IRQ,Iraq,2022,0.6482758620689655,52.0,,,24.0,98.0,,,,,130.0,24.0,101.0,6520.73154560584,4.99476596381044,30.1610517779513,2024.0,0.3822220371914,0,False
IRQ,Iraq,2023,0.5909090909090908,64.0,,,60.0,98.0,,,,,27.0,64.0,98.0,5965.31835077761,4.35835351089586,30.1610517779513,2024.0,0.432049782942699,1,False
IRQ,Iraq,2024,0.5466666666666666,69.0,,,56.0,91.0,,,,,,46.0,85.0,6073.61032342708,-12.2969837587007,30.1610517779513,2024.0,0.248997592822188,1,False
IRQ,Iraq,2025,0.6666666666666667,44.0,,,50.0,45.0,55.0,,,,,40.0,,6073.61032342708,-12.2969837587007,30.1610517779513,2024.0,0.248997592822188,1,True
ISL,Iceland,2020,0.15,120.0,,0.01,,,,32.0,141.0,140.0,110.0,,,60127.9393575616,2.84792401518665,99.8548358099717,2024.0,0.759557117718073,0,False
ISL,Iceland,2021,0.0519480519480519,147.0,,0.0,,,,,144.0,144.0,145.0,,,70425.4064277273,4.44423970189739,99.8548358099717,2024.0,0.73686487544575,0,False
ISL,Iceland,2022,0.0482758620689655,139.0,,,141.0,129.0,,,,,77.0,141.0,129.0,76350.4550416502,8.3087551155892,99.8548358099717,2024.0,0.667749932634084,0,False
ISL,Iceland,2023,0.0259740259740259,151.0,,,146.0,133.0,,,,,153.0,149.0,133.0,82138.7892973557,8.73630299937298,99.8548358099717,2024.0,0.697213311817886,1,False
ISL,Iceland,2024,0.06,142.0,,,143.0,135.0,,,,,,148.0,143.0,86040.5309851288,5.85683849970066,99.8548358099717,2024.0,0.739962768086762,1,False
ISL,Iceland,2025,0.0930232558139535,118.0,,,119.0,108.0,118.0,,,,,120.0,,86040.5309851288,5.85683849970066,99.8548358099717,2024.0,0.739962768086762,1,True
ISR,Israel,2020,0.3214285714285714,96.0,,0.033,,,,52.0,85.0,80.0,116.0,,,44575.5719045492,-0.575254620897756,89.2691974119826,2024.0,0.251406904480002,0,False
ISR,Israel,2021,0.3636363636363636,99.0,,0.02,,,,,86.0,64.0,114.0,,,52270.9040241956,1.47965474722561,89.2691974119826,2024.0,0.25111689451007,0,False
ISR,Israel,2022,0.2413793103448276,111.0,,,101.0,77.0,,,,,105.0,101.0,65.0,54949.621556429,4.41162725488371,89.2691974119826,2024.0,0.240907416807883,0,False
ISR,Israel,2023,0.5194805194805194,75.0,,,76.0,56.0,,,,,94.0,79.0,56.0,52003.7200729997,4.22522603168918,89.2691974119826,2024.0,0.193309194499678,1,False
ISR,Israel,2024,0.54,70.0,,,89.0,61.0,,,,,,89.0,63.0,54176.6844383302,3.07480889805025,89.2691974119826,2024.0,0.176227865346397,1,False
ISR,Israel,2025,0.4496124031007752,72.0,,,75.0,69.0,74.0,,,,,78.0,,54176.6844383302,3.07480889805025,89.2691974119826,2024.0,0.176227865346397,1,True
ITA,Italy,2020,0.6571428571428571,49.0,,0.109,,,,71.0,36.0,31.0,78.0,,,32091.4866621366,-0.13770757391651,86.0191093278992,2024.0,0.518407597996087,0,False
ITA,Italy,2021,0.4935064935064935,79.0,,0.03,,,,,34.0,31.0,151.0,,,36852.5425414951,1.87378325762481,86.0191093278992,2024.0,0.463652112501098,0,False
ITA,Italy,2022,0.6551724137931034,51.0,,,32.0,30.0,,,,,132.0,32.0,27.0,35653.9042103495,8.20128991161718,86.0191093278992,2024.0,0.466821575656975,0,False
ITA,Italy,2023,0.7662337662337663,37.0,,,34.0,28.0,,,,,72.0,37.0,28.0,39277.0838783918,5.62219442195901,86.0191093278992,2024.0,0.522413573707348,1,False
ITA,Italy,2024,0.76,37.0,,,38.0,37.0,,,,,,37.0,37.0,40385.3413957669,0.982373023061417,86.0191093278992,2024.0,0.468400220480969,1,False
ITA,Italy,2025,0.7286821705426356,36.0,,,37.0,35.0,38.0,,,,,36.0,,40385.3413957669,0.982373023061417,86.0191093278992,2024.0,0.468400220480969,1,True
JAM,Jamaica,2020,0.35,92.0,,0.038,,,,68.0,96.0,114.0,84.0,,,5299.04530804283,5.2267777929352,73.3003615105011,2021.0,20.4455313500087,0,False
JAM,Jamaica,2021,0.4805194805194805,81.0,,0.03,,,,,111.0,110.0,15.0,,,5625.67806271236,5.86278242801063,73.3003615105011,2021.0,23.2192733527292,0,False
JAM,Jamaica,2022,0.6344827586206896,54.0,,,97.0,100.0,,,,,4.0,97.0,98.0,6626.47502388538,10.3495688391272,73.3003615105011,2021.0,19.6005613796812,0,False
JAM,Jamaica,2023,0.4025974025974026,93.0,,,98.0,113.0,,,,,50.0,103.0,113.0,7542.40084275345,6.47413734662063,73.3003615105011,2021.0,16.8113957088423,1,False
JAM,Jamaica,2024,0.3133333333333333,104.0,,,109.0,97.0,,,,,,109.0,89.0,7753.8006955432,5.41194447981659,73.3003615105011,2021.0,16.1911212088802,1,False
JAM,Jamaica,2025,0.2945736434108527,92.0,,,101.0,87.0,102.0,,,,,87.0,,7753.8006955432,5.41194447981659,73.3003615105011,2021.0,16.1911212088802,1,True
JOR,Jordan,2020,0.3285714285714286,95.0,,0.033,,,,114.0,90.0,87.0,89.0,,,4022.0401356135,0.333294350628378,46.4573138115455,2024.0,11.0277178090294,0,False
JOR,Jordan,2021,0.3766233766233766,97.0,,0.02,,,,,84.0,91.0,91.0,,,4183.49998326866,1.34609377243118,46.4573138115455,2024.0,10.9558097995849,0,False
JOR,Jordan,2022,0.5379310344827586,68.0,,,60.0,88.0,,,,,68.0,60.0,78.0,4332.25159897931,4.22915568897117,46.4573138115455,2024.0,9.78565654560806,0,False
JOR,Jordan,2023,0.577922077922078,66.0,,,54.0,87.0,,,,,68.0,47.0,87.0,4466.08314208575,2.08486986327134,46.4573138115455,2024.0,8.5342141956866,1,False
JOR,Jordan,2024,0.4466666666666666,84.0,,,54.0,110.0,,,,,,42.0,107.0,4618.09592498567,1.55659611283953,46.4573138115455,2024.0,8.30541068744501,1,False
JOR,Jordan,2025,0.7751937984496124,30.0,,,42.0,11.0,45.0,,,,,35.0,,4618.09592498567,1.55659611283953,46.4573138115455,2024.0,8.30541068744501,1,True
JPN,Japan,2020,0.5,71.0,,0.065,,,,122.0,32.0,16.0,106.0,,,40028.7341726762,-0.024995834027731,98.5235592091779,2024.0,0.0967099102397569,0,False
JPN,Japan,2021,0.474025974025974,82.0,,0.03,,,,,26.0,28.0,158.0,,,40094.5599795288,-0.233352779398264,98.5235592091779,2024.0,0.105055336492197,0,False
JPN,Japan,2022,0.8275862068965517,26.0,,,20.0,17.0,,,,,143.0,20.0,9.0,34065.6438962526,2.49770278172255,98.5235592091779,2024.0,0.126874933673179,0,False
JPN,Japan,2023,0.8896103896103896,18.0,,,22.0,18.0,,,,,49.0,21.0,18.0,33836.1756271617,3.26813365933163,98.5235592091779,2024.0,0.111846653062437,1,False
JPN,Japan,2024,0.8533333333333333,23.0,,,24.0,29.0,,,,,,20.0,25.0,32487.0778047567,2.73853681635241,98.5235592091779,2024.0,0.115309420280122,1,False
JPN,Japan,2025,0.8604651162790697,19.0,,,20.0,16.0,27.0,,,,,17.0,,32487.0778047567,2.73853681635241,98.5235592091779,2024.0,0.115309420280122,1,True
KAZ,Kazakhstan,2020,0.5285714285714286,67.0,,0.072,,,,84.0,74.0,61.0,60.0,,,8781.50797787648,6.71815454861464,87.0486447464415,2024.0,0.218836862121885,0,False
KAZ,Kazakhstan,2021,0.3376623376623376,103.0,,0.02,,,,,70.0,75.0,138.0,,,9983.60103576902,8.04147134028391,87.0486447464415,2024.0,0.157213071084416,0,False
KAZ,Kazakhstan,2022,0.5862068965517242,61.0,,,44.0,73.0,,,,,115.0,44.0,59.0,11255.3396437881,15.0278644440851,87.0486447464415,2024.0,0.213219830288597,0,False
KAZ,Kazakhstan,2023,0.7077922077922079,46.0,,,41.0,40.0,,,,,81.0,35.0,40.0,12879.4275257974,14.7249900200331,87.0486447464415,2024.0,0.115996073438374,1,False
KAZ,Kazakhstan,2024,0.6266666666666667,57.0,,,47.0,79.0,,,,,,41.0,76.0,14154.6324958076,8.83943897452672,87.0486447464415,2024.0,0.08260553410117,1,False
KAZ,Kazakhstan,2025,0.5813953488372092,55.0,,,60.0,57.0,65.0,,,,,56.0,,14154.6324958076,8.83943897452672,87.0486447464415,2024.0,0.08260553410117,1,True
KEN,Kenya,2020,0.9714285714285714,5.0,,0.645,,,,57.0,11.0,37.0,1.0,,,1927.66459027849,5.40516207933392,90.1199173733613,2024.0,3.08763090265523,0,False
KEN,Kenya,2021,0.974025974025974,5.0,,0.28,,,,,28.0,41.0,1.0,,,2061.35622089594,6.10793603659176,90.1199173733613,2024.0,3.43661248510652,0,False
KEN,Kenya,2022,0.8758620689655172,19.0,,,43.0,9.0,,,,,5.0,43.0,34.0,2109.56288513137,7.65986268272224,90.1199173733613,2024.0,3.54717907214312,0,False
KEN,Kenya,2023,0.8701298701298701,21.0,,,20.0,55.0,,,,,3.0,34.0,55.0,1942.58802756191,7.67139634029402,90.1199173733613,2024.0,3.93262959527649,1,False
KEN,Kenya,2024,0.8200000000000001,28.0,,,31.0,32.0,,,,,,27.0,29.0,2132.43452097647,4.48978854243448,90.1199173733613,2024.0,4.15476886041749,1,False
KEN,Kenya,2025,0.813953488372093,25.0,,,21.0,32.0,21.0,,,,,22.0,,2132.43452097647,4.48978854243448,90.1199173733613,2024.0,4.15476886041749,1,True
KGZ,Kyrgyz Republic,2020,0.1285714285714285,123.0,,0.008,,,,85.0,84.0,71.0,141.0,,,1229.51766602907,6.32542296338078,72.2642375946654,2024.0,31.8069826721848,0,False
KGZ,Kyrgyz Republic,2021,0.551948051948052,70.0,,0.04,,,,,57.0,55.0,92.0,,,1349.99730650542,11.9050398185147,72.2642375946654,2024.0,32.5635356064056,0,False
KGZ,Kyrgyz Republic,2022,0.4758620689655172,77.0,,,73.0,51.0,,,,,84.0,73.0,37.0,1739.72018344174,13.9229093174176,72.2642375946654,2024.0,26.5775606386275,0,False
KGZ,Kyrgyz Republic,2023,0.538961038961039,72.0,,,64.0,42.0,,,,,122.0,54.0,42.0,2138.22210211478,10.7532770416742,72.2642375946654,2024.0,18.773661768124,1,False
KGZ,Kyrgyz Republic,2024,0.5,76.0,,,59.0,74.0,,,,,,58.0,105.0,2420.18542283831,,72.2642375946654,2024.0,17.7363196361325,1,False
KGZ,Kyrgyz Republic,2025,0.5426356589147288,60.0,,,57.0,73.0,54.0,,,,,59.0,,2420.18542283831,,72.2642375946654,2024.0,17.7363196361325,1,True
KHM,Cambodia,2020,0.3714285714285714,89.0,,0.04,,,,111.0,51.0,49.0,111.0,,,2081.73914242939,2.9402951426397,39.0314428535,2024.0,7.43222431717955,0,False
KHM,Cambodia,2021,0.7337662337662338,42.0,,0.07,,,,,53.0,62.0,29.0,,,2167.40324198499,2.92073477592949,39.0314428535,2024.0,6.90078241933383,0,False
KHM,Cambodia,2022,0.8206896551724138,27.0,,,38.0,29.0,,,,,28.0,38.0,23.0,2325.03050040841,5.34370264895437,39.0314428535,2024.0,6.54093545373445,0,False
KHM,Cambodia,2023,0.8116883116883117,30.0,,,45.0,17.0,,,,,56.0,43.0,17.0,2429.74853452838,2.12746796594194,39.0314428535,2024.0,6.57102335601563,1,False
KHM,Cambodia,2024,0.8933333333333333,17.0,,,10.0,35.0,,,,,,9.0,23.0,2627.87969756224,0.808042016536654,39.0314428535,2024.0,6.10087598628419,1,False
KHM,Cambodia,2025,0.751937984496124,33.0,,,30.0,47.0,32.0,,,,,28.0,,2627.87969756224,0.808042016536654,39.0314428535,2024.0,6.10087598628419,1,True
KOR,"Korea, Rep.",2020,0.8857142857142857,17.0,,0.246,,,,24.0,10.0,8.0,97.0,,,33645.7719545073,0.537288023411737,96.8949448884961,2024.0,0.426290161624685,0,False
KOR,"Korea, Rep.",2021,0.7467532467532467,40.0,,0.07,,,,,13.0,13.0,153.0,,,37518.4635305697,2.49833333333339,96.8949448884961,2024.0,0.398612260944612,0,False
KOR,"Korea, Rep.",2022,0.8482758620689655,23.0,,,11.0,28.0,,,,,141.0,11.0,22.0,34822.4048404971,5.08951365062842,96.8949448884961,2024.0,0.434292552000758,0,False
KOR,"Korea, Rep.",2023,0.8311688311688312,27.0,,,16.0,29.0,,,,,75.0,16.0,29.0,35674.095995632,3.5974562502901,96.8949448884961,2024.0,0.381341957760895,1,False
KOR,"Korea, Rep.",2024,0.88,19.0,,,15.0,33.0,,,,,,14.0,33.0,36238.639908315,2.32174328643542,96.8949448884961,2024.0,0.397219091099879,1,False
KOR,"Korea, Rep.",2025,0.8914728682170543,15.0,,,11.0,24.0,13.0,,,,,12.0,,36238.639908315,2.32174328643542,96.8949448884961,2024.0,0.397219091099879,1,True
KWT,Kuwait,2020,0.2714285714285714,103.0,,0.021,,,,94.0,129.0,122.0,76.0,,,25236.0755848941,2.101729548274,74.4578561430281,2024.0,0.0202777033196997,0,False
KWT,Kuwait,2021,0.1493506493506493,132.0,,0.01,,,,,126.0,123.0,142.0,,,34018.6342592913,3.42362947609188,74.4578561430281,2024.0,0.543748747830022,0,False
KWT,Kuwait,2023,0.2532467532467533,116.0,,,119.0,93.0,,,,,130.0,122.0,93.0,34075.849012909,3.64216403030709,74.4578561430281,2024.0,0.0128691395027413,1,False
KWT,Kuwait,2024,0.1866666666666666,123.0,,,130.0,122.0,,,,,,125.0,119.0,32717.7186631255,2.89855072463762,74.4578561430281,2024.0,0.0127258921481448,1,False
KWT,Kuwait,2025,0.2403100775193798,99.0,,,105.0,88.0,105.0,,,,,104.0,,32717.7186631255,2.89855072463762,74.4578561430281,2024.0,0.0127258921481448,1,True
LAO,Lao PDR,2020,0.0,,Among lowest,0.0,,,,67.0,82.0,97.0,,,,2583.77730696131,5.10407262959919,37.6501969468659,2024.0,1.22309812418047,0,False
LAO,Lao PDR,2021,0.5,78.0,,0.03,,,,,91.0,93.0,53.0,,,2526.05105018529,3.75562036658877,37.6501969468659,2024.0,1.16599964631609,0,False
LAO,Lao PDR,2022,0.4137931034482759,86.0,,,88.0,83.0,,,,,59.0,88.0,86.0,2046.40440255621,22.9562225132056,37.6501969468659,2024.0,1.54993514268783,0,False
LAO,Lao PDR,2023,0.6753246753246753,51.0,,,49.0,35.0,,,,,106.0,40.0,35.0,2066.94979776957,31.2301341732646,37.6501969468659,2024.0,1.81268457051843,1,False
LAO,Lao PDR,2024,0.4333333333333333,86.0,,,70.0,88.0,,,,,,72.0,108.0,2123.97909415109,23.1305695942588,37.6501969468659,2024.0,1.49419709212958,1,False
LAO,Lao PDR,2025,0.0387596899224805,125.0,,,126.0,120.0,126.0,,,,,126.0,,2123.97909415109,23.1305695942588,37.6501969468659,2024.0,1.49419709212958,1,True
LBN,Lebanon,2020,0.1928571428571428,114.0,,0.013,,,,120.0,119.0,118.0,115.0,,,5561.19166950397,84.8643330472041,23.0438575680739,2024.0,20.7914353641318,0,False
LBN,Lebanon,2021,0.564935064935065,68.0,,0.04,,,,,109.0,21.0,95.0,,,4045.37391066234,154.756096023393,23.0438575680739,2024.0,27.4664867984856,0,False
LBN,Lebanon,2022,0.3931034482758621,89.0,,,90.0,2.0,,,,,56.0,90.0,72.0,3654.35845534878,171.205491336641,23.0438575680739,2024.0,30.6555163782975,0,False
LBN,Lebanon,2023,0.2987012987012987,109.0,,,101.0,118.0,,,,,83.0,96.0,118.0,3477.72489842684,221.341644023365,23.0438575680739,2024.0,33.349773045666,1,False
LBR,Liberia,2024,0.1733333333333333,125.0,,,118.0,137.0,,,,,,116.0,124.0,851.497723870206,8.21497439118964,52.2139331485699,2024.0,21.2758383451019,1,False
LBY,Libya,2020,0.0,,Among lowest,0.0,,,,107.0,132.0,127.0,,,,6650.33810585348,1.44703656998741,33.1190908215163,2024.0,,0,False
