date,asset,transfer_volume_usd,post_nov_2022,active_addresses,active_addresses_squared
2020-05-06,USDT,59321368204,0,99373,9874993129
2020-05-07,USDT,72554504815,0,100248,10049661504
2020-05-08,USDT,63400633378,0,95232,9069133824
2020-05-09,USDT,57870685210,0,107781,11616743961
2020-05-10,USDT,79545041693,0,101379,10277701641
2020-05-11,USDT,68664007367,0,112833,12731285889
2020-05-12,USDT,49750084616,0,96418,9296430724
2020-05-13,USDT,53063776325,0,102280,10461198400
2020-05-14,USDT,64544825214,0,103103,10630228609
2020-05-15,USDT,53148365727,0,102841,10576271281
2020-05-16,USDT,42259786355,0,93421,8727483241
2020-05-17,USDT,45525203695,0,89381,7988963161
2020-05-18,USDT,50496315260,0,104921,11008416241
2020-05-19,USDT,46955432504,0,103226,10655607076
2020-05-20,USDT,44447276085,0,109351,11957641201
2020-05-21,USDT,47340041421,0,117882,13896165924
2020-05-22,USDT,37971264880,0,127098,16153901604
2020-05-23,USDT,33726005349,0,114653,13145310409
2020-05-24,USDT,38944229194,0,104854,10994361316
2020-05-25,USDT,35985513624,0,131023,17167026529
2020-05-26,USDT,32858110128,0,122326,14963650276
2020-05-27,USDT,35192290092,0,121177,14683865329
2020-05-28,USDT,38116870951,0,120490,14517840100
2020-05-29,USDT,36706734857,0,127466,16247581156
2020-05-30,USDT,40377918880,0,130721,17087979841
2020-05-31,USDT,35009124470,0,119614,14307508996
2020-06-01,USDT,39619617695,0,136635,18669123225
2020-06-02,USDT,45585907575,0,145404,21142323216
2020-06-03,USDT,30557149519,0,119248,14220085504
2020-06-04,USDT,31617065491,0,124128,15407760384
2020-06-05,USDT,29614424319,0,121429,14745002041
2020-06-06,USDT,23548822467,0,202278,40916389284
2020-06-07,USDT,29418233806,0,216278,46776173284
2020-06-08,USDT,23773499797,0,167665,28111552225
2020-06-09,USDT,25504409744,0,141776,20100434176
2020-06-10,USDT,26529161098,0,131880,17392334400
2020-06-11,USDT,39277703093,0,127010,16131540100
2020-06-12,USDT,28748565604,0,145366,21131273956
2020-06-13,USDT,21716523327,0,123966,15367569156
2020-06-14,USDT,21206505066,0,111205,12366552025
2020-06-15,USDT,33118696637,0,137416,18883157056
2020-06-16,USDT,25217650481,0,141976,20157184576
2020-06-17,USDT,24323246034,0,133080,17710286400
2020-06-18,USDT,21264596740,0,142458,20294281764
2020-06-19,USDT,23397934727,0,146372,21424762384
2020-06-20,USDT,20222952960,0,147501,21756545001
2020-06-21,USDT,18590123868,0,149109,22233493881
2020-06-22,USDT,25901068733,0,171435,29389959225
2020-06-23,USDT,21481732223,0,197323,38936366329
2020-06-24,USDT,25367004473,0,148751,22126860001
2020-06-25,USDT,21617089198,0,147815,21849274225
2020-06-26,USDT,22595324560,0,147681,21809677761
2020-06-27,USDT,22069989504,0,143142,20489632164
2020-06-28,USDT,18015458533,0,130039,16910141521
2020-06-29,USDT,20201360245,0,119419,14260897561
2020-06-30,USDT,18926019120,0,159241,25357696081
2020-07-01,USDT,20410901924,0,138116,19076029456
2020-07-02,USDT,21713824216,0,138383,19149854689
2020-07-03,USDT,17207532375,0,133205,17743572025
2020-07-04,USDT,16834529314,0,120091,14421848281
2020-07-05,USDT,18453609716,0,103921,10799574241
2020-07-06,USDT,28513816011,0,126654,16041235716
2020-07-07,USDT,20262759503,0,136571,18651638041
2020-07-08,USDT,28520237097,0,146337,21414517569
2020-07-09,USDT,24559681375,0,134983,18220410289
2020-07-10,USDT,19416307998,0,125500,15750250000
2020-07-11,USDT,16806691103,0,119397,14255643609
2020-07-12,USDT,18560508406,0,123861,15341547321
2020-07-13,USDT,23293356124,0,143530,20600860900
2020-07-14,USDT,21927614040,0,133474,17815308676
2020-07-15,USDT,19801020732,0,138417,19159265889
2020-07-16,USDT,20174060342,0,130538,17040169444
2020-07-17,USDT,16824229378,0,125392,15723153664
2020-07-18,USDT,15430964635,0,113551,12893829601
2020-07-19,USDT,16068695380,0,107676,11594120976
2020-07-20,USDT,16920167824,0,133519,17827323361
2020-07-21,USDT,22047241258,0,131392,17263857664
2020-07-22,USDT,21007802308,0,128863,16605672769
2020-07-23,USDT,24897129948,0,127534,16264921156
2020-07-24,USDT,22338273101,0,130045,16911702025
2020-07-25,USDT,25077707687,0,118290,13992524100
2020-07-26,USDT,28852807826,0,127262,16195616644
2020-07-27,USDT,44309144839,0,148401,22022856801
2020-07-28,USDT,37054214114,0,157270,24733852900
2020-07-29,USDT,31945080196,0,149313,22294371969
2020-07-30,USDT,30145197612,0,150981,22795262361
2020-07-31,USDT,31216575237,0,153590,23589888100
2020-08-01,USDT,36596724667,0,155203,24087971209
2020-08-02,USDT,43620863810,0,152179,23158448041
2020-08-03,USDT,29956228167,0,155984,24331008256
2020-08-04,USDT,32423781475,0,143942,20719299364
2020-08-05,USDT,33191883907,0,152110,23137452100
2020-08-06,USDT,32564418808,0,171950,29566802500
2020-08-07,USDT,35097319459,0,181088,32792863744
2020-08-08,USDT,25836510740,0,162213,26313057369
2020-08-09,USDT,26113895986,0,156757,24572757049
2020-08-10,USDT,36347245628,0,177307,31437772249
2020-08-11,USDT,39924390806,0,178060,31705363600
2020-08-12,USDT,38419235281,0,168105,28259291025
2020-08-13,USDT,45360887997,0,182572,33332535184
2020-08-14,USDT,38417750789,0,178619,31904747161
2020-08-15,USDT,38681122091,0,175288,30725882944
2020-08-16,USDT,35603319606,0,161381,26043827161
2020-08-17,USDT,43047212745,0,187242,35059566564
2020-08-18,USDT,40873174066,0,183099,33525243801
2020-08-19,USDT,40666046435,0,171846,29531047716
2020-08-20,USDT,32746471325,0,163979,26889112441
2020-08-21,USDT,41215985711,0,157608,24840281664
2020-08-22,USDT,32892342495,0,173593,30134529649
2020-08-23,USDT,29187550605,0,197232,38900461824
2020-08-24,USDT,31794835157,0,193040,37264441600
2020-08-25,USDT,42567672036,0,180669,32641287561
2020-08-26,USDT,37126595563,0,200767,40307388289
2020-08-27,USDT,38341362890,0,199703,39881288209
2020-08-28,USDT,31740187752,0,166858,27841592164
2020-08-29,USDT,31070541135,0,152087,23130455569
2020-08-30,USDT,36153398644,0,171186,29304646596
2020-08-31,USDT,37949635827,0,189094,35756540836
2020-09-01,USDT,49809584105,0,183656,33729526336
2020-09-02,USDT,52855722597,0,186725,34866225625
2020-09-03,USDT,57562780194,0,193634,37494125956
2020-09-04,USDT,55525478963,0,198250,39303062500
2020-09-05,USDT,78154159842,0,177050,31346702500
2020-09-06,USDT,66315625008,0,166291,27652696681
2020-09-07,USDT,59139010478,0,185421,34380947241
2020-09-08,USDT,56334310286,0,179817,32334153489
2020-09-09,USDT,42234198845,0,163327,26675708929
2020-09-10,USDT,52111960702,0,168218,28297295524
2020-09-11,USDT,46009434500,0,172664,29812856896
2020-09-12,USDT,43506381696,0,157770,24891372900
2020-09-13,USDT,46330693824,0,144371,20842985641
2020-09-14,USDT,49936255991,0,166372,27679642384
2020-09-15,USDT,49718173930,0,180955,32744712025
2020-09-16,USDT,50682289026,0,169426,28705169476
2020-09-17,USDT,51695424541,0,161256,26003497536
2020-09-18,USDT,47248825663,0,198361,39347086321
2020-09-19,USDT,37361830219,0,186396,34743468816
2020-09-20,USDT,39841903146,0,188075,35372205625
2020-09-21,USDT,51961935426,0,187132,35018385424
2020-09-22,USDT,38413876677,0,177129,31374682641
2020-09-23,USDT,43424219416,0,185070,34250904900
2020-09-24,USDT,45065266037,0,184849,34169152801
2020-09-25,USDT,41889632698,0,189096,35757297216
2020-09-26,USDT,37079804018,0,191456,36655399936
2020-09-27,USDT,36832675909,0,164625,27101390625
2020-09-28,USDT,42448311096,0,186111,34637304321
2020-09-29,USDT,37215776820,0,187926,35316181476
2020-09-30,USDT,36326500299,0,194490,37826360100
2020-10-01,USDT,44191606929,0,145945,21299943025
2020-10-02,USDT,43341045659,0,152005,23105520025
2020-10-03,USDT,29434211991,0,146931,21588718761
2020-10-04,USDT,30365398041,0,139998,19599440004
2020-10-05,USDT,33618477224,0,160619,25798463161
2020-10-06,USDT,43474684779,0,147667,21805542889
2020-10-07,USDT,34832780084,0,175394,30763055236
2020-10-08,USDT,40437506638,0,183654,33728791716
2020-10-09,USDT,40570731731,0,198150,39263422500
2020-10-10,USDT,41298643279,0,212412,45118857744
2020-10-11,USDT,36190854082,0,190489,36286059121
2020-10-12,USDT,45422749776,0,195895,38374851025
2020-10-13,USDT,41852256541,0,200378,40151342884
2020-10-14,USDT,42676684541,0,204162,41682122244
2020-10-15,USDT,40681227712,0,213326,45507982276
2020-10-16,USDT,42355198410,0,203399,41371153201
2020-10-17,USDT,31063236700,0,198318,39330029124
2020-10-18,USDT,29893695719,0,203847,41553599409
2020-10-19,USDT,35567986142,0,213137,45427380769
2020-10-20,USDT,43872844120,0,221648,49127835904
2020-10-21,USDT,60904084735,0,287303,82543013809
2020-10-22,USDT,51457694149,0,242048,58587234304
2020-10-23,USDT,45364336403,0,204870,41971716900
2020-10-24,USDT,38024192721,0,179496,32218814016
2020-10-25,USDT,37992408340,0,177914,31653391396
2020-10-26,USDT,53856600950,0,174450,30432802500
2020-10-27,USDT,50594554703,0,175207,30697492849
2020-10-28,USDT,54295663450,0,171353,29361850609
2020-10-29,USDT,45899362605,0,169324,28670616976
2020-10-30,USDT,48310061722,0,174889,30586162321
2020-10-31,USDT,42514424089,0,160330,25705708900
2020-11-01,USDT,34361640768,0,150723,22717422729
2020-11-02,USDT,47077503200,0,196269,38521520361
2020-11-03,USDT,45019168827,0,166581,27749229561
2020-11-04,USDT,51351488942,0,169730,28808272900
2020-11-05,USDT,50361326125,0,177729,31587597441
2020-11-06,USDT,52898738178,0,200344,40137718336
2020-11-07,USDT,56226369647,0,189773,36013791529
2020-11-08,USDT,36518314883,0,150308,22592494864
2020-11-09,USDT,46110330836,0,184541,34055380681
2020-11-10,USDT,38577912936,0,187150,35025122500
2020-11-11,USDT,42668662479,0,197696,39083708416
2020-11-12,USDT,43616955783,0,238705,56980077025
2020-11-13,USDT,43464032776,0,214592,46049726464
2020-11-14,USDT,37625148237,0,179519,32227071361
2020-11-15,USDT,34845215193,0,166864,27843594496
2020-11-16,USDT,43959721427,0,181248,32850837504
2020-11-17,USDT,55094987084,0,202792,41124595264
2020-11-18,USDT,68784549701,0,166836,27834250896
2020-11-19,USDT,53334422091,0,172711,29829089521
2020-11-20,USDT,58285960281,0,171157,29294718649
2020-11-21,USDT,77062206041,0,156154,24384071716
2020-11-22,USDT,80187383235,0,166780,27815568400
2020-11-23,USDT,85808045491,0,202320,40933382400
2020-11-24,USDT,99911012514,0,209124,43732847376
2020-11-25,USDT,86889311262,0,174998,30624300004
2020-11-26,USDT,114616849233,0,200967,40387735089
2020-11-27,USDT,71012323469,0,186486,34777028196
2020-11-28,USDT,59622219575,0,164802,27159699204
2020-11-29,USDT,56283936388,0,147237,21678734169
2020-11-30,USDT,78422057481,0,190935,36456174225
2020-12-01,USDT,91231924619,0,196334,38547039556
2020-12-02,USDT,65320503081,0,166323,27663340329
2020-12-03,USDT,53438971741,0,171900,29549610000
2020-12-04,USDT,57391362137,0,221380,49009104400
2020-12-05,USDT,46459783524,0,180864,32711786496
2020-12-06,USDT,41702527218,0,131821,17376776041
2020-12-07,USDT,41553114205,0,152535,23266926225
2020-12-08,USDT,51018510966,0,162943,26550421249
2020-12-09,USDT,58645762362,0,170281,28995618961
2020-12-10,USDT,42906892986,0,167540,28069651600
2020-12-11,USDT,46855379778,0,155143,24069350449
2020-12-12,USDT,37175152958,0,153081,23433792561
2020-12-13,USDT,39919658599,0,162220,26315328400
2020-12-14,USDT,34855969067,0,195349,38161231801
2020-12-15,USDT,41060539775,0,198985,39595030225
2020-12-16,USDT,65892006749,0,229171,52519347241
2020-12-17,USDT,107057692974,0,255349,65203111801
2020-12-18,USDT,68567341447,0,228992,52437336064
2020-12-19,USDT,59773866553,0,180497,32579167009
2020-12-20,USDT,62633975828,0,168004,28225344016
2020-12-21,USDT,70204823309,0,186077,34624649929
2020-12-22,USDT,72277839948,0,182221,33204492841
2020-12-23,USDT,85019037325,0,196366,38559605956
2020-12-24,USDT,70696999694,0,206200,42518440000
2020-12-25,USDT,69379207764,0,192753,37153719009
2020-12-26,USDT,70249332948,0,198640,39457849600
2020-12-27,USDT,95264858228,0,189710,35989884100
2020-12-28,USDT,76757036205,0,221086,48879019396
2020-12-29,USDT,76792619209,0,226730,51406492900
2020-12-30,USDT,72666964921,0,203228,41301619984
2020-12-31,USDT,61468463255,0,202219,40892523961
2021-01-01,USDT,60509986287,0,177292,31432453264
2021-01-02,USDT,87333964442,0,187711,35235419521
2021-01-03,USDT,120425679796,0,197640,39061569600
2021-01-04,USDT,125906387011,0,220910,48801228100
2021-01-05,USDT,101918715244,0,219417,48143819889
2021-01-06,USDT,116105139289,0,239557,57387556249
2021-01-07,USDT,129467601516,0,225898,51029906404
2021-01-08,USDT,131555961745,0,216807,47005275249
2021-01-09,USDT,103292241007,0,209448,43868464704
2021-01-10,USDT,135437984723,0,221398,49017074404
2021-01-11,USDT,180779058885,0,230030,52913800900
2021-01-12,USDT,117509616511,0,206519,42650097361
2021-01-13,USDT,98217076295,0,227134,51589853956
2021-01-14,USDT,97567813514,0,228495,52209965025
2021-01-15,USDT,112214718054,0,211222,44614733284
2021-01-16,USDT,101603530718,0,200777,40311403729
2021-01-17,USDT,91132972168,0,198955,39583092025
2021-01-18,USDT,81024209658,0,235469,55445649961
2021-01-19,USDT,103734629698,0,236871,56107870641
2021-01-20,USDT,115893865966,0,237799,56548364401
2021-01-21,USDT,125636003892,0,257573,66343850329
2021-01-22,USDT,121548669235,0,234199,54849171601
2021-01-23,USDT,80722167203,0,204893,41981141449
2021-01-24,USDT,84413124756,0,204685,41895949225
2021-01-25,USDT,101158851200,0,236181,55781464761
2021-01-26,USDT,101647526020,0,222033,49298653089
2021-01-27,USDT,105901637306,0,207809,43184580481
2021-01-28,USDT,104090387181,0,225592,50891750464
2021-01-29,USDT,183670639698,0,276434,76415756356
2021-01-30,USDT,115648742489,0,235881,55639846161
2021-01-31,USDT,101327508212,0,236250,55814062500
2021-02-01,USDT,117812471778,0,257932,66528916624
2021-02-02,USDT,112355343051,0,257101,66100924201
2021-02-03,USDT,106216534834,0,263307,69330576249
2021-02-04,USDT,130071476669,0,272323,74159816329
2021-02-05,USDT,116242339499,0,276718,76572851524
2021-02-06,USDT,121039422025,0,273703,74913332209
2021-02-07,USDT,130348566847,0,259858,67526180164
2021-02-08,USDT,156718232410,0,301354,90814233316
2021-02-09,USDT,155577364901,0,324512,105308038144
2021-02-10,USDT,167294523848,0,317725,100949175625
2021-02-11,USDT,144658901916,0,274119,75141226161
2021-02-12,USDT,147107216422,0,237842,56568816964
2021-02-13,USDT,153120142052,0,235632,55522439424
2021-02-14,USDT,138353850761,0,234659,55064846281
2021-02-15,USDT,162693579145,0,273308,74697262864
2021-02-16,USDT,141032763591,0,267636,71629028496
2021-02-17,USDT,139150324868,0,276117,76240597689
2021-02-18,USDT,94966568287,0,372958,139097669764
2021-02-19,USDT,113649609569,0,348011,121111656121
2021-02-20,USDT,137486320908,0,348949,121765404601
2021-02-21,USDT,102446076715,0,316199,99981807601
2021-02-22,USDT,169690403440,0,349220,121954608400
2021-02-23,USDT,195964923867,0,334460,111863491600
2021-02-24,USDT,129007383618,0,328257,107752658049
2021-02-25,USDT,105464333625,0,318203,101253149209
2021-02-26,USDT,124624106848,0,287873,82870864129
2021-02-27,USDT,94710037977,0,268098,71876537604
2021-02-28,USDT,106489914975,0,294316,86621907856
2021-03-01,USDT,96252860017,0,387875,150447015625
2021-03-02,USDT,92797362841,0,297478,88493160484
2021-03-03,USDT,94786928488,0,295456,87294247936
2021-03-04,USDT,103244765110,0,268253,71959672009
2021-03-05,USDT,87483469989,0,260285,67748281225
2021-03-06,USDT,66739320404,0,227517,51763985289
2021-03-07,USDT,70107811561,0,239156,57195592336
2021-03-08,USDT,88859705060,0,268251,71958599001
2021-03-09,USDT,95447392493,0,302366,91425197956
2021-03-10,USDT,94996172814,0,309467,95769824089
2021-03-11,USDT,93576067866,0,345548,119403420304
2021-03-12,USDT,99392797660,0,305161,93123235921
2021-03-13,USDT,105301861825,0,294528,86746742784
2021-03-14,USDT,83527066354,0,304215,92546766225
2021-03-15,USDT,110958014435,0,348933,121754238489
2021-03-16,USDT,101176062799,0,344495,118676805025
2021-03-17,USDT,94297363539,0,318438,101402759844
2021-03-18,USDT,87360030730,0,614295,377358347025
2021-03-19,USDT,78992617747,0,494127,244161492129
2021-03-20,USDT,78910215980,0,333341,111116222281
2021-03-21,USDT,75434025575,0,315303,99415981809
2021-03-22,USDT,86052511859,0,359381,129154703161
2021-03-23,USDT,87718238071,0,334637,111981921769
2021-03-24,USDT,97177670255,0,380330,144650908900
2021-03-25,USDT,97273950074,0,332855,110792451025
2021-03-26,USDT,82935770974,0,319237,101912262169
2021-03-27,USDT,73586222744,0,291918,85216118724
2021-03-28,USDT,69313550904,0,274799,75514490401
2021-03-29,USDT,80873581836,0,343825,118215630625
2021-03-30,USDT,82702790409,0,389726,151886355076
2021-03-31,USDT,111253962206,0,404910,163952108100
2021-04-01,USDT,108310288784,0,410517,168524207289
2021-04-02,USDT,103736039046,0,412942,170521095364
2021-04-03,USDT,109584392991,0,365214,133381265796
2021-04-04,USDT,99459708393,0,374407,140180601649
2021-04-05,USDT,132303093446,0,391288,153106298944
2021-04-06,USDT,145941395057,0,409131,167388175161
2021-04-07,USDT,161005666625,0,387141,149878153881
2021-04-08,USDT,100309980611,0,367329,134930594241
2021-04-09,USDT,86500025530,0,364110,132576092100
2021-04-10,USDT,111560200798,0,342212,117109052944
2021-04-11,USDT,100277986732,0,352194,124040613636
2021-04-12,USDT,106711464727,0,430646,185455977316
2021-04-13,USDT,137132738350,0,401103,160883616609
2021-04-14,USDT,172073450566,0,423736,179552197696
2021-04-15,USDT,134206127794,0,418503,175144761009
2021-04-16,USDT,232378434390,0,438804,192548950416
2021-04-17,USDT,178501336545,0,449344,201910030336
2021-04-18,USDT,226468468195,0,420944,177193851136
2021-04-19,USDT,169646878924,0,484097,234349905409
2021-04-20,USDT,171214521691,0,503821,253835600041
2021-04-21,USDT,130529572776,0,499019,249019962361
2021-04-22,USDT,166853483576,0,398140,158515459600
2021-04-23,USDT,200928310345,0,414279,171627089841
2021-04-24,USDT,105265165685,0,312072,97388933184
2021-04-25,USDT,91733321074,0,321311,103240758721
2021-04-26,USDT,114746493323,0,407008,165655512064
2021-04-27,USDT,100848882802,0,388277,150759028729
2021-04-28,USDT,107174178546,0,362295,131257667025
2021-04-29,USDT,93716158086,0,382586,146372047396
2021-04-30,USDT,99120376275,0,402848,162286511104
2021-05-01,USDT,93561408428,0,359586,129302091396
2021-05-02,USDT,87140031400,0,332064,110266500096
2021-05-03,USDT,115365514515,0,385544,148644175936
2021-05-04,USDT,184507815469,0,452808,205035084864
2021-05-05,USDT,194666058568,0,440265,193833270225
2021-05-06,USDT,209142160582,0,487083,237249848889
2021-05-07,USDT,195953903780,0,501513,251515289169
2021-05-08,USDT,154970468014,0,591566,349950332356
2021-05-09,USDT,177124716916,0,571506,326619108036
2021-05-10,USDT,196654261473,0,836512,699752326144
2021-05-11,USDT,175304543466,0,847330,717968128900
2021-05-12,USDT,179881127372,0,725957,527013565849
2021-05-13,USDT,238503239903,0,617963,381878269369
2021-05-14,USDT,157669573391,0,611704,374181783616
2021-05-15,USDT,160240116663,0,499373,249373393129
2021-05-16,USDT,156189820298,0,455031,207053210961
2021-05-17,USDT,174105627753,0,511585,261719212225
2021-05-18,USDT,139497732905,0,509775,259870550625
2021-05-19,USDT,279067455600,0,539655,291227519025
2021-05-20,USDT,203389167819,0,477988,228472528144
2021-05-21,USDT,175788781082,0,433856,188231028736
2021-05-22,USDT,123183907998,0,355846,126626375716
2021-05-23,USDT,166357484552,0,359511,129248159121
2021-05-24,USDT,150726607629,0,618058,381995691364
2021-05-25,USDT,133337899988,0,373155,139244654025
2021-05-26,USDT,115346863805,0,390465,152462916225
2021-05-27,USDT,98115089359,0,330636,109320164496
2021-05-28,USDT,114444985848,0,345561,119412404721
2021-05-29,USDT,93338666927,0,607851,369482838201
2021-05-30,USDT,76081689608,0,929997,864894420009
2021-05-31,USDT,87983357586,0,349560,122192193600
2021-06-01,USDT,84110288079,0,374653,140364870409
2021-06-02,USDT,80399629557,0,432559,187107288481
2021-06-03,USDT,79950612936,0,412655,170284149025
2021-06-04,USDT,92563710563,0,409501,167691069001
2021-06-05,USDT,74062610826,0,341196,116414710416
2021-06-06,USDT,54108953419,0,295205,87145992025
2021-06-07,USDT,70487554952,0,357754,127987924516
2021-06-08,USDT,96727203765,0,374792,140469043264
2021-06-09,USDT,92231696007,0,377315,142366609225
2021-06-10,USDT,72706032485,0,352483,124244265289
2021-06-11,USDT,62233050872,0,358038,128191209444
2021-06-12,USDT,62020661713,0,303690,92227616100
2021-06-13,USDT,62855843708,0,268465,72073456225
2021-06-14,USDT,64693139740,0,322081,103736170561
2021-06-15,USDT,69666548571,0,334325,111773205625
2021-06-16,USDT,60779453764,0,331739,110050764121
2021-06-17,USDT,55428282562,0,376369,141653624161
2021-06-18,USDT,58250506049,0,357704,127952151616
2021-06-19,USDT,48324762375,0,291482,84961756324
2021-06-20,USDT,57176763747,0,293346,86051875716
2021-06-21,USDT,90616591970,0,378082,142945998724
2021-06-22,USDT,101175206595,0,424558,180249495364
2021-06-23,USDT,78451207170,0,318395,101375376025
2021-06-24,USDT,54635236494,0,337437,113863728969
2021-06-25,USDT,66436810480,0,334002,111557336004
2021-06-26,USDT,60323833680,0,302150,91294622500
2021-06-27,USDT,53158745469,0,269810,72797436100
2021-06-28,USDT,56773812735,0,312946,97935198916
2021-06-29,USDT,64868482234,0,341591,116684411281
2021-06-30,USDT,62591206838,0,339437,115217476969
2021-07-01,USDT,54577458289,0,394777,155848879729
2021-07-02,USDT,45626594041,0,358915,128819977225
2021-07-03,USDT,41194990425,0,292000,85264000000
2021-07-04,USDT,43066655708,0,300791,90475225681
2021-07-05,USDT,47215849676,0,341424,116570347776
2021-07-06,USDT,51054194253,0,446292,199176549264
2021-07-07,USDT,50370827531,0,392300,153899290000
2021-07-08,USDT,54546974469,0,346595,120128094025
2021-07-09,USDT,48513127150,0,350252,122676463504
2021-07-10,USDT,39811881630,0,304499,92719641001
2021-07-11,USDT,33700882503,0,284111,80719060321
2021-07-12,USDT,40963905755,0,320596,102781795216
2021-07-13,USDT,40689021551,0,296382,87842289924
2021-07-14,USDT,45371034562,0,303177,91916293329
2021-07-15,USDT,45208496773,0,304850,92933522500
2021-07-16,USDT,45730099926,0,349560,122192193600
2021-07-17,USDT,39163445316,0,267711,71669179521
2021-07-18,USDT,36385511871,0,270304,73064252416
2021-07-19,USDT,40152920396,0,307249,94401948001
2021-07-20,USDT,45790527475,0,309399,95727741201
2021-07-21,USDT,57772259331,0,325236,105778455696
2021-07-22,USDT,45353041839,0,281706,79358270436
2021-07-23,USDT,48879632451,0,294398,86670182404
2021-07-24,USDT,51306998692,0,297319,88398587761
2021-07-25,USDT,45864253744,0,351749,123727359001
2021-07-26,USDT,92450192578,0,377977,142866612529
2021-07-27,USDT,67906963431,0,349105,121874301025
2021-07-28,USDT,64211172842,0,336806,113438281636
2021-07-29,USDT,49910679856,0,351736,123718213696
2021-07-30,USDT,58525027371,0,444196,197310086416
2021-07-31,USDT,51394668827,0,336735,113390460225
2021-08-01,USDT,56095370226,0,326142,106368604164
2021-08-02,USDT,51732217398,0,396466,157185289156
2021-08-03,USDT,53595668066,0,493020,243068720400
2021-08-04,USDT,55269578265,0,415977,173036864529
2021-08-05,USDT,67359787062,0,379824,144266270976
2021-08-06,USDT,69278482398,0,438236,192050791696
2021-08-07,USDT,83779571867,0,406096,164913961216
2021-08-08,USDT,74286538738,0,357088,127511839744
2021-08-09,USDT,77735706184,0,424388,180105174544
2021-08-10,USDT,74336970320,0,415615,172735828225
2021-08-11,USDT,87167321396,0,454188,206286739344
2021-08-12,USDT,82791032054,0,435581,189730807561
2021-08-13,USDT,73792175888,0,455531,207508491961
2021-08-14,USDT,76879764304,0,441090,194560388100
2021-08-15,USDT,77556076133,0,445483,198455103289
2021-08-16,USDT,84438013592,0,468390,219389192100
2021-08-17,USDT,87487581579,0,403260,162618627600
2021-08-18,USDT,79562378117,0,383871,147356944641
2021-08-19,USDT,79535190853,0,396265,157025950225
2021-08-20,USDT,75007653647,0,460886,212415904996
2021-08-21,USDT,77546194009,0,385184,148366713856
2021-08-22,USDT,63054090156,0,408070,166521124900
2021-08-23,USDT,78500144394,0,454478,206550252484
2021-08-24,USDT,82298987461,0,425100,180710010000
2021-08-25,USDT,78253794427,0,422147,178208089609
2021-08-26,USDT,75138574324,0,393018,154463148324
2021-08-27,USDT,77373122984,0,424302,180032187204
2021-08-28,USDT,62963190536,0,366131,134051909161
2021-08-29,USDT,61330496817,0,374029,139897692841
2021-08-30,USDT,72843224247,0,415665,172777392225
2021-08-31,USDT,86200102965,0,431490,186183620100
2021-09-01,USDT,86157816302,0,437776,191647826176
2021-09-02,USDT,85187889141,0,450904,203314417216
2021-09-03,USDT,94333024390,0,473087,223811309569
2021-09-04,USDT,84730751345,0,434040,188390721600
2021-09-05,USDT,80204406658,0,428450,183569402500
2021-09-06,USDT,95052134923,0,518484,268825658256
2021-09-07,USDT,163058669007,0,547961,300261257521
2021-09-08,USDT,126616185419,0,499184,249184665856
2021-09-09,USDT,99828369723,0,450902,203312613604
2021-09-10,USDT,96977805029,0,480142,230536340164
2021-09-11,USDT,77837822625,0,398171,158540145241
2021-09-12,USDT,73080229538,0,400063,160050403969
2021-09-13,USDT,97652941470,0,460913,212440793569
2021-09-14,USDT,77354384513,0,422708,178682053264
2021-09-15,USDT,67018323452,0,429616,184569907456
2021-09-16,USDT,76304339417,0,469746,220661304516
2021-09-17,USDT,67211526457,0,441334,194775699556
2021-09-18,USDT,60077519832,0,370697,137416265809
2021-09-19,USDT,55435472929,0,354969,126002990961
2021-09-20,USDT,100128036827,0,482845,233139294025
2021-09-21,USDT,97283217005,0,401721,161379761841
2021-09-22,USDT,80708278656,0,418254,174936408516
2021-09-23,USDT,71255677560,0,399693,159754494249
2021-09-24,USDT,93076113024,0,472355,223119246025
2021-09-25,USDT,66583739947,0,363807,132355533249
2021-09-26,USDT,78196884599,0,408899,167198392201
2021-09-27,USDT,70088186310,0,396615,157303458225
2021-09-28,USDT,66373042997,0,398606,158886743236
2021-09-29,USDT,64767185195,0,386186,149139626596
2021-09-30,USDT,65935536533,0,418499,175141413001
2021-10-01,USDT,81411630527,0,402245,161801040025
2021-10-02,USDT,67747297412,0,374724,140418076176
2021-10-03,USDT,61784201197,0,356836,127331930896
2021-10-04,USDT,74166327976,0,440717,194231474089
2021-10-05,USDT,76210707722,0,457363,209180913769
2021-10-06,USDT,96553805180,0,476915,227447917225
2021-10-07,USDT,91580420731,0,551440,304086073600
2021-10-08,USDT,79865522045,0,498246,248249076516
2021-10-09,USDT,67391135102,0,452463,204722766369
2021-10-10,USDT,69927661418,0,425762,181273280644
2021-10-11,USDT,75741431317,0,517845,268163444025
2021-10-12,USDT,73275476508,0,472922,223655218084
2021-10-13,USDT,78117249743,0,478853,229300195609
2021-10-14,USDT,68955958208,0,492440,242497153600
2021-10-15,USDT,89456766433,0,500228,250228051984
2021-10-16,USDT,65419462010,0,443678,196850167684
2021-10-17,USDT,57600914728,0,409544,167726287936
2021-10-18,USDT,66503250420,0,496738,246748640644
2021-10-19,USDT,62387883982,0,513775,263964750625
2021-10-20,USDT,70187915900,0,518053,268378910809
2021-10-21,USDT,84189482202,0,527778,278549617284
2021-10-22,USDT,73919161798,0,514923,265145695929
2021-10-23,USDT,55395032239,0,468300,219304890000
2021-10-24,USDT,66669467996,0,468314,219318002596
