date,asset,transfer_volume_usd,post_nov_2022,active_addresses,active_addresses_squared
2023-03-17,USDC,6804547128,1,31950,1020802500
2023-03-18,USDC,4862447405,1,26692,712462864
2023-03-19,USDC,4030817576,1,25798,665536804
2023-03-20,USDC,6812088662,1,32379,1048399641
2023-03-21,USDC,5061226074,1,33485,1121245225
2023-03-22,USDC,6207409133,1,33347,1112022409
2023-03-23,USDC,6139163965,1,35373,1251249129
2023-03-24,USDC,5536710750,1,32840,1078465600
2023-03-25,USDC,3630877871,1,25486,649536196
2023-03-26,USDC,3302521189,1,25068,628404624
2023-03-27,USDC,4510405294,1,35034,1227381156
2023-03-28,USDC,4167400927,1,38951,1517180401
2023-03-29,USDC,4219185140,1,32926,1084121476
2023-03-30,USDC,4893829473,1,30767,946608289
2023-03-31,USDC,4103572101,1,37203,1384063209
2023-04-01,USDC,2593064644,1,26822,719419684
2023-04-02,USDC,2930085933,1,24016,576768256
2023-04-03,USDC,4466068651,1,32490,1055600100
2023-04-04,USDC,4031916462,1,29709,882624681
2023-04-05,USDC,4169747376,1,29489,869601121
2023-04-06,USDC,3814620125,1,30034,902041156
2023-04-07,USDC,2903250734,1,29509,870781081
2023-04-08,USDC,2282839968,1,21572,465351184
2023-04-09,USDC,2572735226,1,19211,369062521
2023-04-10,USDC,3782006070,1,29724,883516176
2023-04-11,USDC,4226589595,1,35418,1254434724
2023-04-12,USDC,4455109085,1,29235,854685225
2023-04-13,USDC,4497996156,1,26826,719634276
2023-04-14,USDC,6483808260,1,31925,1019205625
2023-04-15,USDC,3570934315,1,21959,482197681
2023-04-16,USDC,3945942527,1,20798,432556804
2023-04-17,USDC,4388563239,1,27840,775065600
2023-04-18,USDC,4416719010,1,25453,647855209
2023-04-19,USDC,5954252197,1,25863,668894769
2023-04-20,USDC,5370179003,1,26107,681575449
2023-04-21,USDC,5485001575,1,33473,1120441729
2023-04-22,USDC,3371754245,1,20067,402684489
2023-04-23,USDC,3475533157,1,17174,294946276
2023-04-24,USDC,4393039848,1,23448,549808704
2023-04-25,USDC,4849844618,1,24849,617472801
2023-04-26,USDC,6469260029,1,26059,679071481
2023-04-27,USDC,5592517130,1,24961,623051521
2023-04-28,USDC,4103487467,1,24217,586463089
2023-04-29,USDC,2544777872,1,18088,327175744
2023-04-30,USDC,3328615964,1,18638,347375044
2023-05-01,USDC,3639367736,1,26332,693374224
2023-05-02,USDC,2902760212,1,28440,808833600
2023-05-03,USDC,3636049113,1,26517,703151289
2023-05-04,USDC,3016766782,1,25608,655769664
2023-05-05,USDC,4114517917,1,23951,573650401
2023-05-06,USDC,3737756631,1,19133,366071689
2023-05-07,USDC,2509528527,1,16537,273472369
2023-05-08,USDC,4488130638,1,25903,670965409
2023-05-09,USDC,2959273885,1,24064,579076096
2023-05-10,USDC,4343854748,1,22907,524730649
2023-05-11,USDC,3909082089,1,21548,464316304
2023-05-12,USDC,4185712320,1,25495,649995025
2023-05-13,USDC,1974042367,1,19892,395691664
2023-05-14,USDC,2047773213,1,16320,266342400
2023-05-15,USDC,3148745500,1,21512,462766144
2023-05-16,USDC,2722392153,1,23868,569681424
2023-05-17,USDC,3131943202,1,29369,862538161
2023-05-18,USDC,2968729105,1,25171,633579241
2023-05-19,USDC,2439159656,1,24060,578883600
2023-05-20,USDC,1435963394,1,16848,283855104
2023-05-21,USDC,1777767516,1,17006,289204036
2023-05-22,USDC,2589848746,1,25670,658948900
2023-05-23,USDC,2924076287,1,24598,605061604
2023-05-24,USDC,3291167507,1,24616,605947456
2023-05-25,USDC,2770193924,1,22927,525647329
2023-05-26,USDC,2485067667,1,21307,453988249
2023-05-27,USDC,1450362893,1,16043,257377849
2023-05-28,USDC,2614572603,1,15470,239320900
2023-05-29,USDC,2719634408,1,19146,366569316
2023-05-30,USDC,2801360301,1,28303,801059809
2023-05-31,USDC,2753700484,1,24603,605307609
2023-06-01,USDC,3010435468,1,23678,560647684
2023-06-02,USDC,2963165478,1,23437,549292969
2023-06-03,USDC,1761598228,1,17783,316235089
2023-06-04,USDC,1912106592,1,16425,269780625
2023-06-05,USDC,4613674985,1,25819,666620761
2023-06-06,USDC,4430436583,1,24692,609694864
2023-06-07,USDC,4279564855,1,22972,527712784
2023-06-08,USDC,2722751251,1,37381,1397339161
2023-06-09,USDC,2665781846,1,24462,598389444
2023-06-10,USDC,5562774660,1,56377,3178366129
2023-06-11,USDC,2395915206,1,26897,723448609
2023-06-12,USDC,3482493796,1,26789,717650521
2023-06-13,USDC,3455989217,1,26633,709316689
2023-06-14,USDC,3368200180,1,28660,821395600
2023-06-15,USDC,6040215579,1,34657,1201107649
2023-06-16,USDC,3727702817,1,28671,822026241
2023-06-17,USDC,2353245046,1,19147,366607609
2023-06-18,USDC,1927548864,1,15987,255584169
2023-06-19,USDC,3052004763,1,21865,478078225
2023-06-20,USDC,4705226783,1,25093,629658649
2023-06-21,USDC,6494016298,1,29074,845297476
2023-06-22,USDC,4887538535,1,25750,663062500
2023-06-23,USDC,5087372638,1,24589,604618921
2023-06-24,USDC,2382774730,1,20959,439279681
2023-06-25,USDC,2847495718,1,20421,417017241
2023-06-26,USDC,3856083147,1,26642,709796164
2023-06-27,USDC,3824274035,1,34802,1211179204
2023-06-28,USDC,3482152553,1,34056,1159811136
2023-06-29,USDC,3165466479,1,29414,865183396
2023-06-30,USDC,6373895760,1,36242,1313482564
2023-07-01,USDC,2631090680,1,27903,778577409
2023-07-02,USDC,2553765961,1,23922,572262084
2023-07-03,USDC,3591365139,1,35358,1250188164
2023-07-04,USDC,2950403752,1,30714,943349796
2023-07-05,USDC,3099466412,1,28583,816987889
2023-07-06,USDC,4263171820,1,28160,792985600
2023-07-07,USDC,3149204362,1,33805,1142778025
2023-07-08,USDC,1870945839,1,26843,720546649
2023-07-09,USDC,1767586724,1,25070,628504900
2023-07-10,USDC,3359012284,1,31078,965842084
2023-07-11,USDC,2747012361,1,29876,892575376
2023-07-12,USDC,3099598321,1,28197,795070809
2023-07-13,USDC,5528502864,1,32620,1064064400
2023-07-14,USDC,4852861593,1,34918,1219266724
2023-07-15,USDC,2140381966,1,22775,518700625
2023-07-16,USDC,2080513172,1,21980,483120400
2023-07-17,USDC,3208017139,1,27260,743107600
2023-07-18,USDC,2974234953,1,26812,718883344
2023-07-19,USDC,2779406654,1,26576,706283776
2023-07-20,USDC,3200825513,1,28754,826792516
2023-07-21,USDC,6052246403,1,37910,1437168100
2023-07-22,USDC,2059171696,1,35002,1225140004
2023-07-23,USDC,1923166146,1,20152,406103104
2023-07-24,USDC,2972535139,1,28965,838971225
2023-07-25,USDC,2242969853,1,25263,638219169
2023-07-26,USDC,2959690717,1,31936,1019908096
2023-07-27,USDC,2447050412,1,24079,579798241
2023-07-28,USDC,2576906993,1,21395,457746025
2023-07-29,USDC,1552851362,1,18040,325441600
2023-07-30,USDC,2064962482,1,18089,327211921
2023-07-31,USDC,2797739009,1,39203,1536875209
2023-08-01,USDC,4107231674,1,30318,919181124
2023-08-02,USDC,3899981415,1,25813,666310969
2023-08-03,USDC,2992754699,1,25285,639331225
2023-08-04,USDC,3102941071,1,23761,564585121
2023-08-05,USDC,1690306453,1,16920,286286400
2023-08-06,USDC,1962209985,1,17313,299739969
2023-08-07,USDC,2920815525,1,23930,572644900
2023-08-08,USDC,3392828372,1,26680,711822400
2023-08-09,USDC,3123624699,1,24389,594823321
2023-08-10,USDC,2804649587,1,23578,555922084
2023-08-11,USDC,2442850118,1,23900,571210000
2023-08-12,USDC,1641540904,1,16892,285339664
2023-08-13,USDC,1761869668,1,16598,275493604
2023-08-14,USDC,2921375821,1,22871,523082641
2023-08-15,USDC,2774696602,1,26880,722534400
2023-08-16,USDC,3289212879,1,25412,645769744
2023-08-17,USDC,6519582155,1,30100,906010000
2023-08-18,USDC,4966467815,1,31466,990109156
2023-08-19,USDC,2489094112,1,21898,479522404
2023-08-20,USDC,2106341342,1,17701,313325401
2023-08-21,USDC,3060565177,1,24877,618865129
2023-08-22,USDC,3647897906,1,26256,689377536
2023-08-23,USDC,3730953867,1,25361,643180321
2023-08-24,USDC,2907706728,1,23953,573746209
2023-08-25,USDC,2870155394,1,22889,523906321
2023-08-26,USDC,1491868952,1,18526,343212676
2023-08-27,USDC,1551269738,1,17549,307967401
2023-08-28,USDC,2747710982,1,24204,585833616
2023-08-29,USDC,4288358015,1,25274,638775076
2023-08-30,USDC,3635286825,1,23394,547279236
2023-08-31,USDC,4228660874,1,26884,722749456
2023-09-01,USDC,3352194868,1,28120,790734400
2023-09-02,USDC,1764318129,1,18823,354305329
2023-09-03,USDC,1878209470,1,16704,279023616
2023-09-04,USDC,2275770718,1,22581,509901561
2023-09-05,USDC,2529858601,1,25086,629307396
2023-09-06,USDC,2855555338,1,23052,531394704
2023-09-07,USDC,2428528084,1,22180,491952400
2023-09-08,USDC,2652808484,1,23418,548402724
2023-09-09,USDC,1288697563,1,16521,272943441
2023-09-10,USDC,2034179122,1,16754,280696516
2023-09-11,USDC,3827178715,1,25303,640241809
2023-09-12,USDC,4520366160,1,24097,580665409
2023-09-13,USDC,3192111737,1,22535,507826225
2023-09-14,USDC,3162074793,1,22184,492129856
2023-09-15,USDC,2660676460,1,23908,571592464
2023-09-16,USDC,1708005224,1,18775,352500625
2023-09-17,USDC,1585056981,1,16729,279859441
2023-09-18,USDC,3435389761,1,27150,737122500
2023-09-19,USDC,3053934292,1,22966,527437156
2023-09-20,USDC,3103179365,1,22191,492440481
2023-09-21,USDC,2975710420,1,24590,604668100
2023-09-22,USDC,2571335978,1,22274,496131076
2023-09-23,USDC,1770927144,1,16391,268664881
2023-09-24,USDC,1785908523,1,16603,275659609
2023-09-25,USDC,2956159954,1,24015,576720225
2023-09-26,USDC,2698152867,1,23242,540190564
2023-09-27,USDC,2473184892,1,23763,564680169
2023-09-28,USDC,3111905152,1,25489,649689121
2023-09-29,USDC,2434341381,1,26173,685025929
2023-09-30,USDC,1372115519,1,20903,436935409
2023-10-01,USDC,2061687654,1,20408,416486464
2023-10-02,USDC,4197739502,1,29052,844018704
2023-10-03,USDC,2520912223,1,25480,649230400
2023-10-04,USDC,2560902818,1,26992,728568064
2023-10-05,USDC,2671315261,1,28690,823116100
2023-10-06,USDC,2590803813,1,27891,777907881
2023-10-07,USDC,1179571042,1,17804,316982416
2023-10-08,USDC,1621879275,1,16862,284327044
2023-10-09,USDC,2797548386,1,24207,585978849
2023-10-10,USDC,2402546704,1,24780,614048400
2023-10-11,USDC,2952223563,1,26387,696273769
2023-10-12,USDC,2354134010,1,27542,758561764
2023-10-13,USDC,2256260023,1,25492,649842064
2023-10-14,USDC,1036838776,1,21013,441546169
2023-10-15,USDC,1366917286,1,18010,324360100
2023-10-16,USDC,4703592443,1,27975,782600625
2023-10-17,USDC,2840553486,1,25895,670551025
2023-10-18,USDC,2648160709,1,25037,626851369
2023-10-19,USDC,2652500406,1,25506,650556036
2023-10-20,USDC,3464401132,1,26242,688642564
2023-10-21,USDC,2029693357,1,21680,470022400
2023-10-22,USDC,2139970395,1,20186,407474596
2023-10-23,USDC,6974709631,1,30436,926350096
2023-10-24,USDC,8074666907,1,34621,1198613641
2023-10-25,USDC,5304032294,1,32593,1062303649
2023-10-26,USDC,4962675018,1,29743,884646049
2023-10-27,USDC,4082394599,1,28168,793436224
2023-10-28,USDC,2468016438,1,21147,447195609
2023-10-29,USDC,2543105671,1,19598,384081604
2023-10-30,USDC,3923554176,1,28542,814645764
2023-10-31,USDC,3514523823,1,31988,1023232144
2023-11-01,USDC,4780026293,1,31502,992376004
2023-11-02,USDC,4727405731,1,32085,1029447225
2023-11-03,USDC,3917354437,1,28836,831514896
2023-11-04,USDC,2236249364,1,21187,448888969
2023-11-05,USDC,3320758545,1,21518,463024324
2023-11-06,USDC,3704537072,1,26848,720815104
2023-11-07,USDC,4331266462,1,28479,811053441
2023-11-08,USDC,3483561051,1,26799,718186401
2023-11-09,USDC,7796943402,1,31920,1018886400
2023-11-10,USDC,5800619880,1,29926,895565476
2023-11-11,USDC,4054656387,1,24610,605652100
2023-11-12,USDC,3363812288,1,22410,502208100
2023-11-13,USDC,5884242661,1,26811,718829721
2023-11-14,USDC,5897076012,1,28101,789666201
2023-11-15,USDC,6459430865,1,30164,909866896
2023-11-16,USDC,6587299689,1,28919,836308561
2023-11-17,USDC,5656392614,1,27967,782153089
2023-11-18,USDC,3527085445,1,23516,553002256
2023-11-19,USDC,3377536219,1,22200,492840000
2023-11-20,USDC,5715544230,1,27648,764411904
2023-11-21,USDC,6746318099,1,30148,908901904
2023-11-22,USDC,5843849576,1,28940,837523600
2023-11-23,USDC,3906905702,1,24812,615635344
2023-11-24,USDC,5071942600,1,26689,712302721
2023-11-25,USDC,2220573375,1,21526,463368676
2023-11-26,USDC,2981851641,1,20625,425390625
2023-11-27,USDC,4857602258,1,26584,706709056
2023-11-28,USDC,4946072076,1,26453,699761209
2023-11-29,USDC,4806411317,1,31407,986399649
2023-11-30,USDC,3955267282,1,29056,844251136
2023-12-01,USDC,5045550334,1,30954,958150116
2023-12-02,USDC,3627380584,1,26216,687278656
2023-12-03,USDC,3432480206,1,25216,635846656
2023-12-04,USDC,7360707792,1,34625,1198890625
2023-12-05,USDC,6856709757,1,33920,1150566400
2023-12-06,USDC,6126970583,1,33855,1146161025
2023-12-07,USDC,6488731738,1,34642,1200068164
2023-12-08,USDC,6282261785,1,36151,1306894801
2023-12-09,USDC,4743965792,1,29195,852348025
2023-12-10,USDC,3540530606,1,27595,761484025
2023-12-11,USDC,8980651787,1,35635,1269853225
2023-12-12,USDC,6327509556,1,29635,878233225
2023-12-13,USDC,6632941650,1,27262,743216644
2023-12-14,USDC,6352617430,1,30312,918817344
2023-12-15,USDC,5589250638,1,30845,951414025
2023-12-16,USDC,3971109127,1,22930,525784900
2023-12-17,USDC,4203857073,1,23353,545362609
2023-12-18,USDC,5768924196,1,46380,2151104400
2023-12-19,USDC,5304568228,1,29944,896643136
2023-12-20,USDC,5626388921,1,29402,864477604
2023-12-21,USDC,5752000926,1,33092,1095080464
2023-12-22,USDC,6215615616,1,36546,1335610116
2023-12-23,USDC,3587593263,1,28874,833707876
2023-12-24,USDC,4449639052,1,28034,785905156
2023-12-25,USDC,4515777689,1,27464,754271296
2023-12-26,USDC,5897181585,1,31235,975625225
2023-12-27,USDC,6415682081,1,31312,980441344
2023-12-28,USDC,6962497226,1,34051,1159470601
2023-12-29,USDC,6732719103,1,33237,1104698169
2023-12-30,USDC,3591793169,1,27766,770950756
2023-12-31,USDC,3568612484,1,27661,765130921
2024-01-01,USDC,3619152850,1,27998,783888004
2024-01-02,USDC,7168716923,1,36415,1326052225
2024-01-03,USDC,9659438355,1,35583,1266149889
2024-01-04,USDC,6513854273,1,34108,1163355664
2024-01-05,USDC,6668210536,1,32078,1028998084
2024-01-06,USDC,3301845016,1,24168,584092224
2024-01-07,USDC,3454405965,1,20432,417466624
2024-01-08,USDC,7434325806,1,34252,1173199504
2024-01-09,USDC,7685031179,1,34606,1197575236
2024-01-10,USDC,10293999660,1,31138,969575044
2024-01-11,USDC,9752773344,1,34613,1198059769
2024-01-12,USDC,9173229465,1,33326,1110622276
2024-01-13,USDC,4721219489,1,25165,633277225
2024-01-14,USDC,3885825077,1,23527,553519729
2024-01-15,USDC,4968009259,1,29620,877344400
2024-01-16,USDC,5325841668,1,27200,739840000
2024-01-17,USDC,5296515232,1,28634,819905956
2024-01-18,USDC,6065965043,1,32029,1025856841
2024-01-19,USDC,5781605843,1,32145,1033301025
2024-01-20,USDC,2710642311,1,24986,624300196
2024-01-21,USDC,2267115211,1,24645,607376025
2024-01-22,USDC,7125306569,1,34671,1202078241
2024-01-23,USDC,6820740579,1,35929,1290893041
2024-01-24,USDC,5374964637,1,30946,957654916
2024-01-25,USDC,4814403169,1,29290,857904100
2024-01-26,USDC,5487181666,1,28884,834285456
2024-01-27,USDC,2863545371,1,22628,512026384
2024-01-28,USDC,4447643739,1,22853,522259609
2024-01-29,USDC,4920736968,1,29272,856849984
2024-01-30,USDC,5630117915,1,30677,941078329
2024-01-31,USDC,7284362922,1,34633,1199444689
2024-02-01,USDC,5394329612,1,33700,1135690000
2024-02-02,USDC,4598678104,1,34505,1190595025
2024-02-03,USDC,2502413315,1,24436,597118096
2024-02-04,USDC,2734642073,1,25638,657307044
2024-02-05,USDC,4507910878,1,34785,1209996225
2024-02-06,USDC,4415864090,1,28074,788149476
2024-02-07,USDC,5719303290,1,28132,791409424
2024-02-08,USDC,6233371927,1,27977,782712529
2024-02-09,USDC,8069980546,1,26456,699919936
2024-02-10,USDC,3745251311,1,24037,577777369
2024-02-11,USDC,4073957830,1,23612,557526544
2024-02-12,USDC,6739557067,1,25903,670965409
2024-02-13,USDC,6825450889,1,29499,870191001
2024-02-14,USDC,6680249701,1,30769,946731361
2024-02-15,USDC,7527179544,1,32084,1029383056
2024-02-16,USDC,5614125794,1,30903,954995409
2024-02-17,USDC,3780445355,1,25271,638623441
2024-02-18,USDC,3863859252,1,23852,568917904
2024-02-19,USDC,5396207837,1,31295,979377025
2024-02-20,USDC,7544920935,1,31880,1016334400
2024-02-21,USDC,6349227247,1,29569,874325761
2024-02-22,USDC,6826866133,1,28472,810654784
2024-02-23,USDC,4974874020,1,30283,917060089
2024-02-24,USDC,3060116653,1,24252,588159504
2024-02-25,USDC,3463826952,1,25137,631868769
2024-02-26,USDC,6783326949,1,33016,1090056256
2024-02-27,USDC,8273690025,1,34114,1163764996
2024-02-28,USDC,11959164677,1,35691,1273847481
2024-02-29,USDC,10631188477,1,36768,1351885824
2024-03-01,USDC,7468283734,1,37054,1372998916
2024-03-02,USDC,5668798810,1,30040,902401600
2024-03-03,USDC,5663975274,1,30413,924950569
2024-03-04,USDC,10518120570,1,36914,1362643396
2024-03-05,USDC,18001924574,1,40441,1635474481
2024-03-06,USDC,12709293551,1,34944,1221083136
2024-03-07,USDC,10388182989,1,34832,1213268224
2024-03-08,USDC,10713621716,1,33235,1104565225
2024-03-09,USDC,5513805821,1,27757,770451049
2024-03-10,USDC,7240540541,1,26830,719848900
2024-03-11,USDC,12100716195,1,34314,1177450596
2024-03-12,USDC,12511458622,1,33631,1131044161
2024-03-13,USDC,10114698359,1,33642,1131784164
2024-03-14,USDC,13013493200,1,36346,1321031716
2024-03-15,USDC,17489269628,1,39739,1579188121
2024-03-16,USDC,12373832704,1,31592,998054464
2024-03-17,USDC,11925580792,1,30186,911194596
2024-03-18,USDC,12802524795,1,33153,1099121409
2024-03-19,USDC,14129126750,1,37122,1378042884
2024-03-20,USDC,13623240407,1,35987,1295064169
2024-03-21,USDC,9554155555,1,31312,980441344
2024-03-22,USDC,8965555313,1,31295,979377025
2024-03-23,USDC,5054824899,1,27258,742998564
2024-03-24,USDC,5296441294,1,26312,692321344
2024-03-25,USDC,8257351260,1,35981,1294632361
2024-03-26,USDC,8407213538,1,34891,1217381881
2024-03-27,USDC,10072829600,1,33607,1129430449
2024-03-28,USDC,8026263655,1,33514,1123188196
2024-03-29,USDC,7136644890,1,32422,1051186084
2024-03-30,USDC,5877790949,1,26361,694902321
2024-03-31,USDC,5561724629,1,27229,741418441
2024-04-01,USDC,9035171770,1,34341,1179304281
2024-04-02,USDC,12493890476,1,41545,1725987025
2024-04-03,USDC,9728672985,1,36220,1311888400
2024-04-04,USDC,12034799564,1,39517,1561593289
2024-04-05,USDC,13790745235,1,36131,1305449161
2024-04-06,USDC,8021149275,1,27200,739840000
2024-04-07,USDC,4713439433,1,25630,656896900
2024-04-08,USDC,8121148241,1,34298,1176352804
2024-04-09,USDC,7949691378,1,35021,1226470441
2024-04-10,USDC,7603456293,1,35585,1266292225
2024-04-11,USDC,7223448243,1,33488,1121446144
2024-04-12,USDC,10539883881,1,35925,1290605625
2024-04-13,USDC,12008147392,1,36227,1312395529
2024-04-14,USDC,10996382552,1,34593,1196675649
2024-04-15,USDC,9899289273,1,37596,1413459216
2024-04-16,USDC,9306979016,1,36021,1297512441
2024-04-17,USDC,8797320706,1,31105,967521025
2024-04-18,USDC,8537096534,1,34881,1216684161
2024-04-19,USDC,11026707590,1,33173,1100447929
2024-04-20,USDC,5172051416,1,26763,716258169
2024-04-21,USDC,4622993536,1,26147,683665609
2024-04-22,USDC,7099413055,1,31294,979314436
2024-04-23,USDC,5682840288,1,30711,943165521
2024-04-24,USDC,7285867078,1,31708,1005397264
2024-04-25,USDC,7296808841,1,31260,977187600
2024-04-26,USDC,6238863810,1,31029,962798841
2024-04-27,USDC,4837869303,1,25749,663011001
2024-04-28,USDC,4003587751,1,22944,526427136
2024-04-29,USDC,6353850718,1,31066,965096356
2024-04-30,USDC,8551034898,1,35632,1269639424
2024-05-01,USDC,9451759014,1,36301,1317762601
2024-05-02,USDC,7331043686,1,33494,1121848036
2024-05-03,USDC,7138386537,1,34728,1206033984
2024-05-04,USDC,5593446561,1,28157,792816649
2024-05-05,USDC,4318363603,1,25263,638219169
2024-05-06,USDC,6005322108,1,44378,1969406884
2024-05-07,USDC,5575954842,1,46295,2143227025
2024-05-08,USDC,5502550653,1,31721,1006221841
2024-05-09,USDC,5118793775,1,31246,976312516
2024-05-10,USDC,5916392041,1,35063,1229413969
2024-05-11,USDC,3228859416,1,24700,610090000
2024-05-12,USDC,2560805182,1,25578,654234084
2024-05-13,USDC,5504768753,1,37488,1405350144
2024-05-14,USDC,5790525927,1,33288,1108090944
2024-05-15,USDC,8085028154,1,37227,1385849529
2024-05-16,USDC,6684369918,1,52747,2782246009
2024-05-17,USDC,6590780561,1,46755,2186030025
2024-05-18,USDC,3748984171,1,30032,901921024
2024-05-19,USDC,3531934053,1,25376,643941376
2024-05-20,USDC,9745625023,1,40434,1634908356
2024-05-21,USDC,10821965697,1,48951,2396200401
2024-05-22,USDC,7995414894,1,43137,1860800769
2024-05-23,USDC,10711191548,1,36332,1320014224
2024-05-24,USDC,6974788144,1,35886,1287804996
2024-05-25,USDC,2916318920,1,32689,1068570721
2024-05-26,USDC,4006530902,1,27108,734843664
2024-05-27,USDC,5846002184,1,29773,886431529
2024-05-28,USDC,7130885149,1,33143,1098458449
2024-05-29,USDC,6200045453,1,32642,1065500164
2024-05-30,USDC,6596463941,1,30791,948085681
2024-05-31,USDC,6257893920,1,32520,1057550400
2024-06-01,USDC,2558109472,1,26106,681523236
2024-06-02,USDC,3180459748,1,24205,585882025
2024-06-03,USDC,5759511394,1,32059,1027779481
2024-06-04,USDC,6054685985,1,31710,1005524100
2024-06-05,USDC,6274992543,1,32129,1032272641
2024-06-06,USDC,5526353581,1,28760,827137600
2024-06-07,USDC,7530255040,1,30456,927567936
2024-06-08,USDC,3059267864,1,25376,643941376
2024-06-09,USDC,2509473567,1,23088,533055744
2024-06-10,USDC,4910419104,1,31436,988222096
2024-06-11,USDC,6723356948,1,31999,1023936001
2024-06-12,USDC,6871867010,1,30498,930128004
2024-06-13,USDC,5971089832,1,29911,894667921
2024-06-14,USDC,6091367068,1,31843,1013976649
2024-06-15,USDC,2755427647,1,24523,601377529
2024-06-16,USDC,2632098818,1,22820,520752400
2024-06-17,USDC,5844947783,1,33775,1140750625
2024-06-18,USDC,7136467512,1,34199,1169571601
2024-06-19,USDC,4457463559,1,29552,873320704
2024-06-20,USDC,5213531694,1,30590,935748100
2024-06-21,USDC,5778982985,1,32314,1044194596
2024-06-22,USDC,2459845315,1,28525,813675625
2024-06-23,USDC,2542629622,1,31226,975063076
2024-06-24,USDC,8141512257,1,41437,1717024969
2024-06-25,USDC,5991607536,1,48758,2377342564
2024-06-26,USDC,4964437157,1,30476,928786576
2024-06-27,USDC,5254114011,1,29989,899340121
2024-06-28,USDC,5731112290,1,43429,1886078041
2024-06-29,USDC,2662005047,1,35563,1264726969
2024-06-30,USDC,3501717888,1,30475,928725625
2024-07-01,USDC,4714986074,1,36061,1300395721
2024-07-02,USDC,4088170748,1,35964,1293409296
2024-07-03,USDC,5941703427,1,33408,1116094464
2024-07-04,USDC,7220316786,1,34160,1166905600
2024-07-05,USDC,10285011034,1,40032,1602561024
2024-07-06,USDC,3574500456,1,28151,792478801
2024-07-07,USDC,3667249702,1,28903,835383409
2024-07-08,USDC,8124831163,1,34452,1186940304
2024-07-09,USDC,5416525622,1,31279,978375841
2024-07-10,USDC,5380030813,1,30879,953512641
2024-07-11,USDC,6096076403,1,32228,1038643984
2024-07-12,USDC,5327947652,1,32227,1038579529
2024-07-13,USDC,3212398138,1,25056,627803136
2024-07-14,USDC,4256989618,1,23558,554979364
2024-07-15,USDC,7433084707,1,33519,1123523361
2024-07-16,USDC,7796844852,1,32987,1088142169
2024-07-17,USDC,6728358080,1,31514,993132196
2024-07-18,USDC,5968408600,1,29704,882327616
2024-07-19,USDC,7526347950,1,30700,942490000
2024-07-20,USDC,3884141780,1,26142,683404164
2024-07-21,USDC,5265680633,1,24655,607869025
2024-07-22,USDC,5765488048,1,31251,976625001
2024-07-23,USDC,8082893148,1,33379,1114157641
2024-07-24,USDC,5549791333,1,31865,1015378225
2024-07-25,USDC,7654250854,1,35526,1262096676
2024-07-26,USDC,5793637323,1,32212,1037612944
2024-07-27,USDC,5532713251,1,25798,665536804
2024-07-28,USDC,3031560130,1,23249,540516001
2024-07-29,USDC,6797227757,1,33916,1150295056
2024-07-30,USDC,5332646102,1,32090,1029768100
2024-07-31,USDC,5968875897,1,33459,1119504681
2024-08-01,USDC,7390211553,1,34985,1223950225
2024-08-02,USDC,8383547954,1,36115,1304293225
2024-08-03,USDC,5917141670,1,35251,1242633001
2024-08-04,USDC,6455293009,1,38798,1505284804
2024-08-05,USDC,24826261611,1,48373,2339947129
2024-08-06,USDC,10057433619,1,39859,1588739881
2024-08-07,USDC,9172640907,1,34136,1165266496
2024-08-08,USDC,8609634275,1,33971,1154028841
2024-08-09,USDC,6203173859,1,30829,950427241
2024-08-10,USDC,2840668190,1,25687,659821969
2024-08-11,USDC,4241023138,1,23187,537636969
2024-08-12,USDC,7736713766,1,32712,1070074944
2024-08-13,USDC,5704692463,1,33185,1101244225
2024-08-14,USDC,6330884911,1,32050,1027202500
2024-08-15,USDC,7187161595,1,31087,966401569
2024-08-16,USDC,5554835179,1,34864,1215498496
2024-08-17,USDC,2312459420,1,23660,559795600
2024-08-18,USDC,3106041184,1,23035,530611225
2024-08-19,USDC,4852810943,1,31173,971755929
2024-08-20,USDC,5325316305,1,34138,1165403044
2024-08-21,USDC,5665095199,1,33202,1102372804
2024-08-22,USDC,4782782342,1,33567,1126743489
2024-08-23,USDC,8562443281,1,36868,1359249424
2024-08-24,USDC,4057904148,1,30509,930799081
2024-08-25,USDC,3777049671,1,27586,760987396
2024-08-26,USDC,5394349814,1,34877,1216405129
2024-08-27,USDC,6943030162,1,36943,1364785249
2024-08-28,USDC,7652368988,1,38216,1460462656
2024-08-29,USDC,6251270493,1,40167,1613387889
2024-08-30,USDC,6018973038,1,43340,1878355600
2024-08-31,USDC,1982580539,1,31798,1011112804
2024-09-01,USDC,3944521735,1,30614,937216996
2024-09-02,USDC,4433901472,1,34813,1211944969
2024-09-03,USDC,4872467519,1,38507,1482789049
2024-09-04,USDC,6477656833,1,38652,1493977104
2024-09-05,USDC,5761221107,1,33263,1106427169
2024-09-06,USDC,10002129981,1,40601,1648441201
2024-09-07,USDC,3252565092,1,40872,1670520384
2024-09-08,USDC,3426790820,1,49090,2409828100
2024-09-09,USDC,6525561297,1,42595,1814334025
2024-09-10,USDC,4970979431,1,36906,1362052836
2024-09-11,USDC,6194531532,1,40142,1611380164
2024-09-12,USDC,5583428255,1,41962,1760809444
2024-09-13,USDC,5979995702,1,46709,2181730681
2024-09-14,USDC,3141619292,1,46363,2149527769
2024-09-15,USDC,3316385139,1,57733,3333099289
2024-09-16,USDC,6009825679,1,39042,1524277764
