asset,time,AdrActCnt
dai,2020-01-01T00:00:00.000000000Z,1173
dai,2020-01-02T00:00:00.000000000Z,1570
dai,2020-01-03T00:00:00.000000000Z,1827
dai,2020-01-04T00:00:00.000000000Z,1571
dai,2020-01-05T00:00:00.000000000Z,1673
dai,2020-01-06T00:00:00.000000000Z,2366
dai,2020-01-07T00:00:00.000000000Z,2480
dai,2020-01-08T00:00:00.000000000Z,2702
dai,2020-01-09T00:00:00.000000000Z,2601
dai,2020-01-10T00:00:00.000000000Z,2537
dai,2020-01-11T00:00:00.000000000Z,2018
dai,2020-01-12T00:00:00.000000000Z,1939
dai,2020-01-13T00:00:00.000000000Z,2386
dai,2020-01-14T00:00:00.000000000Z,3603
dai,2020-01-15T00:00:00.000000000Z,3111
dai,2020-01-16T00:00:00.000000000Z,3372
dai,2020-01-17T00:00:00.000000000Z,5969
dai,2020-01-18T00:00:00.000000000Z,4828
dai,2020-01-19T00:00:00.000000000Z,3866
dai,2020-01-20T00:00:00.000000000Z,2813
dai,2020-01-21T00:00:00.000000000Z,3177
dai,2020-01-22T00:00:00.000000000Z,2557
dai,2020-01-23T00:00:00.000000000Z,2476
dai,2020-01-24T00:00:00.000000000Z,2617
dai,2020-01-25T00:00:00.000000000Z,2091
dai,2020-01-26T00:00:00.000000000Z,2198
dai,2020-01-27T00:00:00.000000000Z,2974
dai,2020-01-28T00:00:00.000000000Z,3106
dai,2020-01-29T00:00:00.000000000Z,3246
dai,2020-01-30T00:00:00.000000000Z,3272
dai,2020-01-31T00:00:00.000000000Z,3365
dai,2020-02-01T00:00:00.000000000Z,2946
dai,2020-02-02T00:00:00.000000000Z,3027
dai,2020-02-03T00:00:00.000000000Z,3262
dai,2020-02-04T00:00:00.000000000Z,3461
dai,2020-02-05T00:00:00.000000000Z,4067
dai,2020-02-06T00:00:00.000000000Z,4425
dai,2020-02-07T00:00:00.000000000Z,4389
dai,2020-02-08T00:00:00.000000000Z,3492
dai,2020-02-09T00:00:00.000000000Z,3745
dai,2020-02-10T00:00:00.000000000Z,4060
dai,2020-02-11T00:00:00.000000000Z,4180
dai,2020-02-12T00:00:00.000000000Z,5630
dai,2020-02-13T00:00:00.000000000Z,4430
dai,2020-02-14T00:00:00.000000000Z,5011
dai,2020-02-15T00:00:00.000000000Z,4468
dai,2020-02-16T00:00:00.000000000Z,3990
dai,2020-02-17T00:00:00.000000000Z,4389
dai,2020-02-18T00:00:00.000000000Z,4603
dai,2020-02-19T00:00:00.000000000Z,4358
dai,2020-02-20T00:00:00.000000000Z,4591
dai,2020-02-21T00:00:00.000000000Z,3888
dai,2020-02-22T00:00:00.000000000Z,3386
dai,2020-02-23T00:00:00.000000000Z,3387
dai,2020-02-24T00:00:00.000000000Z,4014
dai,2020-02-25T00:00:00.000000000Z,4223
dai,2020-02-26T00:00:00.000000000Z,5382
dai,2020-02-27T00:00:00.000000000Z,4713
dai,2020-02-28T00:00:00.000000000Z,4017
dai,2020-02-29T00:00:00.000000000Z,2823
dai,2020-03-01T00:00:00.000000000Z,3697
dai,2020-03-02T00:00:00.000000000Z,3977
dai,2020-03-03T00:00:00.000000000Z,3670
dai,2020-03-04T00:00:00.000000000Z,4140
dai,2020-03-05T00:00:00.000000000Z,4648
dai,2020-03-06T00:00:00.000000000Z,4132
dai,2020-03-07T00:00:00.000000000Z,3142
dai,2020-03-08T00:00:00.000000000Z,3907
dai,2020-03-09T00:00:00.000000000Z,5451
dai,2020-03-10T00:00:00.000000000Z,4054
dai,2020-03-11T00:00:00.000000000Z,4450
dai,2020-03-12T00:00:00.000000000Z,8187
dai,2020-03-13T00:00:00.000000000Z,8851
dai,2020-03-14T00:00:00.000000000Z,4429
dai,2020-03-15T00:00:00.000000000Z,4793
dai,2020-03-16T00:00:00.000000000Z,6392
dai,2020-03-17T00:00:00.000000000Z,3724
dai,2020-03-18T00:00:00.000000000Z,3253
dai,2020-03-19T00:00:00.000000000Z,3906
dai,2020-03-20T00:00:00.000000000Z,3494
dai,2020-03-21T00:00:00.000000000Z,2256
dai,2020-03-22T00:00:00.000000000Z,2379
dai,2020-03-23T00:00:00.000000000Z,3025
dai,2020-03-24T00:00:00.000000000Z,2861
dai,2020-03-25T00:00:00.000000000Z,2738
dai,2020-03-26T00:00:00.000000000Z,2864
dai,2020-03-27T00:00:00.000000000Z,2795
dai,2020-03-28T00:00:00.000000000Z,2724
dai,2020-03-29T00:00:00.000000000Z,2202
dai,2020-03-30T00:00:00.000000000Z,2672
dai,2020-03-31T00:00:00.000000000Z,2842
dai,2020-04-01T00:00:00.000000000Z,3069
dai,2020-04-02T00:00:00.000000000Z,3494
dai,2020-04-03T00:00:00.000000000Z,3050
dai,2020-04-04T00:00:00.000000000Z,2563
dai,2020-04-05T00:00:00.000000000Z,2411
dai,2020-04-06T00:00:00.000000000Z,4225
dai,2020-04-07T00:00:00.000000000Z,4071
dai,2020-04-08T00:00:00.000000000Z,3161
dai,2020-04-09T00:00:00.000000000Z,2955
dai,2020-04-10T00:00:00.000000000Z,3534
dai,2020-04-11T00:00:00.000000000Z,2338
dai,2020-04-12T00:00:00.000000000Z,2243
dai,2020-04-13T00:00:00.000000000Z,2663
dai,2020-04-14T00:00:00.000000000Z,2498
dai,2020-04-15T00:00:00.000000000Z,2821
dai,2020-04-16T00:00:00.000000000Z,3353
dai,2020-04-17T00:00:00.000000000Z,2676
dai,2020-04-18T00:00:00.000000000Z,2995
dai,2020-04-19T00:00:00.000000000Z,2935
dai,2020-04-20T00:00:00.000000000Z,3350
dai,2020-04-21T00:00:00.000000000Z,3021
dai,2020-04-22T00:00:00.000000000Z,3318
dai,2020-04-23T00:00:00.000000000Z,3963
dai,2020-04-24T00:00:00.000000000Z,3634
dai,2020-04-25T00:00:00.000000000Z,3072
dai,2020-04-26T00:00:00.000000000Z,2828
dai,2020-04-27T00:00:00.000000000Z,3554
dai,2020-04-28T00:00:00.000000000Z,3640
dai,2020-04-29T00:00:00.000000000Z,4780
dai,2020-04-30T00:00:00.000000000Z,4534
dai,2020-05-01T00:00:00.000000000Z,3842
dai,2020-05-02T00:00:00.000000000Z,3065
dai,2020-05-03T00:00:00.000000000Z,2937
dai,2020-05-04T00:00:00.000000000Z,3473
dai,2020-05-05T00:00:00.000000000Z,3741
dai,2020-05-06T00:00:00.000000000Z,3518
dai,2020-05-07T00:00:00.000000000Z,3964
dai,2020-05-08T00:00:00.000000000Z,3715
dai,2020-05-09T00:00:00.000000000Z,3212
dai,2020-05-10T00:00:00.000000000Z,4183
dai,2020-05-11T00:00:00.000000000Z,4114
dai,2020-05-12T00:00:00.000000000Z,3457
dai,2020-05-13T00:00:00.000000000Z,3347
dai,2020-05-14T00:00:00.000000000Z,3601
dai,2020-05-15T00:00:00.000000000Z,3926
dai,2020-05-16T00:00:00.000000000Z,2874
dai,2020-05-17T00:00:00.000000000Z,2913
dai,2020-05-18T00:00:00.000000000Z,4026
dai,2020-05-19T00:00:00.000000000Z,3529
dai,2020-05-20T00:00:00.000000000Z,3757
dai,2020-05-21T00:00:00.000000000Z,3837
dai,2020-05-22T00:00:00.000000000Z,3909
dai,2020-05-23T00:00:00.000000000Z,2906
dai,2020-05-24T00:00:00.000000000Z,2452
dai,2020-05-25T00:00:00.000000000Z,2995
dai,2020-05-26T00:00:00.000000000Z,4072
dai,2020-05-27T00:00:00.000000000Z,3611
dai,2020-05-28T00:00:00.000000000Z,3633
dai,2020-05-29T00:00:00.000000000Z,4124
dai,2020-05-30T00:00:00.000000000Z,3315
dai,2020-05-31T00:00:00.000000000Z,3079
dai,2020-06-01T00:00:00.000000000Z,4184
dai,2020-06-02T00:00:00.000000000Z,5674
dai,2020-06-03T00:00:00.000000000Z,4222
dai,2020-06-04T00:00:00.000000000Z,4162
dai,2020-06-05T00:00:00.000000000Z,4038
dai,2020-06-06T00:00:00.000000000Z,3025
dai,2020-06-07T00:00:00.000000000Z,2728
dai,2020-06-08T00:00:00.000000000Z,4039
dai,2020-06-09T00:00:00.000000000Z,5079
dai,2020-06-10T00:00:00.000000000Z,3968
dai,2020-06-11T00:00:00.000000000Z,4788
dai,2020-06-12T00:00:00.000000000Z,4423
dai,2020-06-13T00:00:00.000000000Z,3057
dai,2020-06-14T00:00:00.000000000Z,3274
dai,2020-06-15T00:00:00.000000000Z,6819
dai,2020-06-16T00:00:00.000000000Z,4315
dai,2020-06-17T00:00:00.000000000Z,4212
dai,2020-06-18T00:00:00.000000000Z,4380
dai,2020-06-19T00:00:00.000000000Z,5521
dai,2020-06-20T00:00:00.000000000Z,5170
dai,2020-06-21T00:00:00.000000000Z,3965
dai,2020-06-22T00:00:00.000000000Z,6004
dai,2020-06-23T00:00:00.000000000Z,5007
dai,2020-06-24T00:00:00.000000000Z,5341
dai,2020-06-25T00:00:00.000000000Z,5691
dai,2020-06-26T00:00:00.000000000Z,5697
dai,2020-06-27T00:00:00.000000000Z,4464
dai,2020-06-28T00:00:00.000000000Z,4007
dai,2020-06-29T00:00:00.000000000Z,5372
dai,2020-06-30T00:00:00.000000000Z,4813
dai,2020-07-01T00:00:00.000000000Z,6759
dai,2020-07-02T00:00:00.000000000Z,7471
dai,2020-07-03T00:00:00.000000000Z,8200
dai,2020-07-04T00:00:00.000000000Z,5405
dai,2020-07-05T00:00:00.000000000Z,4375
dai,2020-07-06T00:00:00.000000000Z,6725
dai,2020-07-07T00:00:00.000000000Z,6839
dai,2020-07-08T00:00:00.000000000Z,6987
dai,2020-07-09T00:00:00.000000000Z,5446
dai,2020-07-10T00:00:00.000000000Z,4851
dai,2020-07-11T00:00:00.000000000Z,4012
dai,2020-07-12T00:00:00.000000000Z,3997
dai,2020-07-13T00:00:00.000000000Z,7509
dai,2020-07-14T00:00:00.000000000Z,6357
dai,2020-07-15T00:00:00.000000000Z,6043
dai,2020-07-16T00:00:00.000000000Z,5674
dai,2020-07-17T00:00:00.000000000Z,5874
dai,2020-07-18T00:00:00.000000000Z,4313
dai,2020-07-19T00:00:00.000000000Z,5108
dai,2020-07-20T00:00:00.000000000Z,6604
dai,2020-07-21T00:00:00.000000000Z,6873
dai,2020-07-22T00:00:00.000000000Z,6441
dai,2020-07-23T00:00:00.000000000Z,7847
dai,2020-07-24T00:00:00.000000000Z,8600
dai,2020-07-25T00:00:00.000000000Z,6858
dai,2020-07-26T00:00:00.000000000Z,5970
dai,2020-07-27T00:00:00.000000000Z,6946
dai,2020-07-28T00:00:00.000000000Z,7458
dai,2020-07-29T00:00:00.000000000Z,8123
dai,2020-07-30T00:00:00.000000000Z,7322
dai,2020-07-31T00:00:00.000000000Z,7837
dai,2020-08-01T00:00:00.000000000Z,8675
dai,2020-08-02T00:00:00.000000000Z,7768
dai,2020-08-03T00:00:00.000000000Z,9860
dai,2020-08-04T00:00:00.000000000Z,8196
dai,2020-08-05T00:00:00.000000000Z,7113
dai,2020-08-06T00:00:00.000000000Z,7394
dai,2020-08-07T00:00:00.000000000Z,7064
dai,2020-08-08T00:00:00.000000000Z,5429
dai,2020-08-09T00:00:00.000000000Z,5337
dai,2020-08-10T00:00:00.000000000Z,6454
dai,2020-08-11T00:00:00.000000000Z,6724
dai,2020-08-12T00:00:00.000000000Z,6791
dai,2020-08-13T00:00:00.000000000Z,7184
dai,2020-08-14T00:00:00.000000000Z,7579
dai,2020-08-15T00:00:00.000000000Z,6155
dai,2020-08-16T00:00:00.000000000Z,6951
dai,2020-08-17T00:00:00.000000000Z,5733
dai,2020-08-18T00:00:00.000000000Z,6211
dai,2020-08-19T00:00:00.000000000Z,6591
dai,2020-08-20T00:00:00.000000000Z,6764
dai,2020-08-21T00:00:00.000000000Z,6444
dai,2020-08-22T00:00:00.000000000Z,5432
dai,2020-08-23T00:00:00.000000000Z,4900
dai,2020-08-24T00:00:00.000000000Z,7053
dai,2020-08-25T00:00:00.000000000Z,6592
dai,2020-08-26T00:00:00.000000000Z,5962
dai,2020-08-27T00:00:00.000000000Z,6010
dai,2020-08-28T00:00:00.000000000Z,5812
dai,2020-08-29T00:00:00.000000000Z,5531
dai,2020-08-30T00:00:00.000000000Z,5109
dai,2020-08-31T00:00:00.000000000Z,5951
dai,2020-09-01T00:00:00.000000000Z,6258
dai,2020-09-02T00:00:00.000000000Z,6356
dai,2020-09-03T00:00:00.000000000Z,7122
dai,2020-09-04T00:00:00.000000000Z,8666
dai,2020-09-05T00:00:00.000000000Z,8825
dai,2020-09-06T00:00:00.000000000Z,6951
dai,2020-09-07T00:00:00.000000000Z,7414
dai,2020-09-08T00:00:00.000000000Z,7339
dai,2020-09-09T00:00:00.000000000Z,6972
dai,2020-09-10T00:00:00.000000000Z,6691
dai,2020-09-11T00:00:00.000000000Z,6160
dai,2020-09-12T00:00:00.000000000Z,5946
dai,2020-09-13T00:00:00.000000000Z,6064
dai,2020-09-14T00:00:00.000000000Z,8767
dai,2020-09-15T00:00:00.000000000Z,8827
dai,2020-09-16T00:00:00.000000000Z,8978
dai,2020-09-17T00:00:00.000000000Z,8820
dai,2020-09-18T00:00:00.000000000Z,11453
dai,2020-09-19T00:00:00.000000000Z,9569
dai,2020-09-20T00:00:00.000000000Z,8563
dai,2020-09-21T00:00:00.000000000Z,9138
dai,2020-09-22T00:00:00.000000000Z,8401
dai,2020-09-23T00:00:00.000000000Z,8984
dai,2020-09-24T00:00:00.000000000Z,8008
dai,2020-09-25T00:00:00.000000000Z,8665
dai,2020-09-26T00:00:00.000000000Z,7850
dai,2020-09-27T00:00:00.000000000Z,6790
dai,2020-09-28T00:00:00.000000000Z,7588
dai,2020-09-29T00:00:00.000000000Z,7388
dai,2020-09-30T00:00:00.000000000Z,8830
dai,2020-10-01T00:00:00.000000000Z,8927
dai,2020-10-02T00:00:00.000000000Z,8178
dai,2020-10-03T00:00:00.000000000Z,6617
dai,2020-10-04T00:00:00.000000000Z,6590
dai,2020-10-05T00:00:00.000000000Z,7081
dai,2020-10-06T00:00:00.000000000Z,6794
dai,2020-10-07T00:00:00.000000000Z,6872
dai,2020-10-08T00:00:00.000000000Z,6596
dai,2020-10-09T00:00:00.000000000Z,8117
dai,2020-10-10T00:00:00.000000000Z,6532
dai,2020-10-11T00:00:00.000000000Z,5596
dai,2020-10-12T00:00:00.000000000Z,6164
dai,2020-10-13T00:00:00.000000000Z,6175
dai,2020-10-14T00:00:00.000000000Z,5884
dai,2020-10-15T00:00:00.000000000Z,6549
dai,2020-10-16T00:00:00.000000000Z,6933
dai,2020-10-17T00:00:00.000000000Z,6678
dai,2020-10-18T00:00:00.000000000Z,6493
dai,2020-10-19T00:00:00.000000000Z,7568
dai,2020-10-20T00:00:00.000000000Z,6977
dai,2020-10-21T00:00:00.000000000Z,7421
dai,2020-10-22T00:00:00.000000000Z,10682
dai,2020-10-23T00:00:00.000000000Z,8481
dai,2020-10-24T00:00:00.000000000Z,7483
dai,2020-10-25T00:00:00.000000000Z,6002
dai,2020-10-26T00:00:00.000000000Z,7307
dai,2020-10-27T00:00:00.000000000Z,7520
dai,2020-10-28T00:00:00.000000000Z,7506
dai,2020-10-29T00:00:00.000000000Z,6896
dai,2020-10-30T00:00:00.000000000Z,6975
dai,2020-10-31T00:00:00.000000000Z,6095
dai,2020-11-01T00:00:00.000000000Z,6161
dai,2020-11-02T00:00:00.000000000Z,6948
dai,2020-11-03T00:00:00.000000000Z,7865
dai,2020-11-04T00:00:00.000000000Z,7561
dai,2020-11-05T00:00:00.000000000Z,8104
dai,2020-11-06T00:00:00.000000000Z,7786
dai,2020-11-07T00:00:00.000000000Z,7248
dai,2020-11-08T00:00:00.000000000Z,6345
dai,2020-11-09T00:00:00.000000000Z,7058
dai,2020-11-10T00:00:00.000000000Z,6445
dai,2020-11-11T00:00:00.000000000Z,6204
dai,2020-11-12T00:00:00.000000000Z,6206
dai,2020-11-13T00:00:00.000000000Z,7419
dai,2020-11-14T00:00:00.000000000Z,6036
dai,2020-11-15T00:00:00.000000000Z,6202
dai,2020-11-16T00:00:00.000000000Z,7066
dai,2020-11-17T00:00:00.000000000Z,8293
dai,2020-11-18T00:00:00.000000000Z,8793
dai,2020-11-19T00:00:00.000000000Z,7750
dai,2020-11-20T00:00:00.000000000Z,7981
dai,2020-11-21T00:00:00.000000000Z,7706
dai,2020-11-22T00:00:00.000000000Z,7804
dai,2020-11-23T00:00:00.000000000Z,7945
dai,2020-11-24T00:00:00.000000000Z,8408
dai,2020-11-25T00:00:00.000000000Z,7996
dai,2020-11-26T00:00:00.000000000Z,9866
dai,2020-11-27T00:00:00.000000000Z,7768
dai,2020-11-28T00:00:00.000000000Z,7132
dai,2020-11-29T00:00:00.000000000Z,6622
dai,2020-11-30T00:00:00.000000000Z,10046
dai,2020-12-01T00:00:00.000000000Z,9505
dai,2020-12-02T00:00:00.000000000Z,8509
dai,2020-12-03T00:00:00.000000000Z,8373
dai,2020-12-04T00:00:00.000000000Z,8234
dai,2020-12-05T00:00:00.000000000Z,8172
dai,2020-12-06T00:00:00.000000000Z,7245
dai,2020-12-07T00:00:00.000000000Z,7250
dai,2020-12-08T00:00:00.000000000Z,6915
dai,2020-12-09T00:00:00.000000000Z,8019
dai,2020-12-10T00:00:00.000000000Z,7127
dai,2020-12-11T00:00:00.000000000Z,7619
dai,2020-12-12T00:00:00.000000000Z,9557
dai,2020-12-13T00:00:00.000000000Z,7220
dai,2020-12-14T00:00:00.000000000Z,7679
dai,2020-12-15T00:00:00.000000000Z,8271
dai,2020-12-16T00:00:00.000000000Z,9170
dai,2020-12-17T00:00:00.000000000Z,9611
dai,2020-12-18T00:00:00.000000000Z,9218
dai,2020-12-19T00:00:00.000000000Z,10369
dai,2020-12-20T00:00:00.000000000Z,8519
dai,2020-12-21T00:00:00.000000000Z,8695
dai,2020-12-22T00:00:00.000000000Z,8648
dai,2020-12-23T00:00:00.000000000Z,9275
dai,2020-12-24T00:00:00.000000000Z,9443
dai,2020-12-25T00:00:00.000000000Z,9973
dai,2020-12-26T00:00:00.000000000Z,12519
dai,2020-12-27T00:00:00.000000000Z,12146
dai,2020-12-28T00:00:00.000000000Z,12126
dai,2020-12-29T00:00:00.000000000Z,12430
dai,2020-12-30T00:00:00.000000000Z,12525
dai,2020-12-31T00:00:00.000000000Z,14389
dai,2021-01-01T00:00:00.000000000Z,12678
dai,2021-01-02T00:00:00.000000000Z,14477
dai,2021-01-03T00:00:00.000000000Z,12565
dai,2021-01-04T00:00:00.000000000Z,12514
dai,2021-01-05T00:00:00.000000000Z,12130
dai,2021-01-06T00:00:00.000000000Z,13162
dai,2021-01-07T00:00:00.000000000Z,12915
dai,2021-01-08T00:00:00.000000000Z,12376
dai,2021-01-09T00:00:00.000000000Z,11235
dai,2021-01-10T00:00:00.000000000Z,11680
dai,2021-01-11T00:00:00.000000000Z,12142
dai,2021-01-12T00:00:00.000000000Z,12774
dai,2021-01-13T00:00:00.000000000Z,11477
dai,2021-01-14T00:00:00.000000000Z,11967
dai,2021-01-15T00:00:00.000000000Z,11074
dai,2021-01-16T00:00:00.000000000Z,10649
dai,2021-01-17T00:00:00.000000000Z,10327
dai,2021-01-18T00:00:00.000000000Z,10008
dai,2021-01-19T00:00:00.000000000Z,10572
dai,2021-01-20T00:00:00.000000000Z,9684
dai,2021-01-21T00:00:00.000000000Z,10592
dai,2021-01-22T00:00:00.000000000Z,9836
dai,2021-01-23T00:00:00.000000000Z,9509
dai,2021-01-24T00:00:00.000000000Z,9663
dai,2021-01-25T00:00:00.000000000Z,10192
dai,2021-01-26T00:00:00.000000000Z,9329
dai,2021-01-27T00:00:00.000000000Z,9881
dai,2021-01-28T00:00:00.000000000Z,10080
dai,2021-01-29T00:00:00.000000000Z,9888
dai,2021-01-30T00:00:00.000000000Z,9630
dai,2021-01-31T00:00:00.000000000Z,9839
dai,2021-02-01T00:00:00.000000000Z,9514
dai,2021-02-02T00:00:00.000000000Z,9203
dai,2021-02-03T00:00:00.000000000Z,9095
dai,2021-02-04T00:00:00.000000000Z,8378
dai,2021-02-05T00:00:00.000000000Z,8493
dai,2021-02-06T00:00:00.000000000Z,8982
dai,2021-02-07T00:00:00.000000000Z,9448
dai,2021-02-08T00:00:00.000000000Z,10485
dai,2021-02-09T00:00:00.000000000Z,10445
dai,2021-02-10T00:00:00.000000000Z,11982
dai,2021-02-11T00:00:00.000000000Z,11879
dai,2021-02-12T00:00:00.000000000Z,10392
dai,2021-02-13T00:00:00.000000000Z,9314
dai,2021-02-14T00:00:00.000000000Z,8914
dai,2021-02-15T00:00:00.000000000Z,7635
dai,2021-02-16T00:00:00.000000000Z,9767
dai,2021-02-17T00:00:00.000000000Z,8433
dai,2021-02-18T00:00:00.000000000Z,9339
dai,2021-02-19T00:00:00.000000000Z,9694
dai,2021-02-20T00:00:00.000000000Z,9991
dai,2021-02-21T00:00:00.000000000Z,9927
dai,2021-02-22T00:00:00.000000000Z,10210
dai,2021-02-23T00:00:00.000000000Z,12459
dai,2021-02-24T00:00:00.000000000Z,12739
dai,2021-02-25T00:00:00.000000000Z,10293
dai,2021-02-26T00:00:00.000000000Z,11327
dai,2021-02-27T00:00:00.000000000Z,11265
dai,2021-02-28T00:00:00.000000000Z,10875
dai,2021-03-01T00:00:00.000000000Z,10239
dai,2021-03-02T00:00:00.000000000Z,9701
dai,2021-03-03T00:00:00.000000000Z,9634
dai,2021-03-04T00:00:00.000000000Z,9315
dai,2021-03-05T00:00:00.000000000Z,8804
dai,2021-03-06T00:00:00.000000000Z,7999
dai,2021-03-07T00:00:00.000000000Z,7595
dai,2021-03-08T00:00:00.000000000Z,8769
dai,2021-03-09T00:00:00.000000000Z,8728
dai,2021-03-10T00:00:00.000000000Z,8971
dai,2021-03-11T00:00:00.000000000Z,8622
dai,2021-03-12T00:00:00.000000000Z,7352
dai,2021-03-13T00:00:00.000000000Z,7952
dai,2021-03-14T00:00:00.000000000Z,7298
dai,2021-03-15T00:00:00.000000000Z,7806
dai,2021-03-16T00:00:00.000000000Z,8052
dai,2021-03-17T00:00:00.000000000Z,7114
dai,2021-03-18T00:00:00.000000000Z,7037
dai,2021-03-19T00:00:00.000000000Z,7071
dai,2021-03-20T00:00:00.000000000Z,7267
dai,2021-03-21T00:00:00.000000000Z,9053
dai,2021-03-22T00:00:00.000000000Z,7784
dai,2021-03-23T00:00:00.000000000Z,8019
dai,2021-03-24T00:00:00.000000000Z,7886
dai,2021-03-25T00:00:00.000000000Z,8380
dai,2021-03-26T00:00:00.000000000Z,7651
dai,2021-03-27T00:00:00.000000000Z,7041
dai,2021-03-28T00:00:00.000000000Z,6479
dai,2021-03-29T00:00:00.000000000Z,7263
dai,2021-03-30T00:00:00.000000000Z,7467
dai,2021-03-31T00:00:00.000000000Z,6499
dai,2021-04-01T00:00:00.000000000Z,6849
dai,2021-04-02T00:00:00.000000000Z,7221
dai,2021-04-03T00:00:00.000000000Z,6857
dai,2021-04-04T00:00:00.000000000Z,6906
dai,2021-04-05T00:00:00.000000000Z,6691
dai,2021-04-06T00:00:00.000000000Z,8466
dai,2021-04-07T00:00:00.000000000Z,7034
dai,2021-04-08T00:00:00.000000000Z,8768
dai,2021-04-09T00:00:00.000000000Z,7062
dai,2021-04-10T00:00:00.000000000Z,8019
dai,2021-04-11T00:00:00.000000000Z,7616
dai,2021-04-12T00:00:00.000000000Z,7767
dai,2021-04-13T00:00:00.000000000Z,8242
dai,2021-04-14T00:00:00.000000000Z,7638
dai,2021-04-15T00:00:00.000000000Z,8008
dai,2021-04-16T00:00:00.000000000Z,7922
dai,2021-04-17T00:00:00.000000000Z,7760
dai,2021-04-18T00:00:00.000000000Z,8917
dai,2021-04-19T00:00:00.000000000Z,7526
dai,2021-04-20T00:00:00.000000000Z,7325
dai,2021-04-21T00:00:00.000000000Z,8308
dai,2021-04-22T00:00:00.000000000Z,9727
dai,2021-04-23T00:00:00.000000000Z,10685
dai,2021-04-24T00:00:00.000000000Z,9264
dai,2021-04-25T00:00:00.000000000Z,9783
dai,2021-04-26T00:00:00.000000000Z,9940
dai,2021-04-27T00:00:00.000000000Z,10004
dai,2021-04-28T00:00:00.000000000Z,9496
dai,2021-04-29T00:00:00.000000000Z,10208
dai,2021-04-30T00:00:00.000000000Z,8589
dai,2021-05-01T00:00:00.000000000Z,9515
dai,2021-05-02T00:00:00.000000000Z,8238
dai,2021-05-03T00:00:00.000000000Z,9542
dai,2021-05-04T00:00:00.000000000Z,9244
dai,2021-05-05T00:00:00.000000000Z,9335
dai,2021-05-06T00:00:00.000000000Z,9144
dai,2021-05-07T00:00:00.000000000Z,8703
dai,2021-05-08T00:00:00.000000000Z,7246
dai,2021-05-09T00:00:00.000000000Z,8433
dai,2021-05-10T00:00:00.000000000Z,6809
dai,2021-05-11T00:00:00.000000000Z,5380
dai,2021-05-12T00:00:00.000000000Z,5927
dai,2021-05-13T00:00:00.000000000Z,9468
dai,2021-05-14T00:00:00.000000000Z,7324
dai,2021-05-15T00:00:00.000000000Z,7182
dai,2021-05-16T00:00:00.000000000Z,8089
dai,2021-05-17T00:00:00.000000000Z,8724
dai,2021-05-18T00:00:00.000000000Z,7538
dai,2021-05-19T00:00:00.000000000Z,11737
dai,2021-05-20T00:00:00.000000000Z,10421
dai,2021-05-21T00:00:00.000000000Z,9577
dai,2021-05-22T00:00:00.000000000Z,8705
dai,2021-05-23T00:00:00.000000000Z,9845
dai,2021-05-24T00:00:00.000000000Z,9001
dai,2021-05-25T00:00:00.000000000Z,8208
dai,2021-05-26T00:00:00.000000000Z,8105
dai,2021-05-27T00:00:00.000000000Z,7692
dai,2021-05-28T00:00:00.000000000Z,7570
dai,2021-05-29T00:00:00.000000000Z,8159
dai,2021-05-30T00:00:00.000000000Z,7424
dai,2021-05-31T00:00:00.000000000Z,9265
dai,2021-06-01T00:00:00.000000000Z,10035
dai,2021-06-02T00:00:00.000000000Z,11291
dai,2021-06-03T00:00:00.000000000Z,12997
dai,2021-06-04T00:00:00.000000000Z,7076
dai,2021-06-05T00:00:00.000000000Z,7584
dai,2021-06-06T00:00:00.000000000Z,8476
dai,2021-06-07T00:00:00.000000000Z,7946
dai,2021-06-08T00:00:00.000000000Z,8010
dai,2021-06-09T00:00:00.000000000Z,7178
dai,2021-06-10T00:00:00.000000000Z,7859
dai,2021-06-11T00:00:00.000000000Z,6965
dai,2021-06-12T00:00:00.000000000Z,8423
dai,2021-06-13T00:00:00.000000000Z,8066
dai,2021-06-14T00:00:00.000000000Z,7191
dai,2021-06-15T00:00:00.000000000Z,7226
dai,2021-06-16T00:00:00.000000000Z,7521
dai,2021-06-17T00:00:00.000000000Z,7964
dai,2021-06-18T00:00:00.000000000Z,7622
dai,2021-06-19T00:00:00.000000000Z,6869
dai,2021-06-20T00:00:00.000000000Z,7673
dai,2021-06-21T00:00:00.000000000Z,8473
dai,2021-06-22T00:00:00.000000000Z,9161
dai,2021-06-23T00:00:00.000000000Z,8851
dai,2021-06-24T00:00:00.000000000Z,8208
dai,2021-06-25T00:00:00.000000000Z,7086
dai,2021-06-26T00:00:00.000000000Z,8657
dai,2021-06-27T00:00:00.000000000Z,7772
dai,2021-06-28T00:00:00.000000000Z,7272
dai,2021-06-29T00:00:00.000000000Z,9060
dai,2021-06-30T00:00:00.000000000Z,8186
dai,2021-07-01T00:00:00.000000000Z,8217
dai,2021-07-02T00:00:00.000000000Z,7461
dai,2021-07-03T00:00:00.000000000Z,5999
dai,2021-07-04T00:00:00.000000000Z,6371
dai,2021-07-05T00:00:00.000000000Z,7204
dai,2021-07-06T00:00:00.000000000Z,5576
dai,2021-07-07T00:00:00.000000000Z,5923
dai,2021-07-08T00:00:00.000000000Z,5928
dai,2021-07-09T00:00:00.000000000Z,7269
dai,2021-07-10T00:00:00.000000000Z,4889
dai,2021-07-11T00:00:00.000000000Z,4822
dai,2021-07-12T00:00:00.000000000Z,5566
